2024-09-17 14:59:51,168 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:198] - INFO: Logging to log_rdpo/2024_09_17_14_50_24/swapped_noise1.0_[1,1,1]_2022
2024-09-17 14:59:51,170 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: (IB) Seed: 2022
2024-09-17 14:59:51,171 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Data: 300
2024-09-17 14:59:51,345 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:296] - INFO: MLE reward loss: 0.3429, l2 distance: 29.8423, acc: 0.82.
2024-09-17 14:59:51,346 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-09-17 14:59:51,347 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: MLE reward parameter: [14.11166716  6.22125723 12.16457928  6.6426602 ]
2024-09-17 14:59:51,580 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:313] - INFO: Learned oracle reward: 3.5898, 3.8487, 3.1982
2024-09-17 14:59:51,854 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1297] - INFO: unique_group_ids: {0, 1, 2}
2024-09-17 14:59:52,496 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  0, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0340, live_grad: 0.0000, reward_err: 0.0561, 0.0380, 0.0266, KL_dist: 0.2609, 0.1621, 0.1673, param: [3.31794486 1.33450947 4.61657226 4.15232748], weights: [0.33360765 0.33292084 0.33347151], train_wt_loss:  0.4689, val_wt_loss: 0.4828, train_grp_loss: [0.56395343 0.35769462 0.52312833], val_grp_loss: [0.55626795 0.36101401 0.52425212], train_hist_grp_loss: [0.56397062 0.35788553 0.52315607], cur_train_grp_loss: [0.56397062 0.35788553 0.52315607], max_reward_err:  0.0561, max_reward_err_index: 0, max_kl_dist:  0.2609, max_kl_dist_index: 0, max_train_grp_loss:  0.5640, max_train_grp_loss_index: 0, max_val_grp_loss:  0.5563, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5640, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:07,392 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  4800, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0334, live_grad: 0.0000, reward_err: 0.0148, 0.0531, 0.0005, KL_dist: 0.6116, 0.9211, 0.5868, param: [5.430597   7.4549871  5.23508692 8.27280629], weights: [0.68360345 0.21037523 0.10602132], train_wt_loss:  0.5318, val_wt_loss: 0.4468, train_grp_loss: [0.41154138 0.60468024 0.3789624 ], val_grp_loss: [0.40639359 0.64230714 0.39256576], train_hist_grp_loss: [2296.6771324  2178.82860513 2110.30335073], cur_train_grp_loss: [0.41153782 0.60476406 0.3789637 ], max_reward_err:  0.0531, max_reward_err_index: 1, max_kl_dist:  0.9211, max_kl_dist_index: 1, max_train_grp_loss:  0.6047, max_train_grp_loss_index: 1, max_val_grp_loss:  0.6423, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.6048, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:10,194 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  4900, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0328, live_grad: 0.0000, reward_err: 0.0156, 0.0525, 0.0007, KL_dist: 0.6212, 0.9177, 0.5930, param: [5.53585477 7.46574486 5.30101891 8.22247212], weights: [0.65721651 0.24414813 0.09863536], train_wt_loss:  0.5408, val_wt_loss: 0.4518, train_grp_loss: [0.41216884 0.5948519  0.3790239 ], val_grp_loss: [0.40707764 0.63170628 0.39195877], train_hist_grp_loss: [2337.85781023 2238.83397285 2148.19944112], cur_train_grp_loss: [0.41215986 0.59496431 0.37902137], max_reward_err:  0.0525, max_reward_err_index: 1, max_kl_dist:  0.9177, max_kl_dist_index: 1, max_train_grp_loss:  0.5949, max_train_grp_loss_index: 1, max_val_grp_loss:  0.6317, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5950, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:13,003 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5000, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0322, live_grad: 0.0000, reward_err: 0.0164, 0.0517, 0.0009, KL_dist: 0.6310, 0.9109, 0.5985, param: [5.65316942 7.45836035 5.37880516 8.15021362], weights: [0.62965741 0.27895571 0.09138687], train_wt_loss:  0.5485, val_wt_loss: 0.4559, train_grp_loss: [0.4133474  0.58220586 0.37947846], val_grp_loss: [0.40831246 0.61795889 0.39160158], train_hist_grp_loss: [2379.12839248 2297.71610754 2186.12098999], cur_train_grp_loss: [0.41333286 0.58234577 0.37947192], max_reward_err:  0.0517, max_reward_err_index: 1, max_kl_dist:  0.9109, max_kl_dist_index: 1, max_train_grp_loss:  0.5822, max_train_grp_loss_index: 1, max_val_grp_loss:  0.6180, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5823, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:15,814 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5100, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0315, live_grad: 0.0000, reward_err: 0.0179, 0.0494, 0.0013, KL_dist: 0.6413, 0.9007, 0.6037, param: [5.78189335 7.43255235 5.46792862 8.05711317], weights: [0.60222672 0.31331393 0.08445934], train_wt_loss:  0.5542, val_wt_loss: 0.4583, train_grp_loss: [0.41507987 0.56693725 0.38033674], val_grp_loss: [0.4101031  0.60127751 0.39150994], train_hist_grp_loss: [2420.54432773 2355.20149601 2224.10795333], cur_train_grp_loss: [0.41505986 0.56710187 0.38032616], max_reward_err:  0.0494, max_reward_err_index: 1, max_kl_dist:  0.9007, max_kl_dist_index: 1, max_train_grp_loss:  0.5669, max_train_grp_loss_index: 1, max_val_grp_loss:  0.6013, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5671, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:18,633 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5200, train_loss:  0.0016, val_loss:  0.0005, grad_norm: 0.0306, live_grad: 0.0000, reward_err: 0.0193, 0.0473, 0.0018, KL_dist: 0.6522, 0.8876, 0.6087, param: [5.92067515 7.38889412 5.56720854 7.94540733], weights: [0.57630561 0.34566834 0.07802605], train_wt_loss:  0.5572, val_wt_loss: 0.4588, train_grp_loss: [0.41734383 0.54940291 0.3815932 ], val_grp_loss: [0.41242972 0.58205852 0.39169081], train_hist_grp_loss: [2462.16011456 2411.04428157 2262.20057386], cur_train_grp_loss: [0.4173187  0.54958795 0.38157873], max_reward_err:  0.0473, max_reward_err_index: 1, max_kl_dist:  0.8876, max_kl_dist_index: 1, max_train_grp_loss:  0.5494, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5821, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5496, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:21,440 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5300, train_loss:  0.0015, val_loss:  0.0005, grad_norm: 0.0297, live_grad: 0.0000, reward_err: 0.0209, 0.0437, 0.0024, KL_dist: 0.6639, 0.8723, 0.6138, param: [6.0675514  7.328844   5.67487545 7.81832766], weights: [0.55318331 0.37459078 0.07222591], train_wt_loss:  0.5573, val_wt_loss: 0.4571, train_grp_loss: [0.42009109 0.53009252 0.38322442], val_grp_loss: [0.41524669 0.56085062 0.39213999], train_hist_grp_loss: [2504.02672534 2465.0412006  2300.43766203], cur_train_grp_loss: [0.42006145 0.53029257 0.38320638], max_reward_err:  0.0437, max_reward_err_index: 1, max_kl_dist:  0.8723, max_kl_dist_index: 1, max_train_grp_loss:  0.5301, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5609, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5303, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:24,248 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0288, live_grad: 0.0000, reward_err: 0.0234, 0.0417, 0.0034, KL_dist: 0.6764, 0.8553, 0.6192, param: [6.22012155 7.25466489 5.78872391 7.679812  ], weights: [0.533922   0.39892951 0.06714849], train_wt_loss:  0.5546, val_wt_loss: 0.4533, train_grp_loss: [0.42325022 0.5095812  0.38518927], val_grp_loss: [0.41848477 0.53830143 0.39284071], train_hist_grp_loss: [2546.18913037 2517.04262952 2338.8547993 ], cur_train_grp_loss: [0.42321687 0.50979027 0.38516815], max_reward_err:  0.0417, max_reward_err_index: 1, max_kl_dist:  0.8553, max_kl_dist_index: 1, max_train_grp_loss:  0.5096, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5383, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5098, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:27,049 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0278, live_grad: 0.0000, reward_err: 0.0254, 0.0401, 0.0043, KL_dist: 0.6898, 0.8376, 0.6252, param: [6.37576181 7.16925605 5.90630386 7.53416014], weights: [0.5192872  0.41788223 0.06283057], train_wt_loss:  0.5495, val_wt_loss: 0.4479, train_grp_loss: [0.42673137 0.48847535 0.38743098], val_grp_loss: [0.42205554 0.51509546 0.39376375], train_hist_grp_loss: [2588.68419761 2566.95845268 2377.48265632], cur_train_grp_loss: [0.42669529 0.48868738 0.38740741], max_reward_err:  0.0401, max_reward_err_index: 1, max_kl_dist:  0.8376, max_kl_dist_index: 1, max_train_grp_loss:  0.4885, max_train_grp_loss_index: 1, max_val_grp_loss:  0.5151, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4887, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:29,845 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5600, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0267, live_grad: 0.0000, reward_err: 0.0271, 0.0370, 0.0051, KL_dist: 0.7039, 0.8197, 0.6319, param: [6.53183155 7.07593697 6.02510924 7.38570732], weights: [0.50974176 0.43099622 0.05926202], train_wt_loss:  0.5428, val_wt_loss: 0.4413, train_grp_loss: [0.43043238 0.46736295 0.38988047], val_grp_loss: [0.42585738 0.49189638 0.39486874], train_hist_grp_loss: [2631.53914871 2614.75865425 2416.34558532], cur_train_grp_loss: [0.43039464 0.4675723  0.38985519], max_reward_err:  0.0370, max_reward_err_index: 1, max_kl_dist:  0.8197, max_kl_dist_index: 1, max_train_grp_loss:  0.4674, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4919, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4676, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:32,650 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0257, live_grad: 0.0000, reward_err: 0.0304, 0.0359, 0.0068, KL_dist: 0.7187, 0.8023, 0.6392, param: [6.6858403  6.97822298 6.14273455 7.2385636 ], weights: [0.50548083 0.43812253 0.05639664], train_wt_loss:  0.5351, val_wt_loss: 0.4342, train_grp_loss: [0.43424511 0.44677576 0.39246046], val_grp_loss: [0.42978158 0.46930241 0.39610661], train_hist_grp_loss: [2674.77064151 2660.46949026 2455.46058978], cur_train_grp_loss: [0.43420679 0.44697747 0.39243428], max_reward_err:  0.0359, max_reward_err_index: 1, max_kl_dist:  0.8023, max_kl_dist_index: 1, max_train_grp_loss:  0.4468, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4693, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4470, max_cur_train_grp_loss_index: 1, 
2024-09-17 15:02:35,452 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5800, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0247, live_grad: 0.0000, reward_err: 0.0325, 0.0350, 0.0080, KL_dist: 0.7340, 0.7860, 0.6471, param: [6.83556248 6.87962097 6.25698698 7.09643573], weights: [0.50648114 0.43935523 0.05416363], train_wt_loss:  0.5273, val_wt_loss: 0.4272, train_grp_loss: [0.43806113 0.42716563 0.39508978], val_grp_loss: [0.43371827 0.44781819 0.39742256], train_hist_grp_loss: [2718.38446067 2704.16657687 2494.83671675], cur_train_grp_loss: [0.4380233  0.42735563 0.39506351], max_reward_err:  0.0350, max_reward_err_index: 1, max_kl_dist:  0.7860, max_kl_dist_index: 1, max_train_grp_loss:  0.4381, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4478, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4380, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:38,259 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5900, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0238, live_grad: 0.0000, reward_err: 0.0334, 0.0343, 0.0085, KL_dist: 0.7495, 0.7712, 0.6556, param: [6.97910291 6.78345979 6.36595586 6.96252362], weights: [0.51254525 0.43497747 0.05247728], train_wt_loss:  0.5200, val_wt_loss: 0.4209, train_grp_loss: [0.44177676 0.40889372 0.39768745], val_grp_loss: [0.43756152 0.42784213 0.3987593 ], train_hist_grp_loss: [2762.37574588 2745.96626955 2534.4748724 ], cur_train_grp_loss: [0.44174042 0.40906885 0.39766189], max_reward_err:  0.0343, max_reward_err_index: 1, max_kl_dist:  0.7712, max_kl_dist_index: 1, max_train_grp_loss:  0.4418, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4376, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4417, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:41,054 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6000, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0229, live_grad: 0.0000, reward_err: 0.0349, 0.0334, 0.0094, KL_dist: 0.7649, 0.7583, 0.6645, param: [7.11492407 6.69275889 6.46804832 6.83947294], weights: [0.52333245 0.42542344 0.0512441 ], train_wt_loss:  0.5139, val_wt_loss: 0.4157, train_grp_loss: [0.44529699 0.39222946 0.40017646], val_grp_loss: [0.44121354 0.40966569 0.40006029], train_hist_grp_loss: [2806.72966783 2786.0164756  2574.36803271], cur_train_grp_loss: [0.44526304 0.39238747 0.40015234], max_reward_err:  0.0349, max_reward_err_index: 0, max_kl_dist:  0.7649, max_kl_dist_index: 0, max_train_grp_loss:  0.4453, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4412, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4453, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:43,886 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6100, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0220, live_grad: 0.0000, reward_err: 0.0360, 0.0322, 0.0101, KL_dist: 0.7800, 0.7474, 0.6735, param: [7.24184774 6.61013307 6.56200167 6.72936451], weights: [0.5383775  0.41125463 0.05036787], train_wt_loss:  0.5092, val_wt_loss: 0.4118, train_grp_loss: [0.44853867 0.37735617 0.402487  ], val_grp_loss: [0.44458816 0.39348093 0.40127258], train_hist_grp_loss: [2851.42246156 2824.48771738 2614.50180438], cur_train_grp_loss: [0.44850788 0.37749563 0.40246499], max_reward_err:  0.0360, max_reward_err_index: 0, max_kl_dist:  0.7800, max_kl_dist_index: 0, max_train_grp_loss:  0.4485, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4446, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4485, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:46,691 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6200, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0213, live_grad: 0.0000, reward_err: 0.0364, 0.0313, 0.0104, KL_dist: 0.7945, 0.7386, 0.6826, param: [7.35904097 6.53772926 6.64688088 6.63372595], weights: [0.55710364 0.39314306 0.0497533 ], train_wt_loss:  0.5061, val_wt_loss: 0.4093, train_grp_loss: [0.45143284 0.36438042 0.40455911], val_grp_loss: [0.44761335 0.37939279 0.40234935], train_hist_grp_loss: [2896.42273274 2861.5649612  2654.85528067], cur_train_grp_loss: [0.45140581 0.3645006  0.40453974], max_reward_err:  0.0364, max_reward_err_index: 0, max_kl_dist:  0.7945, max_kl_dist_index: 0, max_train_grp_loss:  0.4514, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4476, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4514, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:49,522 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6300, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0206, live_grad: 0.0000, reward_err: 0.0368, 0.0293, 0.0106, KL_dist: 0.8082, 0.7320, 0.6915, param: [7.46599319 6.4771919  6.72206664 6.5535573 ], weights: [0.57883791 0.37185272 0.04930937], train_wt_loss:  0.5047, val_wt_loss: 0.4083, train_grp_loss: [0.45392619 0.35334333 0.40634459], val_grp_loss: [0.45023302 0.36743349 0.40325173], train_hist_grp_loss: [2941.69295636 2897.44049255 2695.40212813], cur_train_grp_loss: [0.45390338 0.3534441  0.40632828], max_reward_err:  0.0368, max_reward_err_index: 0, max_kl_dist:  0.8082, max_kl_dist_index: 0, max_train_grp_loss:  0.4539, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4502, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4539, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:52,344 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6400, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0200, live_grad: 0.0000, reward_err: 0.0368, 0.0280, 0.0106, KL_dist: 0.8209, 0.7275, 0.7002, param: [7.56248764 6.42965457 6.78723618 6.48936732], weights: [0.60283514 0.34821233 0.04895254], train_wt_loss:  0.5049, val_wt_loss: 0.4085, train_grp_loss: [0.45598183 0.34423234 0.40780825], val_grp_loss: [0.45240787 0.35757721 0.40395015], train_hist_grp_loss: [2987.19108722 2932.30795403 2736.11183143], cur_train_grp_loss: [0.45596352 0.34431407 0.40779529], max_reward_err:  0.0368, max_reward_err_index: 0, max_kl_dist:  0.8209, max_kl_dist_index: 0, max_train_grp_loss:  0.4560, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4524, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4560, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:55,146 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6500, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0196, live_grad: 0.0000, reward_err: 0.0369, 0.0280, 0.0107, KL_dist: 0.8325, 0.7251, 0.7084, param: [7.64856827 6.39575608 6.84233785 6.44121971], weights: [0.62831281 0.32307733 0.04860986], train_wt_loss:  0.5063, val_wt_loss: 0.4097, train_grp_loss: [0.4575791  0.33699278 0.40892825], val_grp_loss: [0.45411538 0.34975394 0.40442485], train_hist_grp_loss: [3032.8721991  2966.35755494 2776.95101662], cur_train_grp_loss: [0.45756543 0.33705617 0.40891879], max_reward_err:  0.0369, max_reward_err_index: 0, max_kl_dist:  0.8325, max_kl_dist_index: 0, max_train_grp_loss:  0.4576, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4541, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4576, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:02:57,944 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6600, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0192, live_grad: 0.0000, reward_err: 0.0372, 0.0273, 0.0110, KL_dist: 0.8430, 0.7245, 0.7162, param: [7.72450282 6.37567878 6.88755928 6.40878912], weights: [0.65449463 0.29728361 0.04822176], train_wt_loss:  0.5087, val_wt_loss: 0.4117, train_grp_loss: [0.45871265 0.33153845 0.40969563], val_grp_loss: [0.45534891 0.34386188 0.40466577], train_hist_grp_loss: [3078.69006868 2999.77239223 2817.88477023], cur_train_grp_loss: [0.45870359 0.3315845  0.4096897 ], max_reward_err:  0.0372, max_reward_err_index: 0, max_kl_dist:  0.8430, max_kl_dist_index: 0, max_train_grp_loss:  0.4587, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4553, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4587, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:03:00,756 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6700, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0190, live_grad: 0.0000, reward_err: 0.0381, 0.0273, 0.0116, KL_dist: 0.8524, 0.7258, 0.7235, param: [7.79074234 6.36920553 6.9232898  6.39142599], weights: [0.68065646 0.27159969 0.04774385], train_wt_loss:  0.5118, val_wt_loss: 0.4143, train_grp_loss: [0.45939068 0.32776115 0.41011313], val_grp_loss: [0.45611599 0.33977799 0.40467177], train_hist_grp_loss: [3124.59862568 3032.72578047 2858.87787518], cur_train_grp_loss: [0.4593861  0.32779102 0.41011065], max_reward_err:  0.0381, max_reward_err_index: 0, max_kl_dist:  0.8524, max_kl_dist_index: 0, max_train_grp_loss:  0.4594, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4561, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4594, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:03:03,574 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6800, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0188, live_grad: 0.0000, reward_err: 0.0383, 0.0269, 0.0117, KL_dist: 0.8606, 0.7287, 0.7303, param: [7.84787882 6.37579009 6.95007859 6.38822729], weights: [0.70616706 0.24668555 0.0471474 ], train_wt_loss:  0.5152, val_wt_loss: 0.4170, train_grp_loss: [0.45963276 0.32553878 0.41019343], val_grp_loss: [0.45643602 0.33736681 0.40444943], train_hist_grp_loss: [3170.55320309 3065.37946403 2899.89589732], cur_train_grp_loss: [0.45963241 0.32555373 0.41019423], max_reward_err:  0.0383, max_reward_err_index: 0, max_kl_dist:  0.8606, max_kl_dist_index: 0, max_train_grp_loss:  0.4596, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4564, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4596, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:03:06,385 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6900, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0187, live_grad: 0.0000, reward_err: 0.0390, 0.0267, 0.0123, KL_dist: 0.8677, 0.7332, 0.7366, param: [7.8966027  6.39463444 6.96859101 6.39810902], weights: [0.73051671 0.22306482 0.04641847], train_wt_loss:  0.5186, val_wt_loss: 0.4197, train_grp_loss: [0.45946715 0.3247421  0.40995701], val_grp_loss: [0.45633757 0.3364874  0.40401145], train_hist_grp_loss: [3216.51154255 3097.88257364 2940.90607481], cur_train_grp_loss: [0.45947071 0.32474344 0.40996086], max_reward_err:  0.0390, max_reward_err_index: 0, max_kl_dist:  0.8677, max_kl_dist_index: 0, max_train_grp_loss:  0.4595, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4563, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4595, max_cur_train_grp_loss_index: 0, 
2024-09-17 15:03:09,196 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  7000, train_loss:  0.0013, val_loss:  0.0004, grad_norm: 0.0187, live_grad: 0.0000, reward_err: 0.0390, 0.0267, 0.0123, KL_dist: 0.8738, 0.7390, 0.7424, param: [7.93766283 6.42476631 6.97956606 6.41987578], weights: [0.75333046 0.20111372 0.04555583], train_wt_loss:  0.5218, val_wt_loss: 0.4222, train_grp_loss: [0.45892817 0.32524006 0.40942989], val_grp_loss: [0.45585563 0.33699876 0.40337497], train_hist_grp_loss: [3262.43453447 3130.37118747 2981.87798678], cur_train_grp_loss: [0.45893528 0.3252291  0.40943651], max_reward_err:  0.0390, max_reward_err_index: 0, max_kl_dist:  0.8738, max_kl_dist_index: 0, max_train_grp_loss:  0.4589, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4559, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4589, max_cur_train_grp_loss_index: 0, 
