2024-10-07 17:10:06,094 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,0.1,2021
2024-10-07 17:10:06,095 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 17:10:06,096 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:10:06,187 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 17:10:06,188 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:10:06,189 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 17:10:06,400 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 17:10:06,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:10:07,838 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6575, 0.3055, 0.6508, param: [5.44160773 8.30422321 5.14586335 8.58351783], weights: [0.33110125 0.33071804 0.33818071], train_wt_loss:  36.4675, val_wt_loss: 37.2666, train_grp_loss: [11.8000696  13.08156758 10.73086642], val_grp_loss: [12.66253707 12.45937553 12.14399798], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6575, max_kl_dist_index: 0, max_train_grp_loss:  13.0816, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6625, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:30,467 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  12.1565, val_loss:  12.4294, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6642, 0.3092, 0.6570, param: [5.45303476 8.26931203 5.2059339  8.68004348], weights: [0.29838654 0.30479746 0.396816  ], train_wt_loss:  36.4694, val_wt_loss: 37.2883, train_grp_loss: [11.81128772 13.08065324 10.70890802], val_grp_loss: [12.6842867  12.45893077 12.14426974], train_hist_grp_loss: [2.22890213 2.44147946 5.07973131], cur_train_grp_loss: [0.09448794 0.10464292 0.21420047], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6642, max_kl_dist_index: 0, max_train_grp_loss:  13.0807, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6843, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:31,441 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  12.1565, val_loss:  12.4298, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6646, 0.3094, 0.6573, param: [5.45347079 8.26786918 5.20880872 8.68510961], weights: [0.29687615 0.30356273 0.39956112], train_wt_loss:  36.4696, val_wt_loss: 37.2894, train_grp_loss: [11.81156267 13.08097409 10.70778148], val_grp_loss: [12.68508222 12.45932297 12.14419571], train_hist_grp_loss: [2.32339243 2.54612469 5.29390947], cur_train_grp_loss: [0.0944903  0.10464523 0.21417816], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6646, max_kl_dist_index: 0, max_train_grp_loss:  13.0810, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6851, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:32,438 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  12.1566, val_loss:  12.4302, grad_norm: 0.0059, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6649, 0.3096, 0.6577, param: [5.45389917 8.26643798 5.21169675 8.69023644], weights: [0.29536435 0.30232374 0.40231191], train_wt_loss:  36.4698, val_wt_loss: 37.2905, train_grp_loss: [11.81181761 13.08132716 10.70664384], val_grp_loss: [12.6858613  12.45975185 12.14411456], train_hist_grp_loss: [2.41788493 2.65077248 5.5080651 ], cur_train_grp_loss: [0.0944925  0.10464779 0.21415563], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6649, max_kl_dist_index: 0, max_train_grp_loss:  13.0813, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6859, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:33,446 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  12.1567, val_loss:  12.4305, grad_norm: 0.0062, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6653, 0.3098, 0.6580, param: [5.45431984 8.2650183  5.21459809 8.69542417], weights: [0.29385122 0.30108058 0.4050682 ], train_wt_loss:  36.4700, val_wt_loss: 37.2916, train_grp_loss: [11.81205261 13.08171251 10.7054951 ], val_grp_loss: [12.686624   12.46021749 12.14402636], train_hist_grp_loss: [2.51237947 2.7554231  5.72219798], cur_train_grp_loss: [0.09449454 0.10465062 0.21413288], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6653, max_kl_dist_index: 0, max_train_grp_loss:  13.0817, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6866, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:34,434 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  12.1567, val_loss:  12.4309, grad_norm: 0.0065, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6657, 0.3100, 0.6584, param: [5.45473275 8.26361003 5.2175128  8.70067299], weights: [0.29233685 0.29983335 0.4078298 ], train_wt_loss:  36.4702, val_wt_loss: 37.2928, train_grp_loss: [11.81226773 13.08213025 10.70433529], val_grp_loss: [12.68737037 12.46071999 12.14393116], train_hist_grp_loss: [2.60687589 2.8600768  5.93630788], cur_train_grp_loss: [0.09449642 0.1046537  0.2141099 ], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6657, max_kl_dist_index: 0, max_train_grp_loss:  13.0821, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6874, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:35,431 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  12.1568, val_loss:  12.4313, grad_norm: 0.0068, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6660, 0.3102, 0.6587, param: [5.45513784 8.26221302 5.22044095 8.70598308], weights: [0.29082132 0.29858213 0.41059655], train_wt_loss:  36.4704, val_wt_loss: 37.2940, train_grp_loss: [11.81246306 13.08258044 10.70316444], val_grp_loss: [12.68810047 12.46125946 12.14382902], train_hist_grp_loss: [2.70137403 2.96473384 6.15039458], cur_train_grp_loss: [0.09449814 0.10465704 0.21408671], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6660, max_kl_dist_index: 0, max_train_grp_loss:  13.0826, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6881, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:36,471 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  12.1569, val_loss:  12.4317, grad_norm: 0.0071, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6664, 0.3104, 0.6591, param: [5.45553506 8.26082717 5.22338262 8.71135462], weights: [0.28930471 0.29732701 0.41336828], train_wt_loss:  36.4706, val_wt_loss: 37.2951, train_grp_loss: [11.81263866 13.08306317 10.70198256], val_grp_loss: [12.68881436 12.46183598 12.14372   ], train_hist_grp_loss: [2.79587374 3.06939448 6.36445787], cur_train_grp_loss: [0.0944997  0.10466064 0.21406329], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6664, max_kl_dist_index: 0, max_train_grp_loss:  13.0831, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6888, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:37,453 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  12.1570, val_loss:  12.4321, grad_norm: 0.0074, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6668, 0.3106, 0.6594, param: [5.45592436 8.25945233 5.22633788 8.7167878 ], weights: [0.28778711 0.29606808 0.4161448 ], train_wt_loss:  36.4709, val_wt_loss: 37.2963, train_grp_loss: [11.81279462 13.08357852 10.70078968], val_grp_loss: [12.6895121  12.46244966 12.14360419], train_hist_grp_loss: [2.89037485 3.17405899 6.57849752], cur_train_grp_loss: [0.09450111 0.10466451 0.21403965], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6668, max_kl_dist_index: 0, max_train_grp_loss:  13.0836, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6895, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2140, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:38,471 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  12.1570, val_loss:  12.4325, grad_norm: 0.0078, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6671, 0.3108, 0.6598, param: [5.45630568 8.25808837 5.22930679 8.72228279], weights: [0.28626861 0.29480544 0.41892595], train_wt_loss:  36.4711, val_wt_loss: 37.2975, train_grp_loss: [11.81293101 13.08412656 10.69958583], val_grp_loss: [12.69019376 12.46310057 12.14348163], train_hist_grp_loss: [2.9848772  3.27872762 6.79251332], cur_train_grp_loss: [0.09450236 0.10466863 0.21401579], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6671, max_kl_dist_index: 0, max_train_grp_loss:  13.0841, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6902, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2140, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:39,483 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  12.1571, val_loss:  12.4329, grad_norm: 0.0081, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6675, 0.3110, 0.6602, param: [5.45667895 8.25673516 5.23228942 8.72783977], weights: [0.28474929 0.29353917 0.42171154], train_wt_loss:  36.4714, val_wt_loss: 37.2988, train_grp_loss: [11.81304792 13.08470738 10.69837104], val_grp_loss: [12.6908594  12.46378883 12.14335241], train_hist_grp_loss: [3.07938065 3.38340063 7.00650503], cur_train_grp_loss: [0.09450345 0.10467301 0.21399172], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6675, max_kl_dist_index: 0, max_train_grp_loss:  13.0847, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6909, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2140, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:40,472 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  12.1572, val_loss:  12.4333, grad_norm: 0.0084, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6679, 0.3112, 0.6605, param: [5.45704414 8.25539256 5.23528585 8.7334589 ], weights: [0.28322923 0.29226937 0.4245014 ], train_wt_loss:  36.4717, val_wt_loss: 37.3000, train_grp_loss: [11.81314544 13.08532105 10.69714534], val_grp_loss: [12.69150909 12.46451451 12.14321659], train_hist_grp_loss: [3.17388503 3.48807829 7.22047246], cur_train_grp_loss: [0.09450438 0.10467766 0.21396742], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6679, max_kl_dist_index: 0, max_train_grp_loss:  13.0853, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6915, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2140, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:41,484 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  12.1573, val_loss:  12.4338, grad_norm: 0.0088, live_grad: 0.0000, reward_err: 0.0105, 0.0143, 0.0002, KL_dist: 0.6683, 0.3114, 0.6609, param: [5.45740117 8.25406043 5.23829613 8.73914034], weights: [0.28170852 0.29099614 0.42729534], train_wt_loss:  36.4719, val_wt_loss: 37.3013, train_grp_loss: [11.81322366 13.08596766 10.69590876], val_grp_loss: [12.6921429  12.46527771 12.14307425], train_hist_grp_loss: [3.2683902  3.59276086 7.43441536], cur_train_grp_loss: [0.09450516 0.10468257 0.21394291], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6683, max_kl_dist_index: 0, max_train_grp_loss:  13.0860, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6921, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2139, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:42,483 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  12.1574, val_loss:  12.4342, grad_norm: 0.0091, live_grad: 0.0000, reward_err: 0.0105, 0.0143, 0.0002, KL_dist: 0.6687, 0.3116, 0.6613, param: [5.45775    8.25273863 5.24132033 8.74488427], weights: [0.28018726 0.28971956 0.43009319], train_wt_loss:  36.4722, val_wt_loss: 37.3025, train_grp_loss: [11.81328267 13.08664726 10.69466135], val_grp_loss: [12.6927609  12.46607852 12.14292546], train_hist_grp_loss: [3.36289599 3.6974486  7.64833354], cur_train_grp_loss: [0.09450579 0.10468774 0.21391818], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6687, max_kl_dist_index: 0, max_train_grp_loss:  13.0866, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6928, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2139, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:43,516 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  12.1575, val_loss:  12.4346, grad_norm: 0.0095, live_grad: 0.0000, reward_err: 0.0105, 0.0143, 0.0002, KL_dist: 0.6691, 0.3119, 0.6617, param: [5.45809056 8.25142702 5.2443585  8.75069082], weights: [0.27866552 0.28843973 0.43289476], train_wt_loss:  36.4726, val_wt_loss: 37.3038, train_grp_loss: [11.81332256 13.08735994 10.69340312], val_grp_loss: [12.69336315 12.46691703 12.1427703 ], train_hist_grp_loss: [3.45740225 3.80214177 7.86222676], cur_train_grp_loss: [0.09450626 0.10469318 0.21389323], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6691, max_kl_dist_index: 0, max_train_grp_loss:  13.0874, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6934, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2139, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:44,505 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  12.1576, val_loss:  12.4350, grad_norm: 0.0099, live_grad: 0.0000, reward_err: 0.0105, 0.0143, 0.0002, KL_dist: 0.6695, 0.3121, 0.6621, param: [5.4584228  8.25012546 5.24741071 8.75656016], weights: [0.27714339 0.28715674 0.43569987], train_wt_loss:  36.4729, val_wt_loss: 37.3051, train_grp_loss: [11.81334343 13.08810577 10.69213414], val_grp_loss: [12.69394974 12.46779332 12.14260884], train_hist_grp_loss: [3.55190883 3.90684065 8.07609483], cur_train_grp_loss: [0.09450658 0.10469888 0.21386806], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6695, max_kl_dist_index: 0, max_train_grp_loss:  13.0881, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6939, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2139, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:45,509 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  12.1577, val_loss:  12.4355, grad_norm: 0.0102, live_grad: 0.0000, reward_err: 0.0105, 0.0143, 0.0002, KL_dist: 0.6699, 0.3123, 0.6625, param: [5.45874667 8.24883378 5.25047702 8.76249244], weights: [0.27562097 0.2858707  0.43850833], train_wt_loss:  36.4732, val_wt_loss: 37.3064, train_grp_loss: [11.81334538 13.08888482 10.69085443], val_grp_loss: [12.69452075 12.46870748 12.14244117], train_hist_grp_loss: [3.64641558 4.0115455  8.28993751], cur_train_grp_loss: [0.09450675 0.10470485 0.21384268], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6699, max_kl_dist_index: 0, max_train_grp_loss:  13.0889, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6945, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2138, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:46,515 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  12.1579, val_loss:  12.4359, grad_norm: 0.0106, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6703, 0.3125, 0.6629, param: [5.45906209 8.24755185 5.25355747 8.76848779], weights: [0.27409834 0.28458169 0.44131997], train_wt_loss:  36.4736, val_wt_loss: 37.3078, train_grp_loss: [11.81332852 13.08969716 10.68956404], val_grp_loss: [12.69507624 12.46965959 12.14226737], train_hist_grp_loss: [3.74092234 4.11625658 8.5037546 ], cur_train_grp_loss: [0.09450676 0.10471108 0.21381709], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6703, max_kl_dist_index: 0, max_train_grp_loss:  13.0897, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6951, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2138, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:47,541 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  12.1580, val_loss:  12.4364, grad_norm: 0.0110, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6707, 0.3127, 0.6633, param: [5.45936901 8.24627951 5.25665213 8.77454636], weights: [0.27257559 0.28328982 0.44413459], train_wt_loss:  36.4739, val_wt_loss: 37.3091, train_grp_loss: [11.81329295 13.09054286 10.68826302], val_grp_loss: [12.69561631 12.47064974 12.14208752], train_hist_grp_loss: [3.83542897 4.22097416 8.71754588], cur_train_grp_loss: [0.09450663 0.10471758 0.21379128], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6707, max_kl_dist_index: 0, max_train_grp_loss:  13.0905, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6956, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2138, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:48,526 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  12.1581, val_loss:  12.4368, grad_norm: 0.0114, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6712, 0.3130, 0.6637, param: [5.45966738 8.24501661 5.25976105 8.78066828], weights: [0.27105281 0.28199518 0.44695202], train_wt_loss:  36.4743, val_wt_loss: 37.3105, train_grp_loss: [11.81323878 13.09142199 10.6869514 ], val_grp_loss: [12.69614103 12.47167801 12.14190171], train_hist_grp_loss: [3.92993531 4.3256985  8.93131114], cur_train_grp_loss: [0.09450634 0.10472434 0.21376526], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6712, max_kl_dist_index: 0, max_train_grp_loss:  13.0914, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6961, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2138, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:49,518 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  12.1582, val_loss:  12.4373, grad_norm: 0.0118, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6716, 0.3132, 0.6641, param: [5.45995714 8.24376298 5.26288427 8.78685368], weights: [0.26953008 0.28069786 0.44977205], train_wt_loss:  36.4747, val_wt_loss: 37.3119, train_grp_loss: [11.81316612 13.09233461 10.68562925], val_grp_loss: [12.69665049 12.47274448 12.14171002], train_hist_grp_loss: [4.02444122 4.43042987 9.14505017], cur_train_grp_loss: [0.09450591 0.10473138 0.21373903], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6716, max_kl_dist_index: 0, max_train_grp_loss:  13.0923, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6967, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2137, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:50,525 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  12.1584, val_loss:  12.4378, grad_norm: 0.0121, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6720, 0.3134, 0.6646, param: [5.46023823 8.24251848 5.26602185 8.79310269], weights: [0.26800751 0.27939797 0.45259452], train_wt_loss:  36.4751, val_wt_loss: 37.3133, train_grp_loss: [11.81307508 13.09328078 10.68429662], val_grp_loss: [12.69714477 12.47384922 12.14151255], train_hist_grp_loss: [4.11894655 4.53516855 9.35876275], cur_train_grp_loss: [0.09450533 0.10473868 0.21371259], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6720, max_kl_dist_index: 0, max_train_grp_loss:  13.0933, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6971, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2137, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:51,528 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  12.1585, val_loss:  12.4382, grad_norm: 0.0125, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6724, 0.3137, 0.6650, param: [5.46051058 8.24128293 5.26917383 8.79941542], weights: [0.26648517 0.27809561 0.45541922], train_wt_loss:  36.4755, val_wt_loss: 37.3147, train_grp_loss: [11.81296579 13.09426058 10.68295355], val_grp_loss: [12.69762396 12.47499233 12.14130937], train_hist_grp_loss: [4.21345115 4.6399148  9.57244869], cur_train_grp_loss: [0.0945046  0.10474625 0.21368593], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6724, max_kl_dist_index: 0, max_train_grp_loss:  13.0943, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6976, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2137, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:52,539 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  12.1586, val_loss:  12.4387, grad_norm: 0.0130, live_grad: 0.0000, reward_err: 0.0102, 0.0143, 0.0001, KL_dist: 0.6729, 0.3139, 0.6654, param: [5.46077414 8.24005618 5.27234025 8.80579201], weights: [0.26496316 0.27679086 0.45824597], train_wt_loss:  36.4759, val_wt_loss: 37.3161, train_grp_loss: [11.81283836 13.09527405 10.6816001 ], val_grp_loss: [12.69808815 12.47617386 12.1411006 ], train_hist_grp_loss: [4.30795488 4.74466888 9.78610776], cur_train_grp_loss: [0.09450373 0.10475408 0.21365907], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.6729, max_kl_dist_index: 0, max_train_grp_loss:  13.0953, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6981, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2137, max_cur_train_grp_loss_index: 2, 
