2024-10-07 17:28:16,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2022
2024-10-07 17:28:16,327 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:28:16,328 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:28:16,415 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:28:16,416 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:28:16,417 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:28:16,625 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:28:16,849 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:28:18,047 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2626, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3482, 0.6813, param: [4.14843583 9.52724086 4.95510366 8.8621961 ], weights: [0.33003072 0.33042461 0.33954466], train_wt_loss:  40.3003, val_wt_loss: 36.7878, train_grp_loss: [11.73152113 15.90071696 11.15160157], val_grp_loss: [10.61699614 14.91775387 11.26897761], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 2, max_train_grp_loss:  15.9007, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9178, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:40,410 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  13.4336, val_loss:  12.2612, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6513, 0.3474, 0.6809, param: [4.14697571 9.47618804 4.98537568 8.89556693], weights: [0.28786487 0.30680539 0.40532975], train_wt_loss:  40.3007, val_wt_loss: 36.7836, train_grp_loss: [11.75661356 15.8745293  11.15820333], val_grp_loss: [10.63437557 14.88511421 11.27984625], train_hist_grp_loss: [2.25633851 2.89356332 5.67843624], cur_train_grp_loss: [0.09480676 0.1230626  0.23740737], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6809, max_kl_dist_index: 2, max_train_grp_loss:  15.8745, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8851, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:41,414 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  13.4336, val_loss:  12.2612, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6514, 0.3475, 0.6809, param: [4.14663245 9.47445656 4.98653699 8.89772949], weights: [0.28595209 0.30562885 0.40841906], train_wt_loss:  40.3007, val_wt_loss: 36.7837, train_grp_loss: [11.75713341 15.87404505 11.15823651], val_grp_loss: [10.6346193  14.88468938 11.28013397], train_hist_grp_loss: [2.35114991 3.01662169 5.91584482], cur_train_grp_loss: [0.0948114  0.12305837 0.23740858], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6809, max_kl_dist_index: 2, max_train_grp_loss:  15.8740, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8847, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:42,407 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  13.4336, val_loss:  12.2613, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6514, 0.3475, 0.6810, param: [4.14626474 9.47277652 4.98767867 8.89994935], weights: [0.28404055 0.30444428 0.41151517], train_wt_loss:  40.3008, val_wt_loss: 36.7839, train_grp_loss: [11.75759802 15.87362318 11.15824591], val_grp_loss: [10.6348146  14.88435827 11.28040326], train_hist_grp_loss: [2.4459655  3.1396763  6.15325411], cur_train_grp_loss: [0.09481559 0.12305461 0.23740929], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6810, max_kl_dist_index: 2, max_train_grp_loss:  15.8736, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8844, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:43,453 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  13.4336, val_loss:  12.2613, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6515, 0.3475, 0.6810, param: [4.14587255 9.47114788 4.98880059 8.90222659], weights: [0.28213037 0.30325182 0.41461781], train_wt_loss:  40.3008, val_wt_loss: 36.7840, train_grp_loss: [11.75800728 15.8732638  11.15823151], val_grp_loss: [10.63496137 14.88412103 11.28065407], train_hist_grp_loss: [2.54078484 3.26272764 6.3906636 ], cur_train_grp_loss: [0.09481934 0.12305134 0.23740949], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6810, max_kl_dist_index: 2, max_train_grp_loss:  15.8733, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8841, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:44,444 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  13.4336, val_loss:  12.2614, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6516, 0.3475, 0.6811, param: [4.14545583 9.46957063 4.98990263 8.90456131], weights: [0.28022167 0.30205159 0.41772674], train_wt_loss:  40.3008, val_wt_loss: 36.7842, train_grp_loss: [11.75836108 15.87296701 11.15819327], val_grp_loss: [10.63505956 14.88397784 11.28088638], train_hist_grp_loss: [2.63560748 3.3857762  6.62807278], cur_train_grp_loss: [0.09482264 0.12304856 0.23740918], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6811, max_kl_dist_index: 2, max_train_grp_loss:  15.8730, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8840, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:45,425 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  13.4336, val_loss:  12.2615, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6517, 0.3476, 0.6812, param: [4.14501455 9.46804474 4.99098464 8.90695356], weights: [0.27831456 0.30084372 0.42084172], train_wt_loss:  40.3009, val_wt_loss: 36.7844, train_grp_loss: [11.75865933 15.87273289 11.15813116], val_grp_loss: [10.6351091  14.88392883 11.28110015], train_hist_grp_loss: [2.73043297 3.50882245 6.86548114], cur_train_grp_loss: [0.09482549 0.12304626 0.23740837], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6812, max_kl_dist_index: 2, max_train_grp_loss:  15.8727, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8839, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:46,457 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  13.4336, val_loss:  12.2616, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6518, 0.3476, 0.6813, param: [4.14454868 9.46657017 4.99204652 8.9094034 ], weights: [0.27640917 0.29962834 0.42396249], train_wt_loss:  40.3009, val_wt_loss: 36.7847, train_grp_loss: [11.75890195 15.87256153 11.15804515], val_grp_loss: [10.63510995 14.88397415 11.28129537], train_hist_grp_loss: [2.82526087 3.63186689 7.10288819], cur_train_grp_loss: [0.0948279  0.12304444 0.23740705], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 2, max_train_grp_loss:  15.8726, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8840, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:47,464 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  13.4337, val_loss:  12.2616, grad_norm: 0.0034, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6519, 0.3476, 0.6814, param: [4.14405817 9.46514687 4.99308812 8.9119109 ], weights: [0.27450561 0.29840559 0.4270888 ], train_wt_loss:  40.3010, val_wt_loss: 36.7849, train_grp_loss: [11.75908884 15.87245302 11.15793523], val_grp_loss: [10.63506206 14.88411394 11.28147202], train_hist_grp_loss: [2.92009072 3.75491001 7.34029341], cur_train_grp_loss: [0.09482985 0.12304311 0.23740522], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6814, max_kl_dist_index: 2, max_train_grp_loss:  15.8725, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8841, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:48,449 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  13.4337, val_loss:  12.2617, grad_norm: 0.0035, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6520, 0.3477, 0.6815, param: [4.14354299 9.46377478 4.99410931 8.91447608], weights: [0.272604   0.2971756  0.43022039], train_wt_loss:  40.3010, val_wt_loss: 36.7852, train_grp_loss: [11.75921996 15.87240745 11.15780138], val_grp_loss: [10.6349654  14.88434834 11.28163008], train_hist_grp_loss: [3.01492208 3.87795228 7.57769628], cur_train_grp_loss: [0.09483136 0.12304227 0.23740288], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6815, max_kl_dist_index: 2, max_train_grp_loss:  15.8724, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8843, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:49,429 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  13.4337, val_loss:  12.2619, grad_norm: 0.0036, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6521, 0.3477, 0.6816, param: [4.14300311 9.46245386 4.99510998 8.91709897], weights: [0.27070447 0.29593851 0.43335702], train_wt_loss:  40.3010, val_wt_loss: 36.7856, train_grp_loss: [11.75929522 15.87242488 11.1576436 ], val_grp_loss: [10.63481994 14.88467745 11.28176954], train_hist_grp_loss: [3.1097545  4.0009942  7.81509631], cur_train_grp_loss: [0.09483242 0.12304192 0.23740003], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6816, max_kl_dist_index: 2, max_train_grp_loss:  15.8724, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8847, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:50,417 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  13.4337, val_loss:  12.2620, grad_norm: 0.0037, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6522, 0.3478, 0.6817, param: [4.14243849 9.46118403 4.99608998 8.9197796 ], weights: [0.26880714 0.29469445 0.43649841], train_wt_loss:  40.3011, val_wt_loss: 36.7859, train_grp_loss: [11.75931458 15.8725054  11.15746187], val_grp_loss: [10.63462566 14.8851014  11.2818904 ], train_hist_grp_loss: [3.20458753 4.12403625 8.05249299], cur_train_grp_loss: [0.09483303 0.12304205 0.23739667], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6817, max_kl_dist_index: 2, max_train_grp_loss:  15.8725, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8851, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:51,397 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  13.4337, val_loss:  12.2621, grad_norm: 0.0038, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6523, 0.3478, 0.6818, param: [4.14184911 9.45996521 4.99704919 8.92251797], weights: [0.26691213 0.29344356 0.43964431], train_wt_loss:  40.3011, val_wt_loss: 36.7863, train_grp_loss: [11.75927799 15.87264906 11.1572562 ], val_grp_loss: [10.63438255 14.88562029 11.28199266], train_hist_grp_loss: [3.29942071 4.24707893 8.28988579], cur_train_grp_loss: [0.09483318 0.12304268 0.23739281], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6818, max_kl_dist_index: 2, max_train_grp_loss:  15.8726, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8856, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:52,397 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  13.4337, val_loss:  12.2622, grad_norm: 0.0039, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6524, 0.3479, 0.6820, param: [4.14123492 9.45879733 4.99798748 8.92531408], weights: [0.26501956 0.29218599 0.44279446], train_wt_loss:  40.3012, val_wt_loss: 36.7867, train_grp_loss: [11.75918542 15.87285593 11.1570266 ], val_grp_loss: [10.63409062 14.88623422 11.28207632], train_hist_grp_loss: [3.3942536  4.37012272 8.52727422], cur_train_grp_loss: [0.09483289 0.12304379 0.23738843], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6820, max_kl_dist_index: 2, max_train_grp_loss:  15.8729, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8862, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:53,383 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  13.4337, val_loss:  12.2624, grad_norm: 0.0040, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6525, 0.3479, 0.6821, param: [4.14059591 9.45768029 4.99890471 8.92816791], weights: [0.26312955 0.29092186 0.44594859], train_wt_loss:  40.3012, val_wt_loss: 36.7871, train_grp_loss: [11.75903685 15.87312607 11.15677308], val_grp_loss: [10.63374986 14.88694327 11.2821414 ], train_hist_grp_loss: [3.48908574 4.49316811 8.76465777], cur_train_grp_loss: [0.09483214 0.12304539 0.23738354], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6821, max_kl_dist_index: 2, max_train_grp_loss:  15.8731, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8869, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:54,363 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  13.4338, val_loss:  12.2625, grad_norm: 0.0041, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6526, 0.3480, 0.6822, param: [4.13993204 9.456614   4.99980075 8.93107945], weights: [0.26124222 0.28965133 0.44910645], train_wt_loss:  40.3013, val_wt_loss: 36.7876, train_grp_loss: [11.75883224 15.87345954 11.15649565], val_grp_loss: [10.63336029 14.88774753 11.28218791], train_hist_grp_loss: [3.58391668 4.6162156  9.00203592], cur_train_grp_loss: [0.09483094 0.12304749 0.23737815], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6822, max_kl_dist_index: 2, max_train_grp_loss:  15.8735, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:55,373 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  13.4338, val_loss:  12.2627, grad_norm: 0.0041, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6528, 0.3481, 0.6824, param: [4.13924329 9.45559834 5.00067547 8.93404867], weights: [0.2593577  0.28837455 0.45226776], train_wt_loss:  40.3013, val_wt_loss: 36.7881, train_grp_loss: [11.7585716  15.87385638 11.15619435], val_grp_loss: [10.63292193 14.88864708 11.28221586], train_hist_grp_loss: [3.67874597 4.73926568 9.23940816], cur_train_grp_loss: [0.09482929 0.12305007 0.23737225], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6824, max_kl_dist_index: 2, max_train_grp_loss:  15.8739, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8886, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:56,358 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  13.4338, val_loss:  12.2629, grad_norm: 0.0042, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6529, 0.3482, 0.6826, param: [4.13852963 9.45463322 5.00152874 8.9370755 ], weights: [0.2574761  0.28709164 0.45543226], train_wt_loss:  40.3014, val_wt_loss: 36.7886, train_grp_loss: [11.75825492 15.87431663 11.15586919], val_grp_loss: [10.63243482 14.88964197 11.28222529], train_hist_grp_loss: [3.77357316 4.86231883 9.476774  ], cur_train_grp_loss: [0.09482719 0.12305315 0.23736584], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6826, max_kl_dist_index: 2, max_train_grp_loss:  15.8743, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8896, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:57,376 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  13.4338, val_loss:  12.2630, grad_norm: 0.0043, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6530, 0.3482, 0.6827, param: [4.13779104 9.4537185  5.00236043 8.94015991], weights: [0.25559756 0.28580276 0.45859968], train_wt_loss:  40.3014, val_wt_loss: 36.7891, train_grp_loss: [11.75788221 15.87484035 11.15552022], val_grp_loss: [10.63189899 14.89073226 11.28221621], train_hist_grp_loss: [3.8683978  4.98537555 9.71413292], cur_train_grp_loss: [0.09482464 0.12305672 0.23735892], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6827, max_kl_dist_index: 2, max_train_grp_loss:  15.8748, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8907, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:58,358 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  13.4338, val_loss:  12.2632, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6532, 0.3483, 0.6829, param: [4.13702749 9.45285405 5.0031704  8.94330181], weights: [0.25372218 0.28450806 0.46176975], train_wt_loss:  40.3015, val_wt_loss: 36.7897, train_grp_loss: [11.75745349 15.87542755 11.15514746], val_grp_loss: [10.63131449 14.89191799 11.28218867], train_hist_grp_loss: [3.96321943 5.10843632 9.95148441], cur_train_grp_loss: [0.09482163 0.12306078 0.23735149], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6829, max_kl_dist_index: 2, max_train_grp_loss:  15.8754, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8919, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:28:59,350 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  13.4338, val_loss:  12.2634, grad_norm: 0.0045, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6533, 0.3484, 0.6831, param: [4.13623897 9.45203975 5.00395852 8.94650114], weights: [0.2518501  0.28320768 0.46494221], train_wt_loss:  40.3015, val_wt_loss: 36.7903, train_grp_loss: [11.75696878 15.87607827 11.15475098], val_grp_loss: [10.63068138 14.89319921 11.2821427 ], train_hist_grp_loss: [ 4.0580376   5.23150165 10.18882798], cur_train_grp_loss: [0.09481817 0.12306533 0.23734356], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6831, max_kl_dist_index: 2, max_train_grp_loss:  15.8761, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8932, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:00,340 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  13.4339, val_loss:  12.2636, grad_norm: 0.0046, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6535, 0.3485, 0.6832, param: [4.13542545 9.45127545 5.00472466 8.94975781], weights: [0.24998144 0.28190178 0.46811678], train_wt_loss:  40.3016, val_wt_loss: 36.7909, train_grp_loss: [11.75642813 15.87679253 11.15433081], val_grp_loss: [10.62999973 14.89457594 11.28207835], train_hist_grp_loss: [ 4.15285187  5.35457203 10.4261631 ], cur_train_grp_loss: [0.09481426 0.12307037 0.23733513], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6832, max_kl_dist_index: 2, max_train_grp_loss:  15.8768, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8946, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:01,372 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  13.4339, val_loss:  12.2639, grad_norm: 0.0047, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6536, 0.3486, 0.6834, param: [4.13458692 9.450561   5.00546869 8.95307171], weights: [0.24811632 0.28059049 0.4712932 ], train_wt_loss:  40.3016, val_wt_loss: 36.7916, train_grp_loss: [11.75583157 15.87757036 11.15388702], val_grp_loss: [10.6292696  14.89604821 11.28199565], train_hist_grp_loss: [ 4.24766177  5.47764794 10.66348929], cur_train_grp_loss: [0.0948099  0.12307591 0.23732619], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6834, max_kl_dist_index: 2, max_train_grp_loss:  15.8776, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8960, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:02,375 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  13.4339, val_loss:  12.2641, grad_norm: 0.0048, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6538, 0.3487, 0.6836, param: [4.13372335 9.44989624 5.00619048 8.95644273], weights: [0.24625485 0.27927397 0.47447118], train_wt_loss:  40.3017, val_wt_loss: 36.7922, train_grp_loss: [11.75517917 15.87841176 11.15341966], val_grp_loss: [10.62849109 14.89761601 11.28189467], train_hist_grp_loss: [ 4.34246686  5.60072988 10.90080604], cur_train_grp_loss: [0.09480509 0.12308194 0.23731675], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6836, max_kl_dist_index: 2, max_train_grp_loss:  15.8784, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8976, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
