2024-10-07 01:39:12,886 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.2,0.1,0.03,2023
2024-10-07 01:39:12,888 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 01:39:12,888 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:39:12,979 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 01:39:12,980 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:39:12,981 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 01:39:13,196 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 01:39:13,426 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:39:14,692 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2165, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6776, param: [ 4.89977817  6.97905177  5.6749584  10.23406352], weights: [0.33255593 0.33266631 0.33477776], train_wt_loss:  37.8784, val_wt_loss: 36.6496, train_grp_loss: [11.4469374  13.75171834 13.00553536], val_grp_loss: [12.59509381 12.82781215 11.22483468], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6776, max_kl_dist_index: 2, max_train_grp_loss:  13.7517, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8278, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:04,448 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  12.6264, val_loss:  12.2222, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.88863638  6.91892979  5.71598049 10.23350772], weights: [0.3011699  0.31330627 0.38552383], train_wt_loss:  37.8791, val_wt_loss: 36.6665, train_grp_loss: [11.48056666 13.7144101  13.00821221], val_grp_loss: [12.62936993 12.79355284 11.24181145], train_hist_grp_loss: [ 4.36733917  5.68422826 12.59828797], cur_train_grp_loss: [0.08830782 0.11525205 0.25506277], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7144, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7936, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:05,464 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  12.6264, val_loss:  12.2223, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.88831828  6.91774626  5.71680495 10.23376276], weights: [0.30051277 0.31287538 0.38661185], train_wt_loss:  37.8791, val_wt_loss: 36.6668, train_grp_loss: [11.48111003 13.71383494 13.00822126], val_grp_loss: [12.62994036 12.79308311 11.24209662], train_hist_grp_loss: [ 4.45565122  5.79947541 12.85335095], cur_train_grp_loss: [0.08831205 0.11524714 0.25506298], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7138, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7931, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:06,483 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  12.6264, val_loss:  12.2224, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6755, param: [ 4.88799657  6.91656551  5.71762813 10.2340291 ], weights: [0.29985558 0.31244344 0.38770098], train_wt_loss:  37.8791, val_wt_loss: 36.6672, train_grp_loss: [11.48164676 13.71326825 13.00822832], val_grp_loss: [12.63050472 12.79262365 11.24237889], train_hist_grp_loss: [ 4.54396745  5.91471772 13.10841411], cur_train_grp_loss: [0.08831623 0.11524231 0.25506316], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7133, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7926, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:07,547 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  12.6264, val_loss:  12.2225, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6755, param: [ 4.88767123  6.91538752  5.71845003 10.23430679], weights: [0.29919835 0.31201047 0.38879119], train_wt_loss:  37.8792, val_wt_loss: 36.6676, train_grp_loss: [11.48217683 13.71271003 13.00823338], val_grp_loss: [12.63106298 12.79217446 11.24265822], train_hist_grp_loss: [ 4.63228781  6.02995527 13.36347742], cur_train_grp_loss: [0.08832036 0.11523755 0.2550633 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7127, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7922, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:08,554 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.6264, val_loss:  12.2227, grad_norm: 0.0033, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6755, param: [ 4.88734227  6.9142123   5.71927064 10.23459584], weights: [0.29854106 0.31157646 0.38988248], train_wt_loss:  37.8792, val_wt_loss: 36.6680, train_grp_loss: [11.48270023 13.71216032 13.00823644], val_grp_loss: [12.63161513 12.79173557 11.24293464], train_hist_grp_loss: [ 4.72061225  6.14518812 13.61854081], cur_train_grp_loss: [0.08832444 0.11523286 0.2550634 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7122, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7917, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:09,560 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.6264, val_loss:  12.2228, grad_norm: 0.0034, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6755, param: [ 4.88700968  6.91303984  5.72008995 10.23489628], weights: [0.29788374 0.31114143 0.39097483], train_wt_loss:  37.8792, val_wt_loss: 36.6684, train_grp_loss: [11.48321695 13.71161911 13.00823749], val_grp_loss: [12.63216116 12.79130699 11.24320811], train_hist_grp_loss: [ 4.80894071  6.26041636 13.87360427], cur_train_grp_loss: [0.08832846 0.11522824 0.25506346], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7116, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7913, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:10,561 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.6264, val_loss:  12.2229, grad_norm: 0.0034, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.88667345  6.91187015  5.72090798 10.23520813], weights: [0.29722638 0.31070537 0.39206825], train_wt_loss:  37.8792, val_wt_loss: 36.6688, train_grp_loss: [11.48372696 13.71108642 13.00823653], val_grp_loss: [12.63270107 12.79088875 11.24347865], train_hist_grp_loss: [ 4.89727315  6.37564005 14.12866775], cur_train_grp_loss: [0.08833244 0.11522369 0.25506348], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7111, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7909, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:11,605 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.6264, val_loss:  12.2231, grad_norm: 0.0035, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.88633357  6.9107032   5.7217247  10.23553143], weights: [0.296569   0.31026829 0.39316271], train_wt_loss:  37.8793, val_wt_loss: 36.6692, train_grp_loss: [11.48423027 13.71056227 13.00823354], val_grp_loss: [12.63323483 12.79048085 11.24374623], train_hist_grp_loss: [ 4.98560951  6.49085927 14.38373122], cur_train_grp_loss: [0.08833636 0.11521921 0.25506346], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7106, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7905, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:12,615 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.6264, val_loss:  12.2232, grad_norm: 0.0036, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.88599005  6.90953901  5.72254012 10.23586619], weights: [0.29591158 0.30983021 0.39425821], train_wt_loss:  37.8793, val_wt_loss: 36.6696, train_grp_loss: [11.48472685 13.71004667 13.00822854], val_grp_loss: [12.63376244 12.79008333 11.24401086], train_hist_grp_loss: [ 5.07394974  6.60607407 14.63879462], cur_train_grp_loss: [0.08834023 0.11521481 0.2550634 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7100, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7901, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:13,670 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.6264, val_loss:  12.2233, grad_norm: 0.0036, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.88564286  6.90837757  5.72335424 10.23621246], weights: [0.29525415 0.30939112 0.39535474], train_wt_loss:  37.8793, val_wt_loss: 36.6700, train_grp_loss: [11.4852167  13.70953964 13.00822151], val_grp_loss: [12.63428387 12.7896962  11.24427253], train_hist_grp_loss: [ 5.1622938   6.72128455 14.89385792], cur_train_grp_loss: [0.08834405 0.11521048 0.2550633 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7095, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7897, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:14,676 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.6265, val_loss:  12.2234, grad_norm: 0.0037, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.88529202  6.90721887  5.72416705 10.23657024], weights: [0.2945967  0.30895102 0.39645228], train_wt_loss:  37.8794, val_wt_loss: 36.6703, train_grp_loss: [11.48569979 13.70904118 13.00821244], val_grp_loss: [12.63479913 12.78931948 11.24453124], train_hist_grp_loss: [ 5.25064162  6.83649077 15.14892109], cur_train_grp_loss: [0.08834782 0.11520622 0.25506317], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7090, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7893, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:15,697 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.6265, val_loss:  12.2236, grad_norm: 0.0038, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6754, param: [ 4.8849375   6.90606291  5.72497854 10.23693956], weights: [0.29393924 0.30850994 0.39755083], train_wt_loss:  37.8794, val_wt_loss: 36.6707, train_grp_loss: [11.48617613 13.70855131 13.00820134], val_grp_loss: [12.63530819 12.78895318 11.24478697], train_hist_grp_loss: [ 5.33899315  6.95169279 15.40398408], cur_train_grp_loss: [0.08835154 0.11520203 0.25506299], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7086, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7890, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:16,725 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.6265, val_loss:  12.2237, grad_norm: 0.0038, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.8845793   6.90490969  5.72578872 10.23732046], weights: [0.29328177 0.30806786 0.39865037], train_wt_loss:  37.8794, val_wt_loss: 36.6711, train_grp_loss: [11.48664568 13.70807005 13.00818819], val_grp_loss: [12.63581104 12.78859734 11.24503972], train_hist_grp_loss: [ 5.42734836  7.0668907  15.65904685], cur_train_grp_loss: [0.0883552  0.11519791 0.25506277], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7081, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7886, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:17,751 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.6265, val_loss:  12.2238, grad_norm: 0.0039, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88421743  6.90375919  5.72659758 10.23771296], weights: [0.2926243 0.3076248 0.3997509], train_wt_loss:  37.8795, val_wt_loss: 36.6715, train_grp_loss: [11.48710845 13.70759741 13.008173  ], val_grp_loss: [12.63630768 12.78825195 11.24528948], train_hist_grp_loss: [ 5.51570717  7.18208457 15.91410936], cur_train_grp_loss: [0.08835881 0.11519387 0.25506251], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7076, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7883, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:18,725 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.6265, val_loss:  12.2240, grad_norm: 0.0040, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88385186  6.90261143  5.72740512 10.23811708], weights: [0.29196684 0.30718076 0.4008524 ], train_wt_loss:  37.8795, val_wt_loss: 36.6719, train_grp_loss: [11.48756441 13.7071334  13.00815575], val_grp_loss: [12.63679809 12.78791705 11.24553625], train_hist_grp_loss: [ 5.60406954  7.29727446 16.16917158], cur_train_grp_loss: [0.08836237 0.11518989 0.25506222], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7071, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7879, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:19,758 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.6265, val_loss:  12.2241, grad_norm: 0.0040, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.8834826   6.90146639  5.72821133 10.23853285], weights: [0.29130938 0.30673575 0.40195487], train_wt_loss:  37.8795, val_wt_loss: 36.6723, train_grp_loss: [11.48801357 13.70667804 13.00813645], val_grp_loss: [12.63728225 12.78759266 11.24578002], train_hist_grp_loss: [ 5.69243542  7.41246046 16.42423346], cur_train_grp_loss: [0.08836588 0.11518599 0.25506188], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7067, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7876, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:20,769 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.6265, val_loss:  12.2243, grad_norm: 0.0041, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88310963  6.90032407  5.72901621 10.2389603 ], weights: [0.29065194 0.30628977 0.40305829], train_wt_loss:  37.8795, val_wt_loss: 36.6728, train_grp_loss: [11.48845589 13.70623134 13.00811508], val_grp_loss: [12.63776016 12.78727879 11.24602079], train_hist_grp_loss: [ 5.78080476  7.52764263 16.67929496], cur_train_grp_loss: [0.08836934 0.11518217 0.2550615 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7062, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7873, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:21,824 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.6265, val_loss:  12.2244, grad_norm: 0.0042, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88273296  6.89918446  5.72981975 10.23939945], weights: [0.28999452 0.30584283 0.40416265], train_wt_loss:  37.8796, val_wt_loss: 36.6732, train_grp_loss: [11.48889137 13.70579331 13.00809165], val_grp_loss: [12.63823179 12.78697546 11.24625855], train_hist_grp_loss: [ 5.86917749  7.64282104 16.93435604], cur_train_grp_loss: [0.08837274 0.11517841 0.25506108], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7058, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7870, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:22,840 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.6265, val_loss:  12.2245, grad_norm: 0.0042, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88235257  6.89804757  5.73062196 10.23985033], weights: [0.28933713 0.30539493 0.40526794], train_wt_loss:  37.8796, val_wt_loss: 36.6736, train_grp_loss: [11.48932    13.70536398 13.00806615], val_grp_loss: [12.63869715 12.78668269 11.24649329], train_hist_grp_loss: [ 5.95755358  7.75799577 17.18941666], cur_train_grp_loss: [0.08837609 0.11517473 0.25506062], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7054, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7867, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:23,880 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.6265, val_loss:  12.2247, grad_norm: 0.0043, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88196846  6.89691338  5.73142282 10.24031296], weights: [0.28867976 0.30494609 0.40637415], train_wt_loss:  37.8796, val_wt_loss: 36.6740, train_grp_loss: [11.48974177 13.70494335 13.00803856], val_grp_loss: [12.63915622 12.78640051 11.24672501], train_hist_grp_loss: [ 6.04593297  7.8731669  17.44447678], cur_train_grp_loss: [0.08837938 0.11517113 0.25506012], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7049, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7864, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:24,920 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  12.6266, val_loss:  12.2248, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6752, param: [ 4.88158062  6.89578189  5.73222234 10.24078737], weights: [0.28802243 0.3044963  0.40748127], train_wt_loss:  37.8797, val_wt_loss: 36.6744, train_grp_loss: [11.49015665 13.70453143 13.0080089 ], val_grp_loss: [12.63960898 12.78612892 11.24695369], train_hist_grp_loss: [ 6.13431559  7.98833449 17.69953636], cur_train_grp_loss: [0.08838263 0.11516759 0.25505958], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7045, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7861, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:25,935 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  12.6266, val_loss:  12.2249, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6752, param: [ 4.88118905  6.8946531   5.7330205  10.24127359], weights: [0.28736514 0.30404557 0.4085893 ], train_wt_loss:  37.8797, val_wt_loss: 36.6748, train_grp_loss: [11.49056465 13.70412825 13.00797716], val_grp_loss: [12.64005542 12.78586795 11.24717935], train_hist_grp_loss: [ 6.22270142  8.10349862 17.95459535], cur_train_grp_loss: [0.08838582 0.11516413 0.255059  ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7041, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7859, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:40:26,949 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  12.6266, val_loss:  12.2251, grad_norm: 0.0045, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6752, param: [ 4.88079373  6.893527    5.73381732 10.24177163], weights: [0.28670789 0.3035939  0.4096982 ], train_wt_loss:  37.8797, val_wt_loss: 36.6752, train_grp_loss: [11.49096574 13.70373382 13.00794332], val_grp_loss: [12.64049554 12.78561762 11.24740196], train_hist_grp_loss: [ 6.31109037  8.21865936 18.20965373], cur_train_grp_loss: [0.08838896 0.11516074 0.25505838], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7037, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7856, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
