2024-10-07 17:30:04,332 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2023
2024-10-07 17:30:04,334 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 17:30:04,334 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:30:04,424 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 17:30:04,424 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:30:04,425 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 17:30:04,635 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 17:30:04,863 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:30:06,058 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2168, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6770, 0.3239, 0.6779, param: [ 4.897829    6.97796199  5.67603919 10.23833146], weights: [0.33073691 0.33110299 0.3381601 ], train_wt_loss:  37.8784, val_wt_loss: 36.6505, train_grp_loss: [11.44552015 13.75359224 13.00478332], val_grp_loss: [12.59390297 12.83047537 11.22426656], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6779, max_kl_dist_index: 2, max_train_grp_loss:  13.7536, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8305, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:28,486 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  12.6266, val_loss:  12.2259, grad_norm: 0.0046, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3236, 0.6755, param: [ 4.87680445  6.88885565  5.73749023 10.24985204], weights: [0.28261255 0.30032311 0.41706433], train_wt_loss:  37.8799, val_wt_loss: 36.6778, train_grp_loss: [11.48978175 13.70568119 13.00670251], val_grp_loss: [12.63977085 12.78919708 11.24709053], train_hist_grp_loss: [2.07525496 2.68307545 5.96689095], cur_train_grp_loss: [0.08837345 0.11518373 0.25503625], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.7057, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7892, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:29,475 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  12.6267, val_loss:  12.2264, grad_norm: 0.0049, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3236, 0.6755, param: [ 4.87538264  6.88515765  5.74011639 10.25183729], weights: [0.28042126 0.29879392 0.42078483], train_wt_loss:  37.8800, val_wt_loss: 36.6792, train_grp_loss: [11.49093716 13.70459676 13.00653273], val_grp_loss: [12.6410717  12.78864626 11.247753  ], train_hist_grp_loss: [2.16363789 2.79824925 6.22192433], cur_train_grp_loss: [0.08838294 0.11517379 0.25503338], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.7046, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7886, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:30,465 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  12.6267, val_loss:  12.2269, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6763, 0.3237, 0.6755, param: [ 4.87391841  6.88148904  5.74272694 10.25395732], weights: [0.27823112 0.29725505 0.42451383], train_wt_loss:  37.8801, val_wt_loss: 36.6806, train_grp_loss: [11.49201428 13.70361155 13.00633917], val_grp_loss: [12.6423007  12.78821633 11.24838104], train_hist_grp_loss: [2.25202972 2.91341392 6.47695438], cur_train_grp_loss: [0.08839182 0.11516468 0.25503005], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6763, max_kl_dist_index: 0, max_train_grp_loss:  13.7036, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7882, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:31,451 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  12.6268, val_loss:  12.2273, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6763, 0.3237, 0.6756, param: [ 4.87241151  6.87784961  5.74532173 10.25621306], weights: [0.27604233 0.29570675 0.42825092], train_wt_loss:  37.8803, val_wt_loss: 36.6820, train_grp_loss: [11.49301268 13.70272609 13.00612166], val_grp_loss: [12.64345743 12.78790803 11.24897445], train_hist_grp_loss: [2.34042983 3.02857032 6.73198064], cur_train_grp_loss: [0.08840011 0.1151564  0.25502626], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6763, max_kl_dist_index: 0, max_train_grp_loss:  13.7027, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7879, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:32,438 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  12.6268, val_loss:  12.2278, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6764, 0.3237, 0.6756, param: [ 4.87086169  6.87423915  5.74790058 10.25860547], weights: [0.27385509 0.29414924 0.43199568], train_wt_loss:  37.8804, val_wt_loss: 36.6835, train_grp_loss: [11.49393191 13.70194092 13.00588006], val_grp_loss: [12.64454146 12.78772211 11.24953306], train_hist_grp_loss: [2.42883762 3.14371928 6.98700263], cur_train_grp_loss: [0.08840779 0.11514896 0.25502199], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6764, max_kl_dist_index: 0, max_train_grp_loss:  13.7019, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:33,435 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  12.6269, val_loss:  12.2283, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6764, 0.3238, 0.6756, param: [ 4.86926873  6.87065742  5.75046335 10.26113551], weights: [0.27166959 0.29258274 0.43574767], train_wt_loss:  37.8806, val_wt_loss: 36.6849, train_grp_loss: [11.49477156 13.70125661 13.00561418], val_grp_loss: [12.64555238 12.78765931 11.25005669], train_hist_grp_loss: [2.51725248 3.25886164 7.24201989], cur_train_grp_loss: [0.08841486 0.11514236 0.25501726], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6764, max_kl_dist_index: 0, max_train_grp_loss:  13.7013, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:34,434 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  12.6269, val_loss:  12.2288, grad_norm: 0.0060, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6765, 0.3238, 0.6757, param: [ 4.86763236  6.86710418  5.75300986 10.2638041 ], weights: [0.26948604 0.2910075  0.43950646], train_wt_loss:  37.8807, val_wt_loss: 36.6864, train_grp_loss: [11.49553119 13.70067369 13.00532389], val_grp_loss: [12.64648976 12.78772037 11.25054517], train_hist_grp_loss: [2.6056738  3.37399825 7.49703193], cur_train_grp_loss: [0.08842132 0.11513661 0.25501204], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6765, max_kl_dist_index: 0, max_train_grp_loss:  13.7007, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:35,434 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  12.6270, val_loss:  12.2293, grad_norm: 0.0063, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0011, KL_dist: 0.6766, 0.3239, 0.6757, param: [ 4.86595237  6.86357918  5.75553994 10.2666122 ], weights: [0.26730464 0.28942375 0.44327161], train_wt_loss:  37.8809, val_wt_loss: 36.6879, train_grp_loss: [11.4962104  13.70019272 13.00500902], val_grp_loss: [12.64735321 12.78790605 11.25099834], train_hist_grp_loss: [2.69410096 3.48912997 7.75203828], cur_train_grp_loss: [0.08842716 0.11513171 0.25500635], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6766, max_kl_dist_index: 0, max_train_grp_loss:  13.7002, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7879, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:36,431 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  12.6270, val_loss:  12.2298, grad_norm: 0.0065, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0011, KL_dist: 0.6766, 0.3239, 0.6758, param: [ 4.86422849  6.86008218  5.75805342 10.26956074], weights: [0.26512558 0.28783173 0.4470427 ], train_wt_loss:  37.8810, val_wt_loss: 36.6895, train_grp_loss: [11.49680877 13.69981427 13.00466943], val_grp_loss: [12.64814233 12.78821712 11.25141605], train_hist_grp_loss: [2.78253335 3.60425764 8.00703846], cur_train_grp_loss: [0.08843239 0.11512767 0.25500018], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6766, max_kl_dist_index: 0, max_train_grp_loss:  13.6998, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7882, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:37,410 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  12.6271, val_loss:  12.2303, grad_norm: 0.0068, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0011, KL_dist: 0.6767, 0.3240, 0.6758, param: [ 4.86246048  6.85661288  5.76055013 10.27265065], weights: [0.26294907 0.28623167 0.45081926], train_wt_loss:  37.8812, val_wt_loss: 36.6910, train_grp_loss: [11.49732592 13.69953889 13.00430497], val_grp_loss: [12.64885672 12.78865432 11.25179814], train_hist_grp_loss: [2.87097034 3.71938212 8.26203198], cur_train_grp_loss: [0.08843699 0.11512449 0.25499352], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6767, max_kl_dist_index: 0, max_train_grp_loss:  13.6995, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7887, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:38,390 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  12.6271, val_loss:  12.2308, grad_norm: 0.0070, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0011, KL_dist: 0.6768, 0.3241, 0.6759, param: [ 4.86064812  6.85317103  5.76302989 10.27588286], weights: [0.2607753  0.28462383 0.45460087], train_wt_loss:  37.8813, val_wt_loss: 36.6925, train_grp_loss: [11.49776143 13.69936714 13.00391551], val_grp_loss: [12.649496   12.78921843 11.25214449], train_hist_grp_loss: [2.95941131 3.8345043  8.51701835], cur_train_grp_loss: [0.08844097 0.11512218 0.25498637], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6768, max_kl_dist_index: 0, max_train_grp_loss:  13.6994, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7892, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:39,367 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  12.6272, val_loss:  12.2314, grad_norm: 0.0073, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0012, KL_dist: 0.6769, 0.3241, 0.6760, param: [ 4.85879114  6.84975631  5.76549251 10.27925829], weights: [0.25860448 0.28300845 0.45838707], train_wt_loss:  37.8815, val_wt_loss: 36.6941, train_grp_loss: [11.49811495 13.69929958 13.00350089], val_grp_loss: [12.65005979 12.7899102  11.25245497], train_hist_grp_loss: [3.04785563 3.94962503 8.77199709], cur_train_grp_loss: [0.08844432 0.11512073 0.25497874], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6769, max_kl_dist_index: 0, max_train_grp_loss:  13.6993, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7899, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:40,351 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  12.6272, val_loss:  12.2319, grad_norm: 0.0075, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6770, 0.3242, 0.6761, param: [ 4.85688932  6.84636845  5.76793781 10.28277787], weights: [0.25643682 0.28138577 0.46217741], train_wt_loss:  37.8817, val_wt_loss: 36.6957, train_grp_loss: [11.49838608 13.6993368  13.00306098], val_grp_loss: [12.65054773 12.79073042 11.25272945], train_hist_grp_loss: [3.13630267 4.0647452  9.02696769], cur_train_grp_loss: [0.08844704 0.11512016 0.25497061], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6770, max_kl_dist_index: 0, max_train_grp_loss:  13.6993, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7907, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:41,337 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  12.6273, val_loss:  12.2324, grad_norm: 0.0078, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6771, 0.3243, 0.6762, param: [ 4.85494241  6.84300712  5.77036561 10.28644249], weights: [0.25427251 0.27975604 0.46597144], train_wt_loss:  37.8819, val_wt_loss: 36.6973, train_grp_loss: [11.49857447 13.69947935 13.00259566], val_grp_loss: [12.65095945 12.79167985 11.25296782], train_hist_grp_loss: [3.22475179 4.17986567 9.28192967], cur_train_grp_loss: [0.08844912 0.11512048 0.25496198], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6771, max_kl_dist_index: 0, max_train_grp_loss:  13.6995, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7917, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:42,331 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  12.6273, val_loss:  12.2330, grad_norm: 0.0080, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6772, 0.3244, 0.6763, param: [ 4.85295017  6.839672    5.77277571 10.29025306], weights: [0.25211176 0.27811952 0.46976872], train_wt_loss:  37.8820, val_wt_loss: 36.6989, train_grp_loss: [11.49867977 13.69972781 13.00210479], val_grp_loss: [12.65129459 12.79275926 11.25316997], train_hist_grp_loss: [3.31320236 4.29498735 9.53688253], cur_train_grp_loss: [0.08845057 0.11512168 0.25495286], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 0, max_train_grp_loss:  13.6997, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7928, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:43,308 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  12.6274, val_loss:  12.2335, grad_norm: 0.0083, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6773, 0.3245, 0.6764, param: [ 4.85091235  6.83636276  5.77516792 10.29421049], weights: [0.24995476 0.27647646 0.47356878], train_wt_loss:  37.8822, val_wt_loss: 36.7005, train_grp_loss: [11.49870162 13.70008275 13.00158824], val_grp_loss: [12.65155282 12.79396944 11.25333583], train_hist_grp_loss: [3.40165374 4.41011111 9.79182576], cur_train_grp_loss: [0.08845138 0.11512376 0.25494323], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 0, max_train_grp_loss:  13.7001, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7940, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:44,294 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  12.6275, val_loss:  12.2341, grad_norm: 0.0085, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6775, 0.3245, 0.6766, param: [ 4.84882873  6.83307905  5.77754205 10.29831567], weights: [0.24780173 0.27482711 0.47737116], train_wt_loss:  37.8824, val_wt_loss: 36.7022, train_grp_loss: [11.49863971 13.70054474 13.00104591], val_grp_loss: [12.6517338  12.79531117 11.2534653 ], train_hist_grp_loss: [ 3.4901053   4.52523786 10.04675886], cur_train_grp_loss: [0.08845155 0.11512675 0.2549331 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6775, max_kl_dist_index: 0, max_train_grp_loss:  13.7005, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7953, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:45,315 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  12.6275, val_loss:  12.2346, grad_norm: 0.0088, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6776, 0.3246, 0.6767, param: [ 4.84669905  6.82982052  5.77989789 10.30256947], weights: [0.24565286 0.27317172 0.48117542], train_wt_loss:  37.8826, val_wt_loss: 36.7039, train_grp_loss: [11.49849369 13.70111436 13.00047767], val_grp_loss: [12.65183721 12.79678522 11.2535583 ], train_hist_grp_loss: [ 3.57855637  4.64036849 10.30168133], cur_train_grp_loss: [0.08845107 0.11513063 0.25492247], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6776, max_kl_dist_index: 0, max_train_grp_loss:  13.7011, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7968, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:46,326 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  12.6276, val_loss:  12.2352, grad_norm: 0.0090, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6777, 0.3247, 0.6769, param: [ 4.84452309  6.82658681  5.78223525 10.30697278], weights: [0.24350836 0.27151056 0.48498109], train_wt_loss:  37.8828, val_wt_loss: 36.7056, train_grp_loss: [11.49826326 13.70179219 12.99988341], val_grp_loss: [12.65186272 12.79839238 11.25361477], train_hist_grp_loss: [ 3.66700632  4.7555039  10.55659266], cur_train_grp_loss: [0.08844995 0.11513541 0.25491133], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6777, max_kl_dist_index: 0, max_train_grp_loss:  13.7018, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7984, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:47,309 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  12.6277, val_loss:  12.2358, grad_norm: 0.0093, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6779, 0.3248, 0.6770, param: [ 4.8423006   6.82337753  5.78455392 10.31152646], weights: [0.24136842 0.26984387 0.48878771], train_wt_loss:  37.8830, val_wt_loss: 36.7073, train_grp_loss: [11.49794813 13.7025788  12.99926302], val_grp_loss: [12.65181004 12.80013343 11.25363466], train_hist_grp_loss: [ 3.7554545   4.87064501 10.81149233], cur_train_grp_loss: [0.08844818 0.11514111 0.25489967], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6779, max_kl_dist_index: 0, max_train_grp_loss:  13.7026, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8001, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:48,283 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  12.6277, val_loss:  12.2363, grad_norm: 0.0096, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6780, 0.3249, 0.6772, param: [ 4.84003135  6.82019229  5.7868537  10.31623138], weights: [0.23923325 0.26817192 0.49259483], train_wt_loss:  37.8832, val_wt_loss: 36.7090, train_grp_loss: [11.49754798 13.70347478 12.9986164 ], val_grp_loss: [12.65167886 12.80200916 11.25361791], train_hist_grp_loss: [ 3.84390026  4.98579273 11.06637984], cur_train_grp_loss: [0.08844575 0.11514772 0.25488751], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6780, max_kl_dist_index: 0, max_train_grp_loss:  13.7035, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8020, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:49,270 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  12.6278, val_loss:  12.2369, grad_norm: 0.0098, live_grad: 0.0000, reward_err: 0.0105, 0.0186, 0.0013, KL_dist: 0.6782, 0.3250, 0.6774, param: [ 4.83771511  6.8170307   5.78913438 10.32108838], weights: [0.23710305 0.26649497 0.49640198], train_wt_loss:  37.8835, val_wt_loss: 36.7108, train_grp_loss: [11.49706256 13.70448071 12.99794345], val_grp_loss: [12.6514689  12.80402036 11.2535645 ], train_hist_grp_loss: [ 3.93234293  5.10094798 11.32125467], cur_train_grp_loss: [0.08844268 0.11515525 0.25487483], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6782, max_kl_dist_index: 0, max_train_grp_loss:  13.7045, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8040, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:30:50,268 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  12.6279, val_loss:  12.2375, grad_norm: 0.0101, live_grad: 0.0000, reward_err: 0.0103, 0.0186, 0.0014, KL_dist: 0.6783, 0.3252, 0.6776, param: [ 4.83535164  6.81389235  5.79139574 10.3260983 ], weights: [0.23497802 0.26481328 0.5002087 ], train_wt_loss:  37.8837, val_wt_loss: 36.7125, train_grp_loss: [11.49649159 13.70559716 12.99724407], val_grp_loss: [12.65117989 12.80616781 11.2534744 ], train_hist_grp_loss: [ 4.02078188  5.21611169 11.57611631], cur_train_grp_loss: [0.08843894 0.1151637  0.25486164], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6783, max_kl_dist_index: 0, max_train_grp_loss:  13.7056, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8062, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2549, max_cur_train_grp_loss_index: 2, 
