2024-10-07 17:17:22,590 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,1,2022
2024-10-07 17:17:22,592 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:17:22,592 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:17:22,681 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:17:22,682 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:17:22,683 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:17:22,896 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:17:23,120 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:17:24,371 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4339, val_loss:  12.2721, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0031, 0.0319, 0.0015, KL_dist: 0.6559, 0.3522, 0.6882, param: [4.11786407 9.56583272 4.94852636 8.93320827], weights: [0.29933897 0.3029308  0.39773023], train_wt_loss:  40.3017, val_wt_loss: 36.8163, train_grp_loss: [11.681894   15.95789746 11.12859769], val_grp_loss: [10.57186309 15.00632368 11.25447452], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0319, max_reward_err_index: 1, max_kl_dist:  0.6882, max_kl_dist_index: 2, max_train_grp_loss:  15.9579, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0063, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:46,995 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  13.5487, val_loss:  12.5357, grad_norm: 0.1743, live_grad: 0.0000, reward_err: 0.0012, 0.0460, 0.0039, KL_dist: 0.7195, 0.4176, 0.7836, param: [ 3.583177    9.86718348  4.69451676 10.07184377], weights: [0.02983523 0.06353738 0.90662739], train_wt_loss:  40.6461, val_wt_loss: 37.6072, train_grp_loss: [11.00680013 16.96803659 10.87007139], val_grp_loss: [ 9.98152932 16.51838616 11.13110153], train_hist_grp_loss: [2.20448045 2.96041903 5.61852211], cur_train_grp_loss: [0.08908641 0.13097382 0.23151061], max_reward_err:  0.0460, max_reward_err_index: 1, max_kl_dist:  0.7836, max_kl_dist_index: 2, max_train_grp_loss:  16.9680, max_train_grp_loss_index: 1, max_val_grp_loss:  16.5184, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2315, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:47,984 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  13.5620, val_loss:  12.5575, grad_norm: 0.1888, live_grad: 0.0000, reward_err: 0.0011, 0.0472, 0.0040, KL_dist: 0.7222, 0.4216, 0.7882, param: [ 3.54894802  9.89409079  4.66621303 10.11201031], weights: [0.02613358 0.05808632 0.9157801 ], train_wt_loss:  40.6861, val_wt_loss: 37.6724, train_grp_loss: [10.96857599 17.03940242 10.86010026], val_grp_loss: [ 9.95102317 16.6177899  11.12789673], train_hist_grp_loss: [2.29324497 3.0919542  5.84980022], cur_train_grp_loss: [0.08876452 0.13153517 0.23127811], max_reward_err:  0.0472, max_reward_err_index: 1, max_kl_dist:  0.7882, max_kl_dist_index: 2, max_train_grp_loss:  17.0394, max_train_grp_loss_index: 1, max_val_grp_loss:  16.6178, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2313, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:48,977 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  13.5756, val_loss:  12.5791, grad_norm: 0.2031, live_grad: 0.0000, reward_err: 0.0010, 0.0477, 0.0044, KL_dist: 0.7246, 0.4255, 0.7926, param: [ 3.51550777  9.92086917  4.63821068 10.14835269], weights: [0.0228648  0.05308743 0.92404777], train_wt_loss:  40.7269, val_wt_loss: 37.7373, train_grp_loss: [10.93213345 17.10937161 10.85105991], val_grp_loss: [ 9.92216109 16.71455546 11.12537471], train_hist_grp_loss: [2.38170123 3.22404259 6.08086619], cur_train_grp_loss: [0.08845626 0.13208839 0.23106596], max_reward_err:  0.0477, max_reward_err_index: 1, max_kl_dist:  0.7926, max_kl_dist_index: 2, max_train_grp_loss:  17.1094, max_train_grp_loss_index: 1, max_val_grp_loss:  16.7146, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2311, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:49,983 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  13.5894, val_loss:  12.6005, grad_norm: 0.2172, live_grad: 0.0000, reward_err: 0.0007, 0.0477, 0.0049, KL_dist: 0.7269, 0.4293, 0.7967, param: [ 3.48299636  9.9474717   4.61069124 10.1809391 ], weights: [0.01998392 0.04850845 0.93150763], train_wt_loss:  40.7683, val_wt_loss: 37.8016, train_grp_loss: [10.89752737 17.17763932 10.84291211], val_grp_loss: [ 9.89496006 16.80831823 11.12348045], train_hist_grp_loss: [2.4698636  3.35667338 6.3117398 ], cur_train_grp_loss: [0.08816237 0.13263079 0.23087362], max_reward_err:  0.0477, max_reward_err_index: 1, max_kl_dist:  0.7967, max_kl_dist_index: 2, max_train_grp_loss:  17.1776, max_train_grp_loss_index: 1, max_val_grp_loss:  16.8083, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2309, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:50,993 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  13.6033, val_loss:  12.6216, grad_norm: 0.2309, live_grad: 0.0000, reward_err: 0.0006, 0.0482, 0.0051, KL_dist: 0.7291, 0.4330, 0.8006, param: [ 3.45153046  9.97384867  4.58381027 10.209889  ], weights: [0.01744939 0.04431801 0.9382326 ], train_wt_loss:  40.8098, val_wt_loss: 37.8647, train_grp_loss: [10.86478194 17.24394555 10.83560904], val_grp_loss: [ 9.86941276 16.898783   11.12215379], train_hist_grp_loss: [2.55774688 3.48983337 6.54244006], cur_train_grp_loss: [0.08788329 0.13315999 0.23070026], max_reward_err:  0.0482, max_reward_err_index: 1, max_kl_dist:  0.8006, max_kl_dist_index: 2, max_train_grp_loss:  17.2439, max_train_grp_loss_index: 1, max_val_grp_loss:  16.8988, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2307, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:51,995 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  13.6170, val_loss:  12.6422, grad_norm: 0.2443, live_grad: 0.0000, reward_err: 0.0005, 0.0482, 0.0057, KL_dist: 0.7311, 0.4366, 0.8042, param: [ 3.42120392  9.99994652  4.55769771 10.23536368], weights: [0.01522312 0.04048602 0.94429086], train_wt_loss:  40.8511, val_wt_loss: 37.9265, train_grp_loss: [10.83389549 17.30807461 10.8290963 ], val_grp_loss: [ 9.84549206 16.9857203  11.12133216], train_hist_grp_loss: [2.64536609 3.62350737 6.77298493], cur_train_grp_loss: [0.08761921 0.133674   0.23054487], max_reward_err:  0.0482, max_reward_err_index: 1, max_kl_dist:  0.8042, max_kl_dist_index: 2, max_train_grp_loss:  17.3081, max_train_grp_loss_index: 1, max_val_grp_loss:  16.9857, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2305, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:53,005 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  13.6307, val_loss:  12.6622, grad_norm: 0.2572, live_grad: 0.0000, reward_err: 0.0004, 0.0487, 0.0059, KL_dist: 0.7329, 0.4400, 0.8077, param: [ 3.3920889  10.02570793  4.53245879 10.25755709], weights: [0.01327044 0.03698386 0.9497457 ], train_wt_loss:  40.8921, val_wt_loss: 37.9867, train_grp_loss: [10.80484514 17.36985369 10.82331552], val_grp_loss: [ 9.82315518 17.06896181 11.12095286], train_hist_grp_loss: [2.73273622 3.75767849 7.00339124], cur_train_grp_loss: [0.08737012 0.13417112 0.2304063 ], max_reward_err:  0.0487, max_reward_err_index: 1, max_kl_dist:  0.8077, max_kl_dist_index: 2, max_train_grp_loss:  17.3699, max_train_grp_loss_index: 1, max_val_grp_loss:  17.0690, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2304, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:54,017 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  13.6441, val_loss:  12.6817, grad_norm: 0.2695, live_grad: 0.0000, reward_err: 0.0003, 0.0502, 0.0061, KL_dist: 0.7346, 0.4432, 0.8109, param: [ 3.36423741 10.05107262  4.50817561 10.27668698], weights: [0.01155997 0.03378458 0.95465545], train_wt_loss:  40.9324, val_wt_loss: 38.0450, train_grp_loss: [10.77759091 17.42915058 10.81820655], val_grp_loss: [ 9.80234726 17.14839496 11.12095479], train_hist_grp_loss: [2.81987206 3.89232852 7.23367455], cur_train_grp_loss: [0.08713585 0.13465003 0.23028331], max_reward_err:  0.0502, max_reward_err_index: 1, max_kl_dist:  0.8109, max_kl_dist_index: 2, max_train_grp_loss:  17.4292, max_train_grp_loss_index: 1, max_val_grp_loss:  17.1484, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2303, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:55,022 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  13.6573, val_loss:  12.7004, grad_norm: 0.2814, live_grad: 0.0000, reward_err: 0.0003, 0.0509, 0.0063, KL_dist: 0.7362, 0.4464, 0.8139, param: [ 3.33768312 10.07597865  4.48490904 10.2929869 ], weights: [0.01006342 0.03086296 0.95907362], train_wt_loss:  40.9718, val_wt_loss: 38.1012, train_grp_loss: [10.75207955 17.48587077 10.81370922], val_grp_loss: [ 9.78300467 17.22395714 11.12127982], train_hist_grp_loss: [2.90678812 4.02743821 7.46384915], cur_train_grp_loss: [0.08691606 0.13510969 0.23017461], max_reward_err:  0.0509, max_reward_err_index: 1, max_kl_dist:  0.8139, max_kl_dist_index: 2, max_train_grp_loss:  17.4859, max_train_grp_loss_index: 1, max_val_grp_loss:  17.2240, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2302, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:56,032 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  13.6701, val_loss:  12.7184, grad_norm: 0.2927, live_grad: 0.0000, reward_err: 0.0003, 0.0518, 0.0063, KL_dist: 0.7376, 0.4493, 0.8167, param: [ 3.31244331 10.10036402  4.46270082 10.30669893], weights: [0.00875544 0.02819554 0.96304902], train_wt_loss:  41.0102, val_wt_loss: 38.1552, train_grp_loss: [10.72824781 17.53995415 10.80976478], val_grp_loss: [ 9.76505768 17.29562979 11.12187372], train_hist_grp_loss: [2.99349844 4.1629876  7.69392807], cur_train_grp_loss: [0.08671032 0.13554939 0.23007892], max_reward_err:  0.0518, max_reward_err_index: 1, max_kl_dist:  0.8167, max_kl_dist_index: 2, max_train_grp_loss:  17.5400, max_train_grp_loss_index: 1, max_val_grp_loss:  17.2956, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2301, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:57,047 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  13.6824, val_loss:  12.7356, grad_norm: 0.3034, live_grad: 0.0000, reward_err: 0.0003, 0.0523, 0.0066, KL_dist: 0.7390, 0.4521, 0.8192, param: [ 3.2885209  10.12416835  4.44157583 10.31806742], weights: [0.00761336 0.02576057 0.96662607], train_wt_loss:  41.0473, val_wt_loss: 38.2068, train_grp_loss: [10.7060252  17.59137147 10.80631686], val_grp_loss: [ 9.74843279 17.36343239 11.12268681], train_hist_grp_loss: [3.08001657 4.29895624 7.92392307], cur_train_grp_loss: [0.08651813 0.13596864 0.229995  ], max_reward_err:  0.0523, max_reward_err_index: 1, max_kl_dist:  0.8192, max_kl_dist_index: 2, max_train_grp_loss:  17.5914, max_train_grp_loss_index: 1, max_val_grp_loss:  17.3634, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2300, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:58,041 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  13.6944, val_loss:  12.7520, grad_norm: 0.3136, live_grad: 0.0000, reward_err: 0.0003, 0.0533, 0.0066, KL_dist: 0.7402, 0.4548, 0.8217, param: [ 3.2659064  10.1473345   4.42154426 10.32733366], weights: [0.00661703 0.02353797 0.96984499], train_wt_loss:  41.0831, val_wt_loss: 38.2561, train_grp_loss: [10.68533647 17.64012065 10.80331229], val_grp_loss: [ 9.73305462 17.42741679 11.12367421], train_hist_grp_loss: [3.16635548 4.43532346 8.1538447 ], cur_train_grp_loss: [0.08633891 0.13636722 0.22992164], max_reward_err:  0.0533, max_reward_err_index: 1, max_kl_dist:  0.8217, max_kl_dist_index: 2, max_train_grp_loss:  17.6401, max_train_grp_loss_index: 1, max_val_grp_loss:  17.4274, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2299, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:17:59,053 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  13.7058, val_loss:  12.7677, grad_norm: 0.3232, live_grad: 0.0000, reward_err: 0.0003, 0.0543, 0.0066, KL_dist: 0.7413, 0.4573, 0.8239, param: [ 3.24457986 10.16981001  4.40260381 10.33473161], weights: [0.00574853 0.0215093  0.97274217], train_wt_loss:  41.1175, val_wt_loss: 38.3030, train_grp_loss: [10.66610347 17.68622311 10.80070148], val_grp_loss: [ 9.71884743 17.48766169 11.12479599], train_hist_grp_loss: [3.25252755 4.57206858 8.38370241], cur_train_grp_loss: [0.08617207 0.13674512 0.22985771], max_reward_err:  0.0543, max_reward_err_index: 1, max_kl_dist:  0.8239, max_kl_dist_index: 2, max_train_grp_loss:  17.6862, max_train_grp_loss_index: 1, max_val_grp_loss:  17.4877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2299, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:00,048 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  13.7168, val_loss:  12.7825, grad_norm: 0.3323, live_grad: 0.0000, reward_err: 0.0003, 0.0548, 0.0068, KL_dist: 0.7424, 0.4596, 0.8260, param: [ 3.22451265 10.19154826  4.38474171 10.3404845 ], weights: [0.004992   0.01965759 0.97535041], train_wt_loss:  41.1504, val_wt_loss: 38.3475, train_grp_loss: [10.64824685 17.72972028 10.79843877], val_grp_loss: [ 9.70573633 17.54426773 11.1260171 ], train_hist_grp_loss: [3.33854451 4.70917108 8.61350457], cur_train_grp_loss: [0.08601696 0.1371025  0.22980216], max_reward_err:  0.0548, max_reward_err_index: 1, max_kl_dist:  0.8260, max_kl_dist_index: 2, max_train_grp_loss:  17.7297, max_train_grp_loss_index: 1, max_val_grp_loss:  17.5443, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2298, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:01,044 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  13.7273, val_loss:  12.7965, grad_norm: 0.3408, live_grad: 0.0000, reward_err: 0.0002, 0.0552, 0.0071, KL_dist: 0.7433, 0.4619, 0.8279, param: [ 3.20566915 10.21250936  4.36793656 10.34480238], weights: [0.00433344 0.01796732 0.97769925], train_wt_loss:  41.1818, val_wt_loss: 38.3896, train_grp_loss: [10.63168726 17.77067026 10.79648244], val_grp_loss: [ 9.69364819 17.59735285 11.12730713], train_hist_grp_loss: [3.42441747 4.84661078 8.84325859], cur_train_grp_loss: [0.08587296 0.13743969 0.22975402], max_reward_err:  0.0552, max_reward_err_index: 1, max_kl_dist:  0.8279, max_kl_dist_index: 2, max_train_grp_loss:  17.7707, max_train_grp_loss_index: 1, max_val_grp_loss:  17.5974, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2298, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:02,049 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  13.7372, val_loss:  12.8097, grad_norm: 0.3488, live_grad: 0.0000, reward_err: 0.0001, 0.0561, 0.0075, KL_dist: 0.7442, 0.4639, 0.8297, param: [ 3.18800817 10.23266072  4.35216008 10.34788038], weights: [0.00376049 0.01642428 0.97981522], train_wt_loss:  41.2116, val_wt_loss: 38.4292, train_grp_loss: [10.61634645 17.80914466 10.79479475], val_grp_loss: [ 9.6825123  17.64704824 11.12864006], train_hist_grp_loss: [3.51015688 4.98436791 9.07297098], cur_train_grp_loss: [0.08573941 0.13775713 0.22971239], max_reward_err:  0.0561, max_reward_err_index: 1, max_kl_dist:  0.8297, max_kl_dist_index: 2, max_train_grp_loss:  17.8091, max_train_grp_loss_index: 1, max_val_grp_loss:  17.6470, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2297, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:03,054 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  13.7466, val_loss:  12.8222, grad_norm: 0.3562, live_grad: 0.0000, reward_err: 0.0001, 0.0561, 0.0075, KL_dist: 0.7450, 0.4659, 0.8313, param: [ 3.17148436 10.25197733  4.3373786  10.34989772], weights: [0.0032623  0.01501552 0.98172218], train_wt_loss:  41.2399, val_wt_loss: 38.4666, train_grp_loss: [10.60214797 17.84522585 10.79334177], val_grp_loss: [ 9.67226091 17.69349476 11.12999389], train_hist_grp_loss: [3.59577258 5.1224233  9.30264746], cur_train_grp_loss: [0.0856157  0.13805538 0.22967648], max_reward_err:  0.0561, max_reward_err_index: 1, max_kl_dist:  0.8313, max_kl_dist_index: 2, max_train_grp_loss:  17.8452, max_train_grp_loss_index: 1, max_val_grp_loss:  17.6935, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2297, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:04,041 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  13.7555, val_loss:  12.8339, grad_norm: 0.3632, live_grad: 0.0000, reward_err: 0.0001, 0.0571, 0.0075, KL_dist: 0.7458, 0.4677, 0.8328, param: [ 3.15604933 10.27044178  4.32355435 10.35101726], weights: [0.00282933 0.01372918 0.98344149], train_wt_loss:  41.2666, val_wt_loss: 38.5017, train_grp_loss: [10.58901779 17.87900441 10.79209321], val_grp_loss: [ 9.66282953 17.73683981 11.13135028], train_hist_grp_loss: [3.68127377 5.26075838 9.53229303], cur_train_grp_loss: [0.08550119 0.13833508 0.22964557], max_reward_err:  0.0571, max_reward_err_index: 1, max_kl_dist:  0.8328, max_kl_dist_index: 2, max_train_grp_loss:  17.8790, max_train_grp_loss_index: 1, max_val_grp_loss:  17.7368, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2296, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:05,041 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  13.7639, val_loss:  12.8449, grad_norm: 0.3697, live_grad: 0.0000, reward_err: 0.0001, 0.0576, 0.0075, KL_dist: 0.7465, 0.4694, 0.8342, param: [ 3.14165271 10.28804405  4.31064668 10.35138553], weights: [0.00245319 0.01255447 0.98499233], train_wt_loss:  41.2918, val_wt_loss: 38.5346, train_grp_loss: [10.57688474 17.91057687 10.79102215], val_grp_loss: [ 9.6541571  17.77723468 11.13269417], train_hist_grp_loss: [3.76666908 5.39935531 9.76191204], cur_train_grp_loss: [0.0853953  0.13859693 0.229619  ], max_reward_err:  0.0576, max_reward_err_index: 1, max_kl_dist:  0.8342, max_kl_dist_index: 2, max_train_grp_loss:  17.9106, max_train_grp_loss_index: 1, max_val_grp_loss:  17.7772, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2296, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:06,034 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  13.7718, val_loss:  12.8551, grad_norm: 0.3758, live_grad: 0.0000, reward_err: 0.0001, 0.0586, 0.0075, KL_dist: 0.7471, 0.4710, 0.8355, param: [ 3.12824296 10.30478115  4.29861298 10.35113315], weights: [0.00212657 0.01148156 0.98639186], train_wt_loss:  41.3154, val_wt_loss: 38.5653, train_grp_loss: [10.56568075 17.94004378 10.79010482], val_grp_loss: [ 9.64618614 17.81483225 11.1340134 ], train_hist_grp_loss: [3.85196654 5.53819699 9.99150825], cur_train_grp_loss: [0.08529746 0.13884168 0.22959622], max_reward_err:  0.0586, max_reward_err_index: 1, max_kl_dist:  0.8355, max_kl_dist_index: 2, max_train_grp_loss:  17.9400, max_train_grp_loss_index: 1, max_val_grp_loss:  17.8148, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2296, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:07,023 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  13.7792, val_loss:  12.8647, grad_norm: 0.3814, live_grad: 0.0000, reward_err: 0.0001, 0.0586, 0.0075, KL_dist: 0.7477, 0.4725, 0.8367, param: [ 3.11576816 10.32065653  4.28740953 10.35037551], weights: [0.00184305 0.01050148 0.98765547], train_wt_loss:  41.3377, val_wt_loss: 38.5941, train_grp_loss: [10.55534109 17.967508   10.78932032], val_grp_loss: [ 9.63886274 17.84978518 11.13529834], train_hist_grp_loss: [ 3.93717364  5.6772671  10.22108495], cur_train_grp_loss: [0.0852071  0.13907011 0.2295767 ], max_reward_err:  0.0586, max_reward_err_index: 1, max_kl_dist:  0.8367, max_kl_dist_index: 2, max_train_grp_loss:  17.9675, max_train_grp_loss_index: 1, max_val_grp_loss:  17.8498, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2296, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:08,040 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  13.7862, val_loss:  12.8736, grad_norm: 0.3866, live_grad: 0.0000, reward_err: 0.0001, 0.0586, 0.0080, KL_dist: 0.7482, 0.4739, 0.8378, param: [ 3.10417661 10.33567954  4.27699221 10.34921369], weights: [0.00159702 0.00960606 0.98879692], train_wt_loss:  41.3585, val_wt_loss: 38.6209, train_grp_loss: [10.5458044  17.99307332 10.78865031], val_grp_loss: [ 9.6321365  17.8822443  11.13654156], train_hist_grp_loss: [ 4.02229736  5.81655011 10.45064496], cur_train_grp_loss: [0.08512372 0.13928301 0.22956001], max_reward_err:  0.0586, max_reward_err_index: 1, max_kl_dist:  0.8378, max_kl_dist_index: 2, max_train_grp_loss:  17.9931, max_train_grp_loss_index: 1, max_val_grp_loss:  17.8822, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2296, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:18:09,027 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  13.7927, val_loss:  12.8820, grad_norm: 0.3915, live_grad: 0.0000, reward_err: 0.0001, 0.0591, 0.0080, KL_dist: 0.7487, 0.4752, 0.8388, param: [ 3.09341729 10.34986467  4.26731704 10.34773545], weights: [0.0013836  0.00878787 0.98982854], train_wt_loss:  41.3780, val_wt_loss: 38.6459, train_grp_loss: [10.53701281 18.0168432  10.7880788 ], val_grp_loss: [ 9.62596044 17.91235743 11.13773753], train_hist_grp_loss: [ 4.10734417  5.9560313  10.68019071], cur_train_grp_loss: [0.08504681 0.13948119 0.22954575], max_reward_err:  0.0591, max_reward_err_index: 1, max_kl_dist:  0.8388, max_kl_dist_index: 2, max_train_grp_loss:  18.0168, max_train_grp_loss_index: 1, max_val_grp_loss:  17.9124, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2295, max_cur_train_grp_loss_index: 2, 
