2024-10-07 01:06:45,661 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.04,2023
2024-10-07 01:06:45,663 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 01:06:45,663 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:06:45,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 01:06:45,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:06:45,755 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 01:06:45,973 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 01:06:46,203 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:06:47,435 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2166, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6777, param: [ 4.89950164  6.9788959   5.67511288 10.23466789], weights: [0.3322965  0.33244357 0.33525993], train_wt_loss:  37.8784, val_wt_loss: 36.6497, train_grp_loss: [11.44673755 13.75198256 13.00542884], val_grp_loss: [12.59492607 12.82818821 11.2247546 ], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6777, max_kl_dist_index: 2, max_train_grp_loss:  13.7520, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8282, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:37,566 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  12.6265, val_loss:  12.2243, grad_norm: 0.0041, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6753, param: [ 4.88274793  6.90018741  5.72916491 10.23981689], weights: [0.29038084 0.30604187 0.40357729], train_wt_loss:  37.8795, val_wt_loss: 36.6729, train_grp_loss: [11.48812735 13.70665696 13.00796442], val_grp_loss: [12.63747588 12.7878587  11.24588396], train_hist_grp_loss: [ 4.36903033  5.68224572 12.59839847], cur_train_grp_loss: [0.08836568 0.11518698 0.2550587 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7067, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7879, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:38,602 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  12.6265, val_loss:  12.2245, grad_norm: 0.0042, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6753, param: [ 4.88224293  6.89866893  5.73023577 10.2404109 ], weights: [0.28950415 0.3054453  0.40505055], train_wt_loss:  37.8796, val_wt_loss: 36.6735, train_grp_loss: [11.48870348 13.70607865 13.00793169], val_grp_loss: [12.63810061 12.78746139 11.246199  ], train_hist_grp_loss: [ 4.45740054  5.79742771 12.8534566 ], cur_train_grp_loss: [0.08837021 0.11518199 0.25505813], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7061, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7875, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:39,645 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  12.6265, val_loss:  12.2247, grad_norm: 0.0043, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6753, param: [ 4.88173131  6.89715527  5.73130425 10.2410258 ], weights: [0.28862751 0.30484704 0.40652545], train_wt_loss:  37.8796, val_wt_loss: 36.6740, train_grp_loss: [11.4892674  13.70551581 13.00789528], val_grp_loss: [12.63871416 12.7870829  11.24650866], train_hist_grp_loss: [ 4.54577518  5.91260484 13.10851408], cur_train_grp_loss: [0.08837464 0.11517713 0.25505748], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7055, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7871, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:40,685 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  12.6266, val_loss:  12.2248, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6753, param: [ 4.88121306  6.89564641  5.73237033 10.24166165], weights: [0.28775094 0.30424711 0.40800196], train_wt_loss:  37.8797, val_wt_loss: 36.6745, train_grp_loss: [11.48981909 13.70496848 13.00785517], val_grp_loss: [12.63931649 12.78672326 11.24681294], train_hist_grp_loss: [ 4.63415416  6.02777724 13.36357085], cur_train_grp_loss: [0.08837898 0.1151724  0.25505677], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7050, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7867, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:41,740 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.6266, val_loss:  12.2250, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6753, param: [ 4.88068817  6.89414234  5.733434   10.24231851], weights: [0.28687444 0.30364551 0.40948006], train_wt_loss:  37.8797, val_wt_loss: 36.6751, train_grp_loss: [11.49035852 13.7044367  13.00781135], val_grp_loss: [12.63990758 12.78638253 11.24711181], train_hist_grp_loss: [ 4.72253739  6.14294504 13.61862683], cur_train_grp_loss: [0.08838322 0.1151678  0.25505598], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7044, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7864, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:42,766 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.6266, val_loss:  12.2252, grad_norm: 0.0045, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6753, param: [ 4.88015661  6.89264305  5.73449527 10.24299645], weights: [0.28599803 0.30304226 0.41095972], train_wt_loss:  37.8798, val_wt_loss: 36.6756, train_grp_loss: [11.49088566 13.70392049 13.0077638 ], val_grp_loss: [12.64048741 12.78606074 11.24740528], train_hist_grp_loss: [ 4.81092476  6.25810838 13.87368196], cur_train_grp_loss: [0.08838737 0.11516333 0.25505512], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7039, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7861, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:43,802 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.6266, val_loss:  12.2254, grad_norm: 0.0046, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6753, param: [ 4.87961838  6.89114854  5.7355541  10.24369552], weights: [0.28512172 0.30243737 0.41244092], train_wt_loss:  37.8798, val_wt_loss: 36.6762, train_grp_loss: [11.49140047 13.70341989 13.00771252], val_grp_loss: [12.64105593 12.78575795 11.24769332], train_hist_grp_loss: [ 4.89931619  6.37326737 14.12873615], cur_train_grp_loss: [0.08839143 0.115159   0.25505419], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7034, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7858, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:44,869 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.6266, val_loss:  12.2256, grad_norm: 0.0047, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6753, param: [ 4.87907346  6.88965878  5.73661051 10.24441579], weights: [0.28424552 0.30183086 0.41392362], train_wt_loss:  37.8799, val_wt_loss: 36.6767, train_grp_loss: [11.49190293 13.70293493 13.0076575 ], val_grp_loss: [12.64161312 12.7854742  11.24797592], train_hist_grp_loss: [ 4.98771158  6.48842216 14.38378934], cur_train_grp_loss: [0.08839539 0.11515479 0.25505319], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7029, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7855, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:45,900 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.6266, val_loss:  12.2258, grad_norm: 0.0048, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6753, param: [ 4.87852182  6.88817377  5.73766448 10.24515732], weights: [0.28336944 0.30122274 0.41540782], train_wt_loss:  37.8799, val_wt_loss: 36.6773, train_grp_loss: [11.49239302 13.70246566 13.00759872], val_grp_loss: [12.64215896 12.78520953 11.24825307], train_hist_grp_loss: [ 5.07611083  6.60357288 14.63884144], cur_train_grp_loss: [0.08839925 0.11515071 0.25505211], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7025, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7852, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:46,916 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.6267, val_loss:  12.2260, grad_norm: 0.0049, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6752, param: [ 4.87796347  6.8866935   5.73871599 10.24592016], weights: [0.28249351 0.30061302 0.41689347], train_wt_loss:  37.8800, val_wt_loss: 36.6779, train_grp_loss: [11.49287069 13.70201209 13.00753617], val_grp_loss: [12.64269342 12.784964   11.24852475], train_hist_grp_loss: [ 5.16451385  6.71871965 14.8938924 ], cur_train_grp_loss: [0.08840302 0.11514677 0.25505096], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7020, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7850, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:47,934 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.6267, val_loss:  12.2261, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6752, param: [ 4.87739838  6.88521794  5.73976504 10.24670439], weights: [0.28161772 0.30000173 0.41838055], train_wt_loss:  37.8800, val_wt_loss: 36.6784, train_grp_loss: [11.49333592 13.70157428 13.00746984], val_grp_loss: [12.64321646 12.78473765 11.24879095], train_hist_grp_loss: [ 5.25292055  6.83386261 15.14894213], cur_train_grp_loss: [0.0884067  0.11514296 0.25504973], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7016, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7847, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:48,966 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.6267, val_loss:  12.2263, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3235, 0.6752, param: [ 4.87682653  6.8837471   5.74081162 10.24751006], weights: [0.2807421  0.29938887 0.41986903], train_wt_loss:  37.8801, val_wt_loss: 36.6790, train_grp_loss: [11.49378869 13.70115224 13.00739973], val_grp_loss: [12.64372806 12.78453053 11.24905166], train_hist_grp_loss: [ 5.34133083  6.94900189 15.40399056], cur_train_grp_loss: [0.08841028 0.11513928 0.25504843], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7012, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7845, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:49,978 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.6267, val_loss:  12.2265, grad_norm: 0.0052, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3235, 0.6752, param: [ 4.87624791  6.88228095  5.74185572 10.24833723], weights: [0.27986665 0.29877445 0.4213589 ], train_wt_loss:  37.8801, val_wt_loss: 36.6796, train_grp_loss: [11.49422895 13.70074602 13.00732582], val_grp_loss: [12.6442282  12.78434268 11.24930687], train_hist_grp_loss: [ 5.42974459  7.06413762 15.65903761], cur_train_grp_loss: [0.08841376 0.11513573 0.25504705], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7007, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7843, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:51,009 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.6267, val_loss:  12.2267, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3235, 0.6752, param: [ 4.87566251  6.88081948  5.74289733 10.24918597], weights: [0.27899139 0.2981585  0.42285011], train_wt_loss:  37.8802, val_wt_loss: 36.6801, train_grp_loss: [11.4946567  13.70035565 13.00724809], val_grp_loss: [12.64471683 12.78417415 11.24955657], train_hist_grp_loss: [ 5.51816173  7.17926994 15.91408321], cur_train_grp_loss: [0.08841715 0.11513232 0.2550456 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7004, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7842, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:52,017 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.6267, val_loss:  12.2269, grad_norm: 0.0054, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3236, 0.6753, param: [ 4.87507031  6.87936269  5.74393643 10.25005633], weights: [0.27811632 0.29754103 0.42434265], train_wt_loss:  37.8802, val_wt_loss: 36.6807, train_grp_loss: [11.49507189 13.69998117 13.00716655], val_grp_loss: [12.64519395 12.78402499 11.24980073], train_hist_grp_loss: [ 5.60658217  7.29439898 16.16912729], cur_train_grp_loss: [0.08842044 0.11512904 0.25504408], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7000, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7840, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:53,051 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.6268, val_loss:  12.2271, grad_norm: 0.0055, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3236, 0.6753, param: [ 4.87447129  6.87791055  5.74497303 10.25094838], weights: [0.27724147 0.29692205 0.42583648], train_wt_loss:  37.8803, val_wt_loss: 36.6813, train_grp_loss: [11.4954745  13.6996226  13.00708118], val_grp_loss: [12.64565951 12.78389524 11.25003935], train_hist_grp_loss: [ 5.6950058   7.40952487 16.42416978], cur_train_grp_loss: [0.08842363 0.11512589 0.25504248], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.6996, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7839, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:54,079 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.6268, val_loss:  12.2273, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3236, 0.6753, param: [ 4.87386544  6.87646305  5.7460071  10.25186217], weights: [0.27636685 0.29630157 0.42733159], train_wt_loss:  37.8803, val_wt_loss: 36.6818, train_grp_loss: [11.4958645  13.69927999 13.00699197], val_grp_loss: [12.6461135  12.78378496 11.25027243], train_hist_grp_loss: [ 5.78343253  7.52464775 16.67921058], cur_train_grp_loss: [0.08842673 0.11512288 0.25504081], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.6993, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7838, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:55,101 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.6268, val_loss:  12.2275, grad_norm: 0.0057, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6761, 0.3236, 0.6753, param: [ 4.87325275  6.87502018  5.74703865 10.25279777], weights: [0.27549246 0.29567961 0.42882793], train_wt_loss:  37.8804, val_wt_loss: 36.6824, train_grp_loss: [11.49624186 13.69895337 13.0068989 ], val_grp_loss: [12.64655588 12.78369419 11.25049994], train_hist_grp_loss: [ 5.87186225  7.63976775 16.93424964], cur_train_grp_loss: [0.08842973 0.11512    0.25503906], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.6990, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7837, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:56,177 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.6268, val_loss:  12.2277, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3236, 0.6753, param: [ 4.87263319  6.87358193  5.74806765 10.25375524], weights: [0.27461832 0.29505619 0.43032549], train_wt_loss:  37.8804, val_wt_loss: 36.6830, train_grp_loss: [11.49660655 13.69864278 13.00680198], val_grp_loss: [12.64698663 12.78362297 11.25072187], train_hist_grp_loss: [ 5.96029488  7.754885   17.18928688], cur_train_grp_loss: [0.08843263 0.11511726 0.25503723], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.6986, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7836, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:57,230 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.6268, val_loss:  12.2279, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3236, 0.6753, param: [ 4.87200676  6.87214827  5.7490941  10.25473464], weights: [0.27374444 0.29443132 0.43182424], train_wt_loss:  37.8805, val_wt_loss: 36.6836, train_grp_loss: [11.49695856 13.69834824 13.00670118], val_grp_loss: [12.64740572 12.78357136 11.25093822], train_hist_grp_loss: [ 6.04873032  7.86999965 17.44432221], cur_train_grp_loss: [0.08843544 0.11511465 0.25503533], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.6983, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7836, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:58,272 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  12.6269, val_loss:  12.2281, grad_norm: 0.0059, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3237, 0.6753, param: [ 4.87137343  6.8707192   5.75011799 10.25573602], weights: [0.27287084 0.29380501 0.43332415], train_wt_loss:  37.8806, val_wt_loss: 36.6842, train_grp_loss: [11.49729784 13.6980698  13.0065965 ], val_grp_loss: [12.64781313 12.78353941 11.25114897], train_hist_grp_loss: [ 6.13716846  7.98511182 17.69935556], cur_train_grp_loss: [0.08843814 0.11511217 0.25503336], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.6981, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7835, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:59,298 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  12.6269, val_loss:  12.2283, grad_norm: 0.0060, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6762, 0.3237, 0.6753, param: [ 4.87073319  6.8692947   5.7511393  10.25675946], weights: [0.27199753 0.29317728 0.43482519], train_wt_loss:  37.8806, val_wt_loss: 36.6848, train_grp_loss: [11.49762438 13.6978075  13.00648793], val_grp_loss: [12.64820882 12.78352715 11.25135411], train_hist_grp_loss: [ 6.22560921  8.10022165 17.95438687], cur_train_grp_loss: [0.08844075 0.11510983 0.2550313 ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6762, max_kl_dist_index: 0, max_train_grp_loss:  13.6978, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7835, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:08:00,316 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  12.6269, val_loss:  12.2284, grad_norm: 0.0061, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6763, 0.3237, 0.6753, param: [ 4.87008603  6.86787476  5.75215803 10.25780501], weights: [0.27112452 0.29254815 0.43632734], train_wt_loss:  37.8807, val_wt_loss: 36.6853, train_grp_loss: [11.49793814 13.69756135 13.00637546], val_grp_loss: [12.64859278 12.78353465 11.25155363], train_hist_grp_loss: [ 6.31405248  8.21532927 18.20941604], cur_train_grp_loss: [0.08844326 0.11510763 0.25502918], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6763, max_kl_dist_index: 0, max_train_grp_loss:  13.6976, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7835, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
