2024-10-07 01:28:18,185 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.2,0.1,0.02,2023
2024-10-07 01:28:18,187 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 01:28:18,187 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:28:18,279 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 01:28:18,280 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:28:18,281 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 01:28:18,498 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 01:28:18,730 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:28:19,976 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2165, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6776, param: [ 4.90005407  6.97920771  5.67480389 10.23346092], weights: [0.33281521 0.33288885 0.33429594], train_wt_loss:  37.8784, val_wt_loss: 36.6494, train_grp_loss: [11.44713637 13.75145527 13.00564157], val_grp_loss: [12.59526077 12.82743756 11.2249144 ], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6776, max_kl_dist_index: 2, max_train_grp_loss:  13.7515, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8274, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:08,625 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  47, train_loss:  12.6262, val_loss:  12.2200, grad_norm: 0.0019, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6761, 0.3234, 0.6761, param: [ 4.8937275   6.93921293  5.70190081 10.23018019], weights: [0.31237579 0.32056539 0.36705882], train_wt_loss:  37.8787, val_wt_loss: 36.6601, train_grp_loss: [11.47080264 13.72489342 13.00789916], val_grp_loss: [12.61919977 12.80240714 11.23674153], train_hist_grp_loss: [ 4.27720179  5.5711685  12.34296043], cur_train_grp_loss: [0.08823356 0.11533929 0.25505627], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7249, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8024, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:09,644 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  48, train_loss:  12.6262, val_loss:  12.2201, grad_norm: 0.0020, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6761, 0.3234, 0.6760, param: [ 4.89355624  6.93839229  5.70246457 10.23022324], weights: [0.31193893 0.32029061 0.36777046], train_wt_loss:  37.8787, val_wt_loss: 36.6603, train_grp_loss: [11.47123945 13.72441462 13.00792752], val_grp_loss: [12.61964821 12.80197857 11.23696427], train_hist_grp_loss: [ 4.36543873  5.68650373 12.59801727], cur_train_grp_loss: [0.08823694 0.11533524 0.25505685], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7244, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8020, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:10,676 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  12.6262, val_loss:  12.2202, grad_norm: 0.0020, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6761, 0.3234, 0.6760, param: [ 4.89338341  6.9375729   5.70302779 10.2302711 ], weights: [0.311502   0.32001533 0.36848267], train_wt_loss:  37.8787, val_wt_loss: 36.6606, train_grp_loss: [11.47167341 13.72393947 13.00795502], val_grp_loss: [12.62009405 12.80155443 11.23718576], train_hist_grp_loss: [ 4.45367904  5.80183495 12.85307468], cur_train_grp_loss: [0.0882403  0.11533122 0.2550574 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7239, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8016, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:11,685 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  12.6262, val_loss:  12.2203, grad_norm: 0.0021, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6761, 0.3234, 0.6760, param: [ 4.89320903  6.93675477  5.70359045 10.23032381], weights: [0.31106502 0.31973954 0.36919544], train_wt_loss:  37.8787, val_wt_loss: 36.6608, train_grp_loss: [11.47210452 13.72346799 13.00798168], val_grp_loss: [12.62053729 12.80113471 11.23740601], train_hist_grp_loss: [ 4.54192268  5.91716217 13.10813262], cur_train_grp_loss: [0.08824364 0.11532722 0.25505794], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7235, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8011, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:12,720 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  12.6262, val_loss:  12.2204, grad_norm: 0.0021, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6761, 0.3234, 0.6760, param: [ 4.89303309  6.93593789  5.70415258 10.23038135], weights: [0.31062797 0.31946326 0.36990877], train_wt_loss:  37.8787, val_wt_loss: 36.6611, train_grp_loss: [11.47253278 13.72300018 13.00800749], val_grp_loss: [12.62097792 12.80071941 11.23762501], train_hist_grp_loss: [ 4.63016964  6.03248543 13.36319108], cur_train_grp_loss: [0.08824696 0.11532326 0.25505846], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6761, max_kl_dist_index: 0, max_train_grp_loss:  13.7230, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8007, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:13,740 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.6263, val_loss:  12.2204, grad_norm: 0.0022, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6759, param: [ 4.89285559  6.93512226  5.70471415 10.23044374], weights: [0.31019087 0.31918648 0.37062265], train_wt_loss:  37.8788, val_wt_loss: 36.6613, train_grp_loss: [11.47295817 13.72253604 13.00803245], val_grp_loss: [12.62141593 12.80030855 11.23784276], train_hist_grp_loss: [ 4.71841989  6.14780476 13.61825005], cur_train_grp_loss: [0.08825025 0.11531933 0.25505897], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7225, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8003, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:14,772 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.6263, val_loss:  12.2205, grad_norm: 0.0022, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6759, param: [ 4.89267652  6.93430788  5.70527518 10.23051099], weights: [0.30975371 0.31890921 0.37133708], train_wt_loss:  37.8788, val_wt_loss: 36.6616, train_grp_loss: [11.4733807  13.72207557 13.00805655], val_grp_loss: [12.62185133 12.79990212 11.23805927], train_hist_grp_loss: [ 4.80667341  6.26312019 13.87330951], cur_train_grp_loss: [0.08825352 0.11531543 0.25505946], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7221, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7999, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:15,790 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.6263, val_loss:  12.2206, grad_norm: 0.0022, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6759, param: [ 4.89249588  6.93349475  5.70583566 10.23058311], weights: [0.3093165  0.31863143 0.37205207], train_wt_loss:  37.8788, val_wt_loss: 36.6618, train_grp_loss: [11.47380036 13.72161878 13.00807981], val_grp_loss: [12.6222841  12.79950014 11.23827452], train_hist_grp_loss: [ 4.89493019  6.37843175 14.12836944], cur_train_grp_loss: [0.08825677 0.11531156 0.25505993], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7216, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7995, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:16,838 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.6263, val_loss:  12.2207, grad_norm: 0.0023, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6759, param: [ 4.89231368  6.93268287  5.70639559 10.23066009], weights: [0.30887923 0.31835317 0.3727676 ], train_wt_loss:  37.8788, val_wt_loss: 36.6620, train_grp_loss: [11.47421715 13.72116567 13.0081022 ], val_grp_loss: [12.62271426 12.79910261 11.23848852], train_hist_grp_loss: [ 4.98319019  6.49373947 14.38342983], cur_train_grp_loss: [0.08826    0.11530772 0.25506039], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7212, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7991, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:17,877 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.6263, val_loss:  12.2208, grad_norm: 0.0023, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6759, param: [ 4.89212991  6.93187224  5.70695496 10.23074196], weights: [0.30844192 0.31807441 0.37348367], train_wt_loss:  37.8788, val_wt_loss: 36.6623, train_grp_loss: [11.47463106 13.72071624 13.00812374], val_grp_loss: [12.62314178 12.79870953 11.23870126], train_hist_grp_loss: [ 5.0714534   6.60904338 14.63849066], cur_train_grp_loss: [0.08826321 0.11530391 0.25506083], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7207, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7987, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:19,000 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.6263, val_loss:  12.2208, grad_norm: 0.0024, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6758, param: [ 4.89194457  6.93106286  5.70751379 10.23082871], weights: [0.30800455 0.31779516 0.37420029], train_wt_loss:  37.8788, val_wt_loss: 36.6625, train_grp_loss: [11.47504209 13.72027051 13.00814443], val_grp_loss: [12.62356667 12.79832091 11.23891274], train_hist_grp_loss: [ 5.15971979  6.72434352 14.89355191], cur_train_grp_loss: [0.08826639 0.11530014 0.25506125], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7203, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7983, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:20,034 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.6263, val_loss:  12.2209, grad_norm: 0.0024, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6758, param: [ 4.89175765  6.93025472  5.70807206 10.23092035], weights: [0.30756713 0.31751542 0.37491745], train_wt_loss:  37.8788, val_wt_loss: 36.6628, train_grp_loss: [11.47545024 13.71982847 13.00816425], val_grp_loss: [12.62398892 12.79793675 11.23912296], train_hist_grp_loss: [ 5.24798935  6.83963991 15.14861357], cur_train_grp_loss: [0.08826955 0.11529639 0.25506166], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7198, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7979, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:21,094 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.6263, val_loss:  12.2210, grad_norm: 0.0025, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6760, 0.3234, 0.6758, param: [ 4.89156916  6.92944783  5.70862978 10.2310169 ], weights: [0.30712967 0.31723519 0.37563514], train_wt_loss:  37.8789, val_wt_loss: 36.6630, train_grp_loss: [11.4758555  13.71939013 13.00818321], val_grp_loss: [12.62440854 12.79755707 11.23933192], train_hist_grp_loss: [ 5.33626204  6.95493259 15.40367561], cur_train_grp_loss: [0.08827269 0.11529268 0.25506204], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7194, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7976, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:22,170 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.6263, val_loss:  12.2211, grad_norm: 0.0025, live_grad: 0.0000, reward_err: 0.0098, 0.0186, 0.0009, KL_dist: 0.6760, 0.3234, 0.6758, param: [ 4.89137909  6.92864219  5.70918694 10.23111836], weights: [0.30669216 0.31695448 0.37635336], train_wt_loss:  37.8789, val_wt_loss: 36.6633, train_grp_loss: [11.47625787 13.71895549 13.00820131], val_grp_loss: [12.62482551 12.79718186 11.23953962], train_hist_grp_loss: [ 5.42453785  7.07022158 15.65873803], cur_train_grp_loss: [0.08827581 0.11528899 0.25506242], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7190, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7972, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:23,206 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.6263, val_loss:  12.2212, grad_norm: 0.0025, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6757, param: [ 4.89118744  6.92783779  5.70974355 10.23122474], weights: [0.3062546  0.31667328 0.37707212], train_wt_loss:  37.8789, val_wt_loss: 36.6635, train_grp_loss: [11.47665734 13.71852455 13.00821854], val_grp_loss: [12.62523983 12.79681113 11.23974605], train_hist_grp_loss: [ 5.51281676  7.18550692 15.9138008 ], cur_train_grp_loss: [0.08827891 0.11528534 0.25506277], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7185, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7968, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:24,239 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.6263, val_loss:  12.2213, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6757, param: [ 4.89099421  6.92703463  5.7102996  10.23133604], weights: [0.305817  0.3163916 0.3777914], train_wt_loss:  37.8789, val_wt_loss: 36.6638, train_grp_loss: [11.47705392 13.71809732 13.00823491], val_grp_loss: [12.6256515  12.79644488 11.23995121], train_hist_grp_loss: [ 5.60109874  7.30078864 16.1688639 ], cur_train_grp_loss: [0.08828198 0.11528172 0.25506311], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7181, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7964, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:25,270 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.6263, val_loss:  12.2213, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6757, param: [ 4.8907994   6.92623272  5.7108551  10.23145228], weights: [0.30537936 0.31610943 0.37851121], train_wt_loss:  37.8789, val_wt_loss: 36.6640, train_grp_loss: [11.47744758 13.71767381 13.00825041], val_grp_loss: [12.62606052 12.79608313 11.2401551 ], train_hist_grp_loss: [ 5.68938377  7.41606677 16.42392733], cur_train_grp_loss: [0.08828503 0.11527813 0.25506343], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7177, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7961, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:26,303 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.6263, val_loss:  12.2214, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6760, 0.3234, 0.6757, param: [ 4.89060301  6.92543205  5.71141003 10.23157346], weights: [0.30494168 0.31582679 0.37923153], train_wt_loss:  37.8789, val_wt_loss: 36.6643, train_grp_loss: [11.47783834 13.71725401 13.00826504], val_grp_loss: [12.62646687 12.79572587 11.24035771], train_hist_grp_loss: [ 5.77767183  7.53134134 16.67899107], cur_train_grp_loss: [0.08828806 0.11527457 0.25506373], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6760, max_kl_dist_index: 0, max_train_grp_loss:  13.7173, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7957, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:27,329 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.6263, val_loss:  12.2215, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6757, param: [ 4.89040503  6.92463262  5.71196441 10.23169958], weights: [0.30450396 0.31554366 0.37995238], train_wt_loss:  37.8790, val_wt_loss: 36.6645, train_grp_loss: [11.47822619 13.71683794 13.0082788 ], val_grp_loss: [12.62687057 12.79537312 11.24055905], train_hist_grp_loss: [ 5.86596289  7.64661238 16.93405509], cur_train_grp_loss: [0.08829106 0.11527104 0.25506402], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7168, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7954, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:28,381 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.6263, val_loss:  12.2216, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.89020546  6.92383444  5.71251823 10.23183066], weights: [0.3040662  0.31526006 0.38067374], train_wt_loss:  37.8790, val_wt_loss: 36.6648, train_grp_loss: [11.47861112 13.71642558 13.00829168], val_grp_loss: [12.62727159 12.79502487 11.24075911], train_hist_grp_loss: [ 5.95425694  7.76187993 17.18911938], cur_train_grp_loss: [0.08829405 0.11526755 0.25506429], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7164, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7950, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:29,424 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.6263, val_loss:  12.2217, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.8900043   6.92303749  5.71307149 10.23196671], weights: [0.3036284  0.31497598 0.38139561], train_wt_loss:  37.8790, val_wt_loss: 36.6650, train_grp_loss: [11.47899313 13.71601696 13.0083037 ], val_grp_loss: [12.62766995 12.79468114 11.2409579 ], train_hist_grp_loss: [ 6.04255395  7.87714401 17.44418392], cur_train_grp_loss: [0.08829701 0.11526408 0.25506454], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7160, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7947, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:30,464 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  12.6263, val_loss:  12.2218, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.88980154  6.92224178  5.71362418 10.23210773], weights: [0.30319057 0.31469143 0.382118  ], train_wt_loss:  37.8790, val_wt_loss: 36.6653, train_grp_loss: [11.47937221 13.71561207 13.00831484], val_grp_loss: [12.62806563 12.79434193 11.2411554 ], train_hist_grp_loss: [ 6.1308539   7.99240465 17.6992487 ], cur_train_grp_loss: [0.08829995 0.11526065 0.25506478], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7156, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7943, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:29:31,499 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  12.6263, val_loss:  12.2218, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0100, 0.0186, 0.0010, KL_dist: 0.6759, 0.3234, 0.6756, param: [ 4.8895972   6.92144731  5.71417631 10.23225372], weights: [0.30275271 0.3144064  0.38284089], train_wt_loss:  37.8790, val_wt_loss: 36.6655, train_grp_loss: [11.47974837 13.71521092 13.0083251 ], val_grp_loss: [12.62845863 12.79400723 11.24135162], train_hist_grp_loss: [ 6.21915676  8.1076619  17.9543137 ], cur_train_grp_loss: [0.08830286 0.11525724 0.255065  ], max_reward_err:  0.0186, max_reward_err_index: 1, max_kl_dist:  0.6759, max_kl_dist_index: 0, max_train_grp_loss:  13.7152, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7940, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2551, max_cur_train_grp_loss_index: 2, 
