2024-10-07 00:37:53,870 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.02,2021
2024-10-07 00:37:53,872 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 00:37:53,872 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:37:53,963 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 00:37:53,964 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:37:53,965 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 00:37:54,184 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 00:37:54,413 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:37:55,643 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0104, 0.0142, 0.0002, KL_dist: 0.6568, 0.3052, 0.6500, param: [5.44248962 8.3005987  5.14424008 8.57363224], weights: [0.33288853 0.33281143 0.33430004], train_wt_loss:  36.4675, val_wt_loss: 37.2662, train_grp_loss: [11.80461978 13.07608153 10.73316709], val_grp_loss: [12.66630053 12.4532737  12.14593623], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6568, max_kl_dist_index: 0, max_train_grp_loss:  13.0761, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6663, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:48,427 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  12.1559, val_loss:  12.4251, grad_norm: 0.0021, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6597, 0.3067, 0.6525, param: [5.44820323 8.28376807 5.17105309 8.61426209], weights: [0.31793662 0.32116549 0.36089789], train_wt_loss:  36.4678, val_wt_loss: 37.2754, train_grp_loss: [11.81106201 13.07366602 10.72377796], val_grp_loss: [12.67735348 12.45080266 12.14653152], train_hist_grp_loss: [ 4.96864824  5.47387208 11.30579773], cur_train_grp_loss: [0.09448765 0.10458946 0.21447946], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6597, max_kl_dist_index: 0, max_train_grp_loss:  13.0737, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6774, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:49,474 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.1559, val_loss:  12.4252, grad_norm: 0.0022, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6597, 0.3068, 0.6526, param: [5.44830825 8.28345191 5.17159105 8.61511774], weights: [0.31764059 0.32093127 0.36142814], train_wt_loss:  36.4678, val_wt_loss: 37.2756, train_grp_loss: [11.8111668  13.07365036 10.72358227], val_grp_loss: [12.6775525  12.45079026 12.14653501], train_hist_grp_loss: [ 5.06313673  5.57846141 11.52027329], cur_train_grp_loss: [0.0944885  0.10458933 0.21447556], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6597, max_kl_dist_index: 0, max_train_grp_loss:  13.0737, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6776, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:50,498 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.1559, val_loss:  12.4253, grad_norm: 0.0022, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6598, 0.3068, 0.6526, param: [5.448413   8.28313628 5.17212949 8.6159757 ], weights: [0.31734445 0.32069684 0.36195871], train_wt_loss:  36.4678, val_wt_loss: 37.2758, train_grp_loss: [11.81127076 13.07363592 10.72338612], val_grp_loss: [12.67775086 12.45077926 12.14653818], train_hist_grp_loss: [ 5.15762607  5.68305061 11.73474494], cur_train_grp_loss: [0.09448933 0.1045892  0.21447165], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6598, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6778, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:51,526 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.1559, val_loss:  12.4253, grad_norm: 0.0023, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6598, 0.3068, 0.6527, param: [5.44851746 8.28282116 5.17266842 8.61683595], weights: [0.31704821 0.32046219 0.3624896 ], train_wt_loss:  36.4678, val_wt_loss: 37.2760, train_grp_loss: [11.81137391 13.07362272 10.72318953], val_grp_loss: [12.67794853 12.45076966 12.14654105], train_hist_grp_loss: [ 5.25211623  5.7876397  11.94921266], cur_train_grp_loss: [0.09449017 0.10458909 0.21446772], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6598, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6779, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:52,546 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.1560, val_loss:  12.4254, grad_norm: 0.0023, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6599, 0.3069, 0.6527, param: [5.44862165 8.28250657 5.17320784 8.61769852], weights: [0.31675187 0.32022733 0.36302079], train_wt_loss:  36.4679, val_wt_loss: 37.2762, train_grp_loss: [11.81147623 13.07361075 10.72299249], val_grp_loss: [12.67814553 12.45076146 12.14654361], train_hist_grp_loss: [ 5.34660723  5.89222868 12.16367645], cur_train_grp_loss: [0.09449099 0.10458898 0.21446379], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6599, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6781, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:53,589 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.1560, val_loss:  12.4255, grad_norm: 0.0024, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6600, 0.3069, 0.6528, param: [5.44872557 8.28219249 5.17374774 8.61856339], weights: [0.31645544 0.31999226 0.3635523 ], train_wt_loss:  36.4679, val_wt_loss: 37.2764, train_grp_loss: [11.81157772 13.07360001 10.72279501], val_grp_loss: [12.67834185 12.45075467 12.14654585], train_hist_grp_loss: [ 5.44109904  5.99681756 12.3781363 ], cur_train_grp_loss: [0.09449181 0.10458889 0.21445985], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6600, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6783, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:54,690 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.1560, val_loss:  12.4255, grad_norm: 0.0024, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6600, 0.3069, 0.6529, param: [5.4488292  8.28187893 5.17428812 8.61943058], weights: [0.3161589  0.31975697 0.36408413], train_wt_loss:  36.4679, val_wt_loss: 37.2766, train_grp_loss: [11.8116784  13.07359051 10.72259707], val_grp_loss: [12.6785375  12.45074929 12.14654779], train_hist_grp_loss: [ 5.53559166  6.10140637 12.5925922 ], cur_train_grp_loss: [0.09449262 0.1045888  0.2144559 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6600, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6785, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:55,715 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.1560, val_loss:  12.4256, grad_norm: 0.0025, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6601, 0.3070, 0.6529, param: [5.44893256 8.28156589 5.17482899 8.62030007], weights: [0.31586227 0.31952147 0.36461626], train_wt_loss:  36.4679, val_wt_loss: 37.2768, train_grp_loss: [11.81177825 13.07358225 10.72239869], val_grp_loss: [12.67873247 12.45074531 12.14654942], train_hist_grp_loss: [ 5.63008508  6.20599509 12.80704414], cur_train_grp_loss: [0.09449343 0.10458872 0.21445194], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6601, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6787, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:56,738 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.1560, val_loss:  12.4257, grad_norm: 0.0025, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6601, 0.3070, 0.6530, param: [5.44903564 8.28125336 5.17537035 8.62117188], weights: [0.31556554 0.31928576 0.3651487 ], train_wt_loss:  36.4679, val_wt_loss: 37.2770, train_grp_loss: [11.81187727 13.07357522 10.72219986], val_grp_loss: [12.67892677 12.45074273 12.14655075], train_hist_grp_loss: [ 5.72457931  6.31058375 13.02149211], cur_train_grp_loss: [0.09449423 0.10458866 0.21444797], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6601, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6789, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:57,778 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.1560, val_loss:  12.4257, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6602, 0.3070, 0.6530, param: [5.44913844 8.28094135 5.1759122  8.622046  ], weights: [0.31526872 0.31904983 0.36568145], train_wt_loss:  36.4679, val_wt_loss: 37.2772, train_grp_loss: [11.81197548 13.07356943 10.72200059], val_grp_loss: [12.67912039 12.45074156 12.14655176], train_hist_grp_loss: [ 5.81907433  6.41517235 13.23593611], cur_train_grp_loss: [0.09449502 0.1045886  0.214444  ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6602, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6791, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:58,779 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.1560, val_loss:  12.4258, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6603, 0.3071, 0.6531, param: [5.44924096 8.28062985 5.17645454 8.62292244], weights: [0.3149718 0.3188137 0.3662145], train_wt_loss:  36.4679, val_wt_loss: 37.2774, train_grp_loss: [11.81207287 13.07356488 10.72180086], val_grp_loss: [12.67931333 12.45074181 12.14655246], train_hist_grp_loss: [ 5.91357013  6.5197609  13.45037612], cur_train_grp_loss: [0.0944958  0.10458856 0.21444001], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6603, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6793, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:38:59,785 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.1560, val_loss:  12.4259, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6603, 0.3071, 0.6531, param: [5.44934321 8.28031886 5.17699737 8.6238012 ], weights: [0.31467478 0.31857736 0.36674786], train_wt_loss:  36.4680, val_wt_loss: 37.2776, train_grp_loss: [11.81216943 13.07356156 10.72160069], val_grp_loss: [12.67950561 12.45074346 12.14655286], train_hist_grp_loss: [ 6.00806672  6.62434942 13.66481214], cur_train_grp_loss: [0.09449658 0.10458852 0.21443602], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6603, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6795, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:00,810 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.1560, val_loss:  12.4259, grad_norm: 0.0027, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6604, 0.3071, 0.6532, param: [5.44944517 8.28000839 5.17754068 8.62468229], weights: [0.31437767 0.3183408  0.36728152], train_wt_loss:  36.4680, val_wt_loss: 37.2778, train_grp_loss: [11.81226517 13.07355949 10.72140007], val_grp_loss: [12.6796972  12.45074652 12.14655295], train_hist_grp_loss: [ 6.10256407  6.72893792 13.87924415], cur_train_grp_loss: [0.09449736 0.10458849 0.21443201], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6604, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6797, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:01,825 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.1560, val_loss:  12.4260, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6604, 0.3072, 0.6532, param: [5.44954685 8.27969843 5.17808449 8.62556569], weights: [0.31408047 0.31810404 0.36781549], train_wt_loss:  36.4680, val_wt_loss: 37.2780, train_grp_loss: [11.81236009 13.07355865 10.721199  ], val_grp_loss: [12.67988813 12.45075099 12.14655274], train_hist_grp_loss: [ 6.19706219  6.83352639 14.09367216], cur_train_grp_loss: [0.09449812 0.10458848 0.214428  ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6604, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6799, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:02,860 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.1560, val_loss:  12.4261, grad_norm: 0.0028, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6605, 0.3072, 0.6533, param: [5.44964826 8.27938898 5.17862879 8.62645142], weights: [0.31378317 0.31786707 0.36834976], train_wt_loss:  36.4680, val_wt_loss: 37.2782, train_grp_loss: [11.81245419 13.07355906 10.72099749], val_grp_loss: [12.68007838 12.45075687 12.14655221], train_hist_grp_loss: [ 6.29156107  6.93811486 14.30809614], cur_train_grp_loss: [0.09449888 0.10458847 0.21442398], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6605, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6801, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:03,874 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.1560, val_loss:  12.4261, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6606, 0.3072, 0.6534, param: [5.44974938 8.27908004 5.17917359 8.62733947], weights: [0.31348578 0.3176299  0.36888432], train_wt_loss:  36.4680, val_wt_loss: 37.2783, train_grp_loss: [11.81254747 13.0735607  10.72079552], val_grp_loss: [12.68026795 12.45076416 12.14655139], train_hist_grp_loss: [ 6.38606071  7.04270333 14.52251609], cur_train_grp_loss: [0.09449963 0.10458847 0.21441995], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6606, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6803, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:04,916 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.1560, val_loss:  12.4262, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6606, 0.3073, 0.6534, param: [5.44985022 8.27877162 5.17971887 8.62822986], weights: [0.3131883  0.31739251 0.36941919], train_wt_loss:  36.4681, val_wt_loss: 37.2785, train_grp_loss: [11.81263993 13.07356359 10.72059311], val_grp_loss: [12.68045686 12.45077287 12.14655025], train_hist_grp_loss: [ 6.48056109  7.14729182 14.736932  ], cur_train_grp_loss: [0.09450038 0.10458849 0.21441591], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6606, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6805, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:05,928 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  12.1560, val_loss:  12.4262, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6607, 0.3073, 0.6535, param: [5.44995078 8.2784637  5.18026465 8.62912257], weights: [0.31289072 0.31715492 0.36995436], train_wt_loss:  36.4681, val_wt_loss: 37.2787, train_grp_loss: [11.81273157 13.07356772 10.72039025], val_grp_loss: [12.68064509 12.45078299 12.14654881], train_hist_grp_loss: [ 6.57506221  7.25188033 14.95134386], cur_train_grp_loss: [0.09450112 0.10458851 0.21441186], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6607, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6806, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:06,955 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  12.1560, val_loss:  12.4263, grad_norm: 0.0030, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6608, 0.3073, 0.6535, param: [5.45005105 8.27815628 5.18081093 8.63001762], weights: [0.31259306 0.31691713 0.37048982], train_wt_loss:  36.4681, val_wt_loss: 37.2789, train_grp_loss: [11.81282239 13.0735731  10.72018694], val_grp_loss: [12.68083265 12.45079452 12.14654706], train_hist_grp_loss: [ 6.66956406  7.35646887 15.16575166], cur_train_grp_loss: [0.09450185 0.10458854 0.21440781], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6608, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6808, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:07,949 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  12.1560, val_loss:  12.4264, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6608, 0.3074, 0.6536, param: [5.45015105 8.27784938 5.1813577  8.630915  ], weights: [0.3122953  0.31667912 0.37102557], train_wt_loss:  36.4681, val_wt_loss: 37.2791, train_grp_loss: [11.81291239 13.07357972 10.71998319], val_grp_loss: [12.68101953 12.45080748 12.14654501], train_hist_grp_loss: [ 6.76406664  7.46105745 15.3801554 ], cur_train_grp_loss: [0.09450258 0.10458858 0.21440374], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6608, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6810, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:08,972 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  71, train_loss:  12.1560, val_loss:  12.4264, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6609, 0.3074, 0.6536, param: [5.45025076 8.27754298 5.18190497 8.63181471], weights: [0.31199746 0.31644092 0.37156163], train_wt_loss:  36.4681, val_wt_loss: 37.2793, train_grp_loss: [11.81300157 13.07358758 10.71977899], val_grp_loss: [12.68120575 12.45082184 12.14654266], train_hist_grp_loss: [ 6.85856994  7.56564609 15.59455507], cur_train_grp_loss: [0.0945033  0.10458864 0.21439966], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6609, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6812, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:09,985 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  72, train_loss:  12.1560, val_loss:  12.4265, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6609, 0.3074, 0.6537, param: [5.45035019 8.27723709 5.18245273 8.63271676], weights: [0.31169952 0.31620251 0.37209797], train_wt_loss:  36.4681, val_wt_loss: 37.2795, train_grp_loss: [11.81308994 13.07359669 10.71957434], val_grp_loss: [12.68139129 12.45083763 12.14654   ], train_hist_grp_loss: [ 6.95307395  7.67023479 15.80895065], cur_train_grp_loss: [0.09450401 0.1045887  0.21439558], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6609, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6814, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:39:11,030 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  73, train_loss:  12.1561, val_loss:  12.4266, grad_norm: 0.0032, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6610, 0.3075, 0.6538, param: [5.45044933 8.2769317  5.183001   8.63362115], weights: [0.3114015  0.3159639  0.37263461], train_wt_loss:  36.4682, val_wt_loss: 37.2797, train_grp_loss: [11.81317748 13.07360705 10.71936924], val_grp_loss: [12.68157616 12.45085483 12.14653703], train_hist_grp_loss: [ 7.04757867  7.77482357 16.02334213], cur_train_grp_loss: [0.09450472 0.10458877 0.21439149], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6610, max_kl_dist_index: 0, max_train_grp_loss:  13.0736, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6816, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
