2024-09-17 14:50:27,038 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:198] - INFO: Logging to log_rdpo/2024_09_17_14_50_24/swapped_noise1.0_[1,1,1]_2021
2024-09-17 14:50:27,040 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: (IB) Seed: 2021
2024-09-17 14:50:27,041 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Data: 300
2024-09-17 14:50:27,214 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:296] - INFO: MLE reward loss: 0.3566, l2 distance: 29.5613, acc: 0.82.
2024-09-17 14:50:27,215 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-09-17 14:50:27,216 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: MLE reward parameter: [12.9300958   5.57206545 13.55993407  6.18568546]
2024-09-17 14:50:27,450 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:313] - INFO: Learned oracle reward: 3.5203, 3.8700, 3.1356
2024-09-17 14:50:27,867 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1297] - INFO: unique_group_ids: {0, 1, 2}
2024-09-17 14:50:28,492 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  0, train_loss:  0.0017, val_loss:  0.0005, grad_norm: 0.0310, live_grad: 0.0000, reward_err: 0.1132, 0.0010, 0.0692, KL_dist: 0.2104, 0.0058, 0.1125, param: [2.9868533  1.21238081 2.67089149 0.51614833], weights: [0.33374103 0.33272764 0.33353132], train_wt_loss:  0.5107, val_wt_loss: 0.5256, train_grp_loss: [0.64781343 0.34361164 0.58492129], val_grp_loss: [0.6346728  0.35784096 0.59480549], train_hist_grp_loss: [0.64786126 0.343753   0.58500575], cur_train_grp_loss: [0.64786126 0.343753   0.58500575], max_reward_err:  0.1132, max_reward_err_index: 0, max_kl_dist:  0.2104, max_kl_dist_index: 0, max_train_grp_loss:  0.6478, max_train_grp_loss_index: 0, max_val_grp_loss:  0.6347, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.6479, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:52:40,317 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  4800, train_loss:  0.0017, val_loss:  0.0005, grad_norm: 0.0402, live_grad: 0.0000, reward_err: 0.0220, 0.0588, 0.0032, KL_dist: 0.4145, 0.5959, 0.3776, param: [5.10440802 6.35970227 4.47791635 6.29194934], weights: [0.56037862 0.41309908 0.0265223 ], train_wt_loss:  0.6523, val_wt_loss: 0.4787, train_grp_loss: [0.46582111 0.62106206 0.39638538], val_grp_loss: [0.45072949 0.49374017 0.42096876], train_hist_grp_loss: [2530.06141612 2499.56889707 2224.99874606], cur_train_grp_loss: [0.46575847 0.62149345 0.39637408], max_reward_err:  0.0588, max_reward_err_index: 1, max_kl_dist:  0.5959, max_kl_dist_index: 1, max_train_grp_loss:  0.6211, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4937, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.6215, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:52:43,030 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  4900, train_loss:  0.0017, val_loss:  0.0004, grad_norm: 0.0382, live_grad: 0.0000, reward_err: 0.0264, 0.0542, 0.0048, KL_dist: 0.4297, 0.5648, 0.3816, param: [5.31657065 6.17905947 4.66934514 6.09628932], weights: [0.53082287 0.44579954 0.02337759], train_wt_loss:  0.6398, val_wt_loss: 0.4680, train_grp_loss: [0.47246518 0.57715604 0.39776442], val_grp_loss: [0.45653556 0.4593834  0.42235466], train_hist_grp_loss: [2576.96662476 2559.51072448 2264.70158511], cur_train_grp_loss: [0.47239559 0.57759837 0.39774836], max_reward_err:  0.0542, max_reward_err_index: 1, max_kl_dist:  0.5648, max_kl_dist_index: 1, max_train_grp_loss:  0.5772, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4594, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.5776, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:52:45,789 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5000, train_loss:  0.0016, val_loss:  0.0004, grad_norm: 0.0361, live_grad: 0.0000, reward_err: 0.0295, 0.0504, 0.0062, KL_dist: 0.4478, 0.5345, 0.3881, param: [5.53077115 5.98716381 4.86373772 5.89160439], weights: [0.51282163 0.46627479 0.02090357], train_wt_loss:  0.6225, val_wt_loss: 0.4554, train_grp_loss: [0.47962361 0.53340117 0.39955863], val_grp_loss: [0.46287774 0.42546736 0.42414254], train_hist_grp_loss: [2624.56472178 2615.04942778 2304.56393034], cur_train_grp_loss: [0.47955068 0.53383045 0.39953908], max_reward_err:  0.0504, max_reward_err_index: 1, max_kl_dist:  0.5345, max_kl_dist_index: 1, max_train_grp_loss:  0.5334, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4629, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5338, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:52:48,510 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5100, train_loss:  0.0016, val_loss:  0.0004, grad_norm: 0.0340, live_grad: 0.0000, reward_err: 0.0331, 0.0441, 0.0081, KL_dist: 0.4683, 0.5070, 0.3971, param: [5.73958974 5.79455834 5.05378552 5.68913515], weights: [0.50662048 0.47436741 0.01901211], train_wt_loss:  0.6039, val_wt_loss: 0.4429, train_grp_loss: [0.48693061 0.49195027 0.40162433], val_grp_loss: [0.46942451 0.39362992 0.4261924 ], train_hist_grp_loss: [2672.88904544 2666.31104247 2344.62045575], cur_train_grp_loss: [0.48685798 0.49234771 0.40160286], max_reward_err:  0.0441, max_reward_err_index: 1, max_kl_dist:  0.5070, max_kl_dist_index: 1, max_train_grp_loss:  0.4920, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4694, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4923, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:52:51,194 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5200, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0319, live_grad: 0.0000, reward_err: 0.0402, 0.0379, 0.0123, KL_dist: 0.4903, 0.4833, 0.4083, param: [5.93700473 5.61063078 5.23344937 5.49850341], weights: [0.51164909 0.4707637  0.01758721], train_wt_loss:  0.5869, val_wt_loss: 0.4324, train_grp_loss: [0.49403761 0.45436745 0.40379614], val_grp_loss: [0.47585012 0.36500878 0.42834338], train_hist_grp_loss: [2721.93691744 2713.60864134 2384.89021477], cur_train_grp_loss: [0.49396858 0.45472054 0.40377445], max_reward_err:  0.0402, max_reward_err_index: 0, max_kl_dist:  0.4903, max_kl_dist_index: 0, max_train_grp_loss:  0.4940, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4759, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4940, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:52:53,880 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5300, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0299, live_grad: 0.0000, reward_err: 0.0454, 0.0328, 0.0156, KL_dist: 0.5128, 0.4642, 0.4209, param: [6.11862893 5.44300536 5.39821618 5.32721889], weights: [0.52682617 0.45666497 0.01650886], train_wt_loss:  0.5737, val_wt_loss: 0.4253, train_grp_loss: [0.50064175 0.42159975 0.40590793], val_grp_loss: [0.48186381 0.34024097 0.43043399], train_hist_grp_loss: [2771.67287909 2757.38081584 2425.37552122], cur_train_grp_loss: [0.50057904 0.42190185 0.40588762], max_reward_err:  0.0454, max_reward_err_index: 0, max_kl_dist:  0.5128, max_kl_dist_index: 0, max_train_grp_loss:  0.5006, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4819, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5006, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:52:56,596 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0281, live_grad: 0.0000, reward_err: 0.0486, 0.0307, 0.0176, KL_dist: 0.5347, 0.4496, 0.4342, param: [6.28164227 5.29732183 5.54506904 5.18059466], weights: [0.55070418 0.43362996 0.01566586], train_wt_loss:  0.5655, val_wt_loss: 0.4219, train_grp_loss: [0.50650243 0.39406269 0.40781044], val_grp_loss: [0.48722859 0.31954967 0.43231917], train_hist_grp_loss: [2822.03417371 2798.13354969 2466.06278461], cur_train_grp_loss: [0.50644813 0.39431186 0.40779288], max_reward_err:  0.0486, max_reward_err_index: 0, max_kl_dist:  0.5347, max_kl_dist_index: 0, max_train_grp_loss:  0.5065, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4872, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5064, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:52:59,301 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0266, live_grad: 0.0000, reward_err: 0.0526, 0.0278, 0.0204, KL_dist: 0.5552, 0.4394, 0.4473, param: [6.42457875 5.17726326 5.67231642 5.06189175], weights: [0.58152339 0.40351443 0.01496218], train_wt_loss:  0.5624, val_wt_loss: 0.4224, train_grp_loss: [0.51144843 0.37177362 0.40938347], val_grp_loss: [0.49177092 0.30286234 0.43388211], train_hist_grp_loss: [2872.93739336 2836.39349868 2506.92484858], cur_train_grp_loss: [0.51140389 0.37197118 0.40936968], max_reward_err:  0.0526, max_reward_err_index: 0, max_kl_dist:  0.5552, max_kl_dist_index: 0, max_train_grp_loss:  0.5114, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4918, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5114, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:02,033 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5600, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0254, live_grad: 0.0000, reward_err: 0.0577, 0.0272, 0.0239, KL_dist: 0.5735, 0.4331, 0.4596, param: [6.54707423 5.08472464 5.77937827 4.97257074], weights: [0.6172685  0.36841099 0.0143205 ], train_wt_loss:  0.5638, val_wt_loss: 0.4259, train_grp_loss: [0.5153778  0.35448646 0.41054236], val_grp_loss: [0.49538288 0.28992312 0.43504057], train_hist_grp_loss: [2924.28546073 2872.67496504 2547.92426545], cur_train_grp_loss: [0.51534371 0.3546358  0.41053301], max_reward_err:  0.0577, max_reward_err_index: 0, max_kl_dist:  0.5735, max_kl_dist_index: 0, max_train_grp_loss:  0.5154, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4954, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5153, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:04,746 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0244, live_grad: 0.0000, reward_err: 0.0586, 0.0245, 0.0244, KL_dist: 0.5894, 0.4302, 0.4708, param: [6.6496253  5.02005879 5.86657318 4.91258791], weights: [0.6557885  0.33052699 0.01368451], train_wt_loss:  0.5689, val_wt_loss: 0.4319, train_grp_loss: [0.51825272 0.34180375 0.41123937], val_grp_loss: [0.49801864 0.28038196 0.43574814], train_hist_grp_loss: [2975.97433973 2907.45933878 2589.01695737], cur_train_grp_loss: [0.51822918 0.34190929 0.41123476], max_reward_err:  0.0586, max_reward_err_index: 0, max_kl_dist:  0.5894, max_kl_dist_index: 0, max_train_grp_loss:  0.5183, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4980, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5182, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:07,458 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5800, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0238, live_grad: 0.0000, reward_err: 0.0597, 0.0241, 0.0253, KL_dist: 0.6025, 0.4301, 0.4805, param: [6.73337134 4.98236753 5.93491619 4.88071038], weights: [0.69498403 0.29199636 0.01301961], train_wt_loss:  0.5761, val_wt_loss: 0.4391, train_grp_loss: [0.5200904  0.33325871 0.41146082], val_grp_loss: [0.49968658 0.27385668 0.43599162], train_hist_grp_loss: [3027.89902434 2941.18427159 2630.15579579], cur_train_grp_loss: [0.52007699 0.33332527 0.41146093], max_reward_err:  0.0597, max_reward_err_index: 0, max_kl_dist:  0.6025, max_kl_dist_index: 0, max_train_grp_loss:  0.5201, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4997, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5201, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:10,191 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  5900, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0234, live_grad: 0.0000, reward_err: 0.0597, 0.0222, 0.0253, KL_dist: 0.6129, 0.4325, 0.4887, param: [6.79989672 4.96981722 5.98592441 4.87483738], weights: [0.73301596 0.25467271 0.01231133], train_wt_loss:  0.5844, val_wt_loss: 0.4468, train_grp_loss: [0.52095128 0.32836979 0.41122132], val_grp_loss: [0.50043824 0.26997143 0.43578534], train_hist_grp_loss: [3079.95847564 2974.23965271 2671.29374152], cur_train_grp_loss: [0.52094723 0.32840213 0.41122589], max_reward_err:  0.0597, max_reward_err_index: 0, max_kl_dist:  0.6129, max_kl_dist_index: 0, max_train_grp_loss:  0.5210, max_train_grp_loss_index: 0, max_val_grp_loss:  0.5004, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5209, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:12,922 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6000, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0232, live_grad: 0.0000, reward_err: 0.0607, 0.0214, 0.0260, KL_dist: 0.6209, 0.4368, 0.4955, param: [6.85105094 4.97995657 6.02143112 4.89231236], weights: [0.76846954 0.21996907 0.01156139], train_wt_loss:  0.5926, val_wt_loss: 0.4541, train_grp_loss: [0.52092599 0.32667342 0.41055637], val_grp_loss: [0.5003557  0.26837755 0.43516406], train_hist_grp_loss: [3132.05930352 3006.96790507 2712.3863151 ], cur_train_grp_loss: [0.52093028 0.32667602 0.41056497], max_reward_err:  0.0607, max_reward_err_index: 0, max_kl_dist:  0.6209, max_kl_dist_index: 0, max_train_grp_loss:  0.5209, max_train_grp_loss_index: 0, max_val_grp_loss:  0.5004, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5209, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:15,656 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6100, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0233, live_grad: 0.0000, reward_err: 0.0603, 0.0219, 0.0257, KL_dist: 0.6266, 0.4429, 0.5010, param: [6.8887909  5.01001011 6.04341599 4.93020558], weights: [0.8004282  0.18878958 0.01078222], train_wt_loss:  0.6000, val_wt_loss: 0.4606, train_grp_loss: [0.52012248 0.32774166 0.40951463], val_grp_loss: [0.49953905 0.26876253 0.43417537], train_hist_grp_loss: [3184.11813954 3039.66676013 2753.39330137], cur_train_grp_loss: [0.52013399 0.32771859 0.40952674], max_reward_err:  0.0603, max_reward_err_index: 0, max_kl_dist:  0.6266, max_kl_dist_index: 0, max_train_grp_loss:  0.5201, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4995, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5201, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:18,472 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6200, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0235, live_grad: 0.0000, reward_err: 0.0600, 0.0235, 0.0255, KL_dist: 0.6305, 0.4506, 0.5055, param: [6.91505286 5.05712362 6.05386333 4.98554726], weights: [0.8284509  0.16155768 0.00999142], train_wt_loss:  0.6060, val_wt_loss: 0.4659, train_grp_loss: [0.5186549  0.33118982 0.40815105], val_grp_loss: [0.49809541 0.27085202 0.43287298], train_hist_grp_loss: [3236.06280059 3072.59326286 2794.2797148 ], cur_train_grp_loss: [0.51867249 0.33114471 0.4081661 ], max_reward_err:  0.0600, max_reward_err_index: 0, max_kl_dist:  0.6305, max_kl_dist_index: 0, max_train_grp_loss:  0.5187, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4981, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5187, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:21,183 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6300, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0238, live_grad: 0.0000, reward_err: 0.0597, 0.0243, 0.0253, KL_dist: 0.6329, 0.4595, 0.5091, param: [6.93165963 5.11854665 6.05465673 5.05549932], weights: [0.85248123 0.13831155 0.00920722], train_wt_loss:  0.6106, val_wt_loss: 0.4698, train_grp_loss: [0.51663505 0.33667809 0.40652138], val_grp_loss: [0.49613039 0.274408   0.43131138], train_hist_grp_loss: [3287.83246195 3105.9682154  2835.01614183], cur_train_grp_loss: [0.51665764 0.33661412 0.40653881], max_reward_err:  0.0597, max_reward_err_index: 0, max_kl_dist:  0.6329, max_kl_dist_index: 0, max_train_grp_loss:  0.5166, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4961, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5167, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:23,915 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6400, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0243, live_grad: 0.0000, reward_err: 0.0587, 0.0248, 0.0246, KL_dist: 0.6341, 0.4697, 0.5121, param: [6.94026359 5.19175006 6.04751226 5.13746424], weights: [0.87272857 0.11882589 0.00844555], train_wt_loss:  0.6137, val_wt_loss: 0.4725, train_grp_loss: [0.51416671 0.34390951 0.4046784 ], val_grp_loss: [0.49374244 0.27922508 0.42954218], train_hist_grp_loss: [3339.37711723 3139.9805858  2875.5786219 ], cur_train_grp_loss: [0.5141933  0.34382945 0.40469772], max_reward_err:  0.0587, max_reward_err_index: 0, max_kl_dist:  0.6341, max_kl_dist_index: 0, max_train_grp_loss:  0.5142, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4937, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5142, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:26,694 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6500, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0249, live_grad: 0.0000, reward_err: 0.0575, 0.0269, 0.0238, KL_dist: 0.6344, 0.4809, 0.5147, param: [6.94232055 5.27448654 6.03394588 5.22913954], weights: [0.88955475 0.10272661 0.00771863], train_wt_loss:  0.6154, val_wt_loss: 0.4741, train_grp_loss: [0.51134247 0.35262617 0.40266978], val_grp_loss: [0.49101963 0.28512624 0.42761191], train_hist_grp_loss: [3390.65660057 3174.79161612 2915.94823254], cur_train_grp_loss: [0.5113722  0.35253241 0.40269054], max_reward_err:  0.0575, max_reward_err_index: 0, max_kl_dist:  0.6344, max_kl_dist_index: 0, max_train_grp_loss:  0.5113, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4910, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5114, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:29,461 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6600, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0256, live_grad: 0.0000, reward_err: 0.0566, 0.0275, 0.0232, KL_dist: 0.6342, 0.4931, 0.5170, param: [6.93908712 5.36480788 6.01526719 5.3285308 ], weights: [0.90338462 0.08958065 0.00703473], train_wt_loss:  0.6159, val_wt_loss: 0.4746, train_grp_loss: [0.50824268 0.36260445 0.40053709], val_grp_loss: [0.48803845 0.29195849 0.42556116], train_hist_grp_loss: [3441.63940192 3210.53849603 2956.11051946], cur_train_grp_loss: [0.50827481 0.36249909 0.40055891], max_reward_err:  0.0566, max_reward_err_index: 0, max_kl_dist:  0.6342, max_kl_dist_index: 0, max_train_grp_loss:  0.5082, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4880, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5083, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:32,205 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0263, live_grad: 0.0000, reward_err: 0.0537, 0.0278, 0.0213, KL_dist: 0.6336, 0.5061, 0.5193, param: [6.93163335 5.4610531  5.99259046 5.43393706], weights: [0.91464496 0.0789565  0.00639854], train_wt_loss:  0.6154, val_wt_loss: 0.4744, train_grp_loss: [0.50493564 0.37365011 0.39831568], val_grp_loss: [0.48486401 0.29958883 0.42342442], train_hist_grp_loss: [3492.30144381 3247.33754857 2996.05487621], cur_train_grp_loss: [0.50496954 0.37353495 0.39833823], max_reward_err:  0.0537, max_reward_err_index: 0, max_kl_dist:  0.6336, max_kl_dist_index: 0, max_train_grp_loss:  0.5049, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4849, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5050, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:34,952 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6800, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0270, live_grad: 0.0000, reward_err: 0.0509, 0.0290, 0.0193, KL_dist: 0.6328, 0.5199, 0.5216, param: [6.92086391 5.56182006 5.96685565 5.54392056], weights: [0.92372858 0.07045951 0.00581191], train_wt_loss:  0.6141, val_wt_loss: 0.4734, train_grp_loss: [0.50147872 0.3855934  0.39603515], val_grp_loss: [0.4815509  0.30790052 0.42123052], train_hist_grp_loss: [3542.62492697 3285.2869239  3035.77394161], cur_train_grp_loss: [0.50151387 0.38547003 0.39605816], max_reward_err:  0.0509, max_reward_err_index: 0, max_kl_dist:  0.6328, max_kl_dist_index: 0, max_train_grp_loss:  0.5015, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4816, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.5015, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:37,752 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  6900, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0278, live_grad: 0.0000, reward_err: 0.0490, 0.0303, 0.0181, KL_dist: 0.6320, 0.5344, 0.5241, param: [6.9075427  5.66592933 5.93885361 5.65726928], weights: [0.93097672 0.06374874 0.00527454], train_wt_loss:  0.6122, val_wt_loss: 0.4719, train_grp_loss: [0.49791974 0.39828454 0.39371995], val_grp_loss: [0.47814462 0.31678978 0.4190033 ], train_hist_grp_loss: [3592.59730316 3324.46882283 3075.26305327], cur_train_grp_loss: [0.4979557  0.39815438 0.39374321], max_reward_err:  0.0490, max_reward_err_index: 0, max_kl_dist:  0.6320, max_kl_dist_index: 0, max_train_grp_loss:  0.4979, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4781, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4980, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:53:40,492 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  7000, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0285, live_grad: 0.0000, reward_err: 0.0482, 0.0311, 0.0176, KL_dist: 0.6312, 0.5495, 0.5267, param: [6.89231789 5.77238616 5.90925212 5.77295796], weights: [0.93667333 0.05854194 0.00478472], train_wt_loss:  0.6098, val_wt_loss: 0.4701, train_grp_loss: [0.49429855 0.41158957 0.39139024], val_grp_loss: [0.47468301 0.32616287 0.41676233], train_hist_grp_loss: [3642.2103991  3364.95128452 3114.51977483], cur_train_grp_loss: [0.49433496 0.41145389 0.39141355], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  0.6312, max_kl_dist_index: 0, max_train_grp_loss:  0.4943, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4747, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4943, max_cur_train_grp_loss_index: 0, 
