2024-10-07 17:31:52,557 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,1,2021
2024-10-07 17:31:52,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 17:31:52,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:31:52,647 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 17:31:52,648 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:31:52,649 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 17:31:52,858 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 17:31:53,086 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:31:54,297 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1566, val_loss:  12.4246, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0098, 0.0149, 0.0001, KL_dist: 0.6659, 0.3100, 0.6608, param: [5.43158951 8.3444196  5.16696908 8.70178998], weights: [0.31016477 0.30659363 0.38324159], train_wt_loss:  36.4697, val_wt_loss: 37.2738, train_grp_loss: [11.74866721 13.14550239 10.70395786], val_grp_loss: [12.62047609 12.53046358 12.12225306], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0149, max_reward_err_index: 1, max_kl_dist:  0.6659, max_kl_dist_index: 0, max_train_grp_loss:  13.1455, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6205, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:16,792 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  12.3655, val_loss:  12.7208, grad_norm: 0.1797, live_grad: 0.0000, reward_err: 0.0086, 0.0167, 0.0005, KL_dist: 0.8122, 0.3921, 0.8150, param: [ 5.31858456  7.91226334  6.04822832 11.0253731 ], weights: [0.05384991 0.07114929 0.8750008 ], train_wt_loss:  37.0965, val_wt_loss: 38.1624, train_grp_loss: [11.67820349 13.85067904 10.37074032], val_grp_loss: [12.66178027 13.3618476  12.13891793], train_hist_grp_loss: [2.2145796  2.49315931 5.00260374], cur_train_grp_loss: [0.09342482 0.11038668 0.2076386 ], max_reward_err:  0.0167, max_reward_err_index: 1, max_kl_dist:  0.8150, max_kl_dist_index: 2, max_train_grp_loss:  13.8507, max_train_grp_loss_index: 1, max_val_grp_loss:  13.3618, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2076, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:17,785 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  12.3859, val_loss:  12.7449, grad_norm: 0.1906, live_grad: 0.0000, reward_err: 0.0087, 0.0167, 0.0007, KL_dist: 0.8198, 0.3967, 0.8233, param: [ 5.30468196  7.87572581  6.08580743 11.16108181], weights: [0.04864952 0.06540518 0.88594531], train_wt_loss:  37.1578, val_wt_loss: 38.2346, train_grp_loss: [11.67924129 13.90281275 10.36048856], val_grp_loss: [12.66304538 13.42520977 12.14663505], train_hist_grp_loss: [2.30800522 2.60396474 5.21001854], cur_train_grp_loss: [0.09342563 0.11080543 0.20741481], max_reward_err:  0.0167, max_reward_err_index: 1, max_kl_dist:  0.8233, max_kl_dist_index: 2, max_train_grp_loss:  13.9028, max_train_grp_loss_index: 1, max_val_grp_loss:  13.4252, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2074, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:18,770 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  12.4067, val_loss:  12.7692, grad_norm: 0.2011, live_grad: 0.0000, reward_err: 0.0087, 0.0171, 0.0007, KL_dist: 0.8272, 0.4012, 0.8314, param: [ 5.29079882  7.83757567  6.12165728 11.2949144 ], weights: [0.04391024 0.06009313 0.89599663], train_wt_loss:  37.2201, val_wt_loss: 38.3075, train_grp_loss: [11.68113658 13.95447002 10.35115249], val_grp_loss: [12.66459706 13.48833028 12.15483957], train_hist_grp_loss: [2.40143915 2.71518724 5.41722831], cur_train_grp_loss: [0.09343393 0.1112225  0.20720977], max_reward_err:  0.0171, max_reward_err_index: 1, max_kl_dist:  0.8314, max_kl_dist_index: 2, max_train_grp_loss:  13.9545, max_train_grp_loss_index: 1, max_val_grp_loss:  13.4883, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2072, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:19,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  12.4276, val_loss:  12.7934, grad_norm: 0.2114, live_grad: 0.0000, reward_err: 0.0091, 0.0174, 0.0009, KL_dist: 0.8343, 0.4056, 0.8392, param: [ 5.2770397   7.79804566  6.15568977 11.42636669], weights: [0.03959913 0.0551878  0.90521306], train_wt_loss:  37.2829, val_wt_loss: 38.3803, train_grp_loss: [11.68379645 14.00540916 10.34269825], val_grp_loss: [12.66638746 13.55091134 12.16342381], train_hist_grp_loss: [2.49488825 2.826823   5.62425136], cur_train_grp_loss: [0.09344909 0.11163576 0.20702305], max_reward_err:  0.0174, max_reward_err_index: 1, max_kl_dist:  0.8392, max_kl_dist_index: 2, max_train_grp_loss:  14.0054, max_train_grp_loss_index: 1, max_val_grp_loss:  13.5509, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2070, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:20,742 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  12.4486, val_loss:  12.8176, grad_norm: 0.2212, live_grad: 0.0000, reward_err: 0.0094, 0.0177, 0.0011, KL_dist: 0.8412, 0.4099, 0.8467, param: [ 5.26349786  7.75739314  6.18784589 11.5549796 ], weights: [0.03568403 0.05066376 0.91365221], train_wt_loss:  37.3457, val_wt_loss: 38.4529, train_grp_loss: [11.68711929 14.05541394 10.33508304], val_grp_loss: [12.66836574 13.61267869 12.17228079], train_hist_grp_loss: [2.58835862 2.93886627 5.83110533], cur_train_grp_loss: [0.09347037 0.11204327 0.20685396], max_reward_err:  0.0177, max_reward_err_index: 1, max_kl_dist:  0.8467, max_kl_dist_index: 2, max_train_grp_loss:  14.0554, max_train_grp_loss_index: 1, max_val_grp_loss:  13.6127, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2069, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:21,732 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  12.4694, val_loss:  12.8416, grad_norm: 0.2306, live_grad: 0.0000, reward_err: 0.0096, 0.0179, 0.0012, KL_dist: 0.8478, 0.4141, 0.8539, param: [ 5.25025446  7.71589219  6.21809409 11.68034208], weights: [0.03213387 0.04649592 0.92137022], train_wt_loss:  37.4082, val_wt_loss: 38.5247, train_grp_loss: [11.69099929 14.1042943  10.32825761], val_grp_loss: [12.67048069 13.67338336 12.18130735], train_hist_grp_loss: [2.68185557 3.05130958 6.03780699], cur_train_grp_loss: [0.09349695 0.11244331 0.20670166], max_reward_err:  0.0179, max_reward_err_index: 1, max_kl_dist:  0.8539, max_kl_dist_index: 2, max_train_grp_loss:  14.1043, max_train_grp_loss_index: 1, max_val_grp_loss:  13.6734, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2067, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:22,736 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  12.4900, val_loss:  12.8651, grad_norm: 0.2395, live_grad: 0.0000, reward_err: 0.0096, 0.0179, 0.0012, KL_dist: 0.8541, 0.4181, 0.8609, param: [ 5.23737831  7.67382574  6.24642804 11.80209321], weights: [0.02891895 0.04265981 0.92842124], train_wt_loss:  37.4701, val_wt_loss: 38.5953, train_grp_loss: [11.69533036 14.15188631 10.32216843], val_grp_loss: [12.67268283 13.73280254 12.19040665], train_hist_grp_loss: [2.77538357 3.16414394 6.24437214], cur_train_grp_loss: [0.09352799 0.11283435 0.20656515], max_reward_err:  0.0179, max_reward_err_index: 1, max_kl_dist:  0.8609, max_kl_dist_index: 2, max_train_grp_loss:  14.1519, max_train_grp_loss_index: 1, max_val_grp_loss:  13.7328, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2066, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:23,722 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  12.5103, val_loss:  12.8882, grad_norm: 0.2480, live_grad: 0.0000, reward_err: 0.0096, 0.0188, 0.0012, KL_dist: 0.8601, 0.4220, 0.8675, param: [ 5.22492597  7.63147797  6.27286381 11.91992324], weights: [0.02601112 0.03913187 0.93485701], train_wt_loss:  37.5310, val_wt_loss: 38.6645, train_grp_loss: [11.70000944 14.19805167 10.31675961], val_grp_loss: [12.67492606 13.79074014 12.19949004], train_hist_grp_loss: [2.86894621 3.27735903 6.45081551], cur_train_grp_loss: [0.09356264 0.11321509 0.20644337], max_reward_err:  0.0188, max_reward_err_index: 1, max_kl_dist:  0.8675, max_kl_dist_index: 2, max_train_grp_loss:  14.1981, max_train_grp_loss_index: 1, max_val_grp_loss:  13.7907, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2064, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:24,708 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  12.5302, val_loss:  12.9107, grad_norm: 0.2561, live_grad: 0.0000, reward_err: 0.0098, 0.0195, 0.0013, KL_dist: 0.8658, 0.4258, 0.8737, param: [ 5.21294234  7.58912733  6.29743695 12.03357375], weights: [0.02338391 0.03588952 0.94072657], train_wt_loss:  37.5905, val_wt_loss: 38.7320, train_grp_loss: [11.70493897 14.24267664 10.31197459], val_grp_loss: [12.67716876 13.84702665 12.20847825], train_hist_grp_loss: [2.96254628 3.39094344 6.6571507 ], cur_train_grp_loss: [0.09360008 0.11358441 0.20633519], max_reward_err:  0.0195, max_reward_err_index: 1, max_kl_dist:  0.8737, max_kl_dist_index: 2, max_train_grp_loss:  14.2427, max_train_grp_loss_index: 1, max_val_grp_loss:  13.8470, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2063, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:25,675 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  12.5495, val_loss:  12.9325, grad_norm: 0.2636, live_grad: 0.0000, reward_err: 0.0101, 0.0195, 0.0014, KL_dist: 0.8712, 0.4295, 0.8797, param: [ 5.20146132  7.54704037  6.3201993  12.14283699], weights: [0.02101252 0.03291135 0.94607612], train_wt_loss:  37.6485, val_wt_loss: 38.7974, train_grp_loss: [11.71002887 14.28567077 10.30775738], val_grp_loss: [12.67937448 13.90151878 12.21730212], train_hist_grp_loss: [3.0561858  3.50488486 6.8633902 ], cur_train_grp_loss: [0.09363951 0.11394141 0.20623949], max_reward_err:  0.0195, max_reward_err_index: 1, max_kl_dist:  0.8797, max_kl_dist_index: 2, max_train_grp_loss:  14.2857, max_train_grp_loss_index: 1, max_val_grp_loss:  13.9015, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2062, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:26,671 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  12.5682, val_loss:  12.9536, grad_norm: 0.2707, live_grad: 0.0000, reward_err: 0.0102, 0.0195, 0.0016, KL_dist: 0.8763, 0.4330, 0.8853, param: [ 5.19050681  7.50546657  6.34121591 12.24755445], weights: [0.01887392 0.03017716 0.95094892], train_wt_loss:  37.7047, val_wt_loss: 38.8607, train_grp_loss: [11.71519775 14.32696531 10.30405369], val_grp_loss: [12.68151234 13.95409865 12.22590283], train_hist_grp_loss: [3.14986603 3.61917022 7.06954534], cur_train_grp_loss: [0.09368023 0.11428537 0.20615515], max_reward_err:  0.0195, max_reward_err_index: 1, max_kl_dist:  0.8853, max_kl_dist_index: 2, max_train_grp_loss:  14.3270, max_train_grp_loss_index: 1, max_val_grp_loss:  13.9541, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2062, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:27,664 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  12.5863, val_loss:  12.9739, grad_norm: 0.2774, live_grad: 0.0000, reward_err: 0.0103, 0.0198, 0.0018, KL_dist: 0.8811, 0.4363, 0.8906, param: [ 5.18009372  7.46463419  6.3605621  12.34761477], weights: [0.01694675 0.02766794 0.95538531], train_wt_loss:  37.7590, val_wt_loss: 38.9216, train_grp_loss: [11.72037368 14.36651157 10.30081167], val_grp_loss: [12.68355703 14.0046728  12.23423176], train_hist_grp_loss: [3.24358761 3.73378594 7.27562642], cur_train_grp_loss: [0.09372158 0.11461572 0.20608107], max_reward_err:  0.0198, max_reward_err_index: 1, max_kl_dist:  0.8906, max_kl_dist_index: 2, max_train_grp_loss:  14.3665, max_train_grp_loss_index: 1, max_val_grp_loss:  14.0047, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2061, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:28,648 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  12.6037, val_loss:  12.9933, grad_norm: 0.2836, live_grad: 0.0000, reward_err: 0.0103, 0.0204, 0.0018, KL_dist: 0.8856, 0.4395, 0.8956, param: [ 5.17022908  7.42474725  6.37832075 12.442951  ], weights: [0.01521132 0.02536594 0.95942275], train_wt_loss:  37.8112, val_wt_loss: 38.9800, train_grp_loss: [11.72549448 14.40427914 10.29798244], val_grp_loss: [12.68548863 14.05317092 12.24225   ], train_hist_grp_loss: [3.3373506  3.84871804 7.48164265], cur_train_grp_loss: [0.09376299 0.11493209 0.20601623], max_reward_err:  0.0204, max_reward_err_index: 1, max_kl_dist:  0.8956, max_kl_dist_index: 2, max_train_grp_loss:  14.4043, max_train_grp_loss_index: 1, max_val_grp_loss:  14.0532, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2060, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:29,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  12.6204, val_loss:  13.0119, grad_norm: 0.2894, live_grad: 0.0000, reward_err: 0.0103, 0.0211, 0.0018, KL_dist: 0.8898, 0.4426, 0.9003, param: [ 5.16091311  7.38598357  6.3945798  12.53353749], weights: [0.01364953 0.0232546  0.96309587], train_wt_loss:  37.8612, val_wt_loss: 39.0358, train_grp_loss: [11.73050762 14.4402541  10.29552048], val_grp_loss: [12.68729228 14.09954443 12.24992775], train_hist_grp_loss: [3.43115455 3.96395227 7.6876023 ], cur_train_grp_loss: [0.09380396 0.11523423 0.20595965], max_reward_err:  0.0211, max_reward_err_index: 1, max_kl_dist:  0.9003, max_kl_dist_index: 2, max_train_grp_loss:  14.4403, max_train_grp_loss_index: 1, max_val_grp_loss:  14.0995, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2060, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:30,602 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  12.6363, val_loss:  13.0296, grad_norm: 0.2947, live_grad: 0.0000, reward_err: 0.0103, 0.0220, 0.0020, KL_dist: 0.8938, 0.4455, 0.9046, param: [ 5.15214028  7.34849377  6.40943012 12.61938632], weights: [0.0122448  0.02131854 0.96643665], train_wt_loss:  37.9090, val_wt_loss: 39.0889, train_grp_loss: [11.7353699  14.47443726 10.2933838 ], val_grp_loss: [12.68895773 14.14376488 12.25724351], train_hist_grp_loss: [3.52499862 4.0794743  7.89351271], cur_train_grp_loss: [0.09384406 0.11552203 0.20591041], max_reward_err:  0.0220, max_reward_err_index: 1, max_kl_dist:  0.9046, max_kl_dist_index: 2, max_train_grp_loss:  14.4744, max_train_grp_loss_index: 1, max_val_grp_loss:  14.1438, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2059, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:31,590 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  12.6515, val_loss:  13.0465, grad_norm: 0.2997, live_grad: 0.0000, reward_err: 0.0106, 0.0226, 0.0021, KL_dist: 0.8975, 0.4482, 0.9088, param: [ 5.14390033  7.31240119  6.42296366 12.70054352], weights: [0.01098198 0.01954352 0.96947451], train_wt_loss:  37.9544, val_wt_loss: 39.1394, train_grp_loss: [11.74004685 14.50684242 10.291534  ], val_grp_loss: [12.69047881 14.18582229 12.26418317], train_hist_grp_loss: [3.61888158 4.1952698  8.09938038], cur_train_grp_loss: [0.09388296 0.1157955  0.20586768], max_reward_err:  0.0226, max_reward_err_index: 1, max_kl_dist:  0.9088, max_kl_dist_index: 2, max_train_grp_loss:  14.5068, max_train_grp_loss_index: 1, max_val_grp_loss:  14.1858, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2059, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:32,582 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  12.6658, val_loss:  13.0624, grad_norm: 0.3043, live_grad: 0.0000, reward_err: 0.0106, 0.0236, 0.0021, KL_dist: 0.9009, 0.4508, 0.9126, param: [ 5.13617914  7.2778025   6.43527193 12.77708507], weights: [0.00984723 0.01791633 0.97223644], train_wt_loss:  37.9975, val_wt_loss: 39.1872, train_grp_loss: [11.74451202 14.53749468 10.28993625], val_grp_loss: [12.69185287 14.22572336 12.27073917], train_hist_grp_loss: [3.71280195 4.31132454 8.30521106], cur_train_grp_loss: [0.09392037 0.11605474 0.20583068], max_reward_err:  0.0236, max_reward_err_index: 1, max_kl_dist:  0.9126, max_kl_dist_index: 2, max_train_grp_loss:  14.5375, max_train_grp_loss_index: 1, max_val_grp_loss:  14.2257, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2058, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:33,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  12.6794, val_loss:  13.0774, grad_norm: 0.3086, live_grad: 0.0000, reward_err: 0.0104, 0.0240, 0.0022, KL_dist: 0.9041, 0.4533, 0.9162, param: [ 5.12895958  7.24476904  6.44644472 12.84911296], weights: [0.00882798 0.01642481 0.97474721], train_wt_loss:  38.0382, val_wt_loss: 39.2323, train_grp_loss: [11.7487462  14.56642888 10.28855915], val_grp_loss: [12.69308029 14.2634897  12.27690952], train_hist_grp_loss: [3.80675805 4.4276245  8.51100979], cur_train_grp_loss: [0.0939561  0.11629996 0.20579873], max_reward_err:  0.0240, max_reward_err_index: 1, max_kl_dist:  0.9162, max_kl_dist_index: 2, max_train_grp_loss:  14.5664, max_train_grp_loss_index: 1, max_val_grp_loss:  14.2635, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2058, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:34,612 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  12.6922, val_loss:  13.0916, grad_norm: 0.3125, live_grad: 0.0000, reward_err: 0.0104, 0.0242, 0.0022, KL_dist: 0.9071, 0.4556, 0.9195, param: [ 5.12222225  7.21334851  6.45656914 12.91675116], weights: [0.00791282 0.01505773 0.97702945], train_wt_loss:  38.0767, val_wt_loss: 39.2748, train_grp_loss: [11.7527366  14.59368806 10.28737458], val_grp_loss: [12.6941639  14.29915601 12.282697  ], train_hist_grp_loss: [3.90074802 4.54415593 8.71678097], cur_train_grp_loss: [0.09398997 0.11653143 0.20577118], max_reward_err:  0.0242, max_reward_err_index: 1, max_kl_dist:  0.9195, max_kl_dist_index: 2, max_train_grp_loss:  14.5937, max_train_grp_loss_index: 1, max_val_grp_loss:  14.2992, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2058, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:35,602 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  12.7043, val_loss:  13.1049, grad_norm: 0.3161, live_grad: 0.0000, reward_err: 0.0104, 0.0247, 0.0022, KL_dist: 0.9099, 0.4577, 0.9226, param: [ 5.11594608  7.18356705  6.46572886 12.98014184], weights: [0.00709137 0.01380478 0.97910385], train_wt_loss:  38.1129, val_wt_loss: 39.3148, train_grp_loss: [11.75647595 14.61932202 10.28635749], val_grp_loss: [12.69510851 14.33276825 12.28810828], train_hist_grp_loss: [3.99476991 4.66090543 8.92252846], cur_train_grp_loss: [0.09402189 0.1167495  0.20574749], max_reward_err:  0.0247, max_reward_err_index: 1, max_kl_dist:  0.9226, max_kl_dist_index: 2, max_train_grp_loss:  14.6193, max_train_grp_loss_index: 1, max_val_grp_loss:  14.3328, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2057, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:36,598 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  12.7156, val_loss:  13.1174, grad_norm: 0.3195, live_grad: 0.0000, reward_err: 0.0104, 0.0254, 0.0022, KL_dist: 0.9125, 0.4598, 0.9254, param: [ 5.11010894  7.15543151  6.47400357 13.03944165], weights: [0.00635427 0.01265644 0.98098929], train_wt_loss:  38.1469, val_wt_loss: 39.3522, train_grp_loss: [11.75996174 14.64338604 10.2854857 ], val_grp_loss: [12.6959205  14.36438196 12.29315322], train_hist_grp_loss: [4.08882172 4.77786001 9.12825561], cur_train_grp_loss: [0.09405181 0.11695458 0.20572715], max_reward_err:  0.0254, max_reward_err_index: 1, max_kl_dist:  0.9254, max_kl_dist_index: 2, max_train_grp_loss:  14.6434, max_train_grp_loss_index: 1, max_val_grp_loss:  14.3644, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2057, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:37,583 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  12.7263, val_loss:  13.1291, grad_norm: 0.3225, live_grad: 0.0000, reward_err: 0.0104, 0.0264, 0.0022, KL_dist: 0.9148, 0.4617, 0.9281, param: [ 5.10468804  7.12893191  6.48146861 13.09481837], weights: [0.00569303 0.01160399 0.98270298], train_wt_loss:  38.1788, val_wt_loss: 39.3872, train_grp_loss: [11.76319542 14.66593964 10.28473962], val_grp_loss: [12.69660735 14.3940605  12.29784419], train_hist_grp_loss: [4.18290141 4.8950071  9.33396533], cur_train_grp_loss: [0.09407969 0.11714709 0.20570971], max_reward_err:  0.0264, max_reward_err_index: 1, max_kl_dist:  0.9281, max_kl_dist_index: 2, max_train_grp_loss:  14.6659, max_train_grp_loss_index: 1, max_val_grp_loss:  14.3941, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2057, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:38,578 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  12.7362, val_loss:  13.1400, grad_norm: 0.3253, live_grad: 0.0000, reward_err: 0.0103, 0.0268, 0.0023, KL_dist: 0.9170, 0.4635, 0.9306, param: [ 5.0996604   7.10404374  6.48819476 13.14644773], weights: [0.00509998 0.01063941 0.9842606 ], train_wt_loss:  38.2086, val_wt_loss: 39.4199, train_grp_loss: [11.76618167 14.68704552 10.28410206], val_grp_loss: [12.69717738 14.42187358 12.30219541], train_hist_grp_loss: [4.27700697 5.01233462 9.53966012], cur_train_grp_loss: [0.09410556 0.11732752 0.20569479], max_reward_err:  0.0268, max_reward_err_index: 1, max_kl_dist:  0.9306, max_kl_dist_index: 2, max_train_grp_loss:  14.6870, max_train_grp_loss_index: 1, max_val_grp_loss:  14.4219, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2057, max_cur_train_grp_loss_index: 2, 
