2024-10-07 00:59:31,073 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.04,2021
2024-10-07 00:59:31,074 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 00:59:31,075 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:59:31,165 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 00:59:31,166 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:59:31,167 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 00:59:31,392 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 00:59:31,627 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:59:32,952 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6570, 0.3053, 0.6502, param: [5.44226926 8.30150541 5.14464219 8.57609433], weights: [0.33244291 0.33228895 0.33526814], train_wt_loss:  36.4675, val_wt_loss: 37.2663, train_grp_loss: [11.80348267 13.07745009 10.73259334], val_grp_loss: [12.66535943 12.4547959  12.14545168], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0775, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6654, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:27,760 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  12.1563, val_loss:  12.4288, grad_norm: 0.0049, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6632, 0.3087, 0.6559, param: [5.45316072 8.26854862 5.20080709 8.66562084], weights: [0.30164167 0.3079212  0.39043713], train_wt_loss:  36.4690, val_wt_loss: 37.2863, train_grp_loss: [11.8143489  13.07598684 10.7121546 ], val_grp_loss: [12.68605914 12.45369522 12.14580934], train_hist_grp_loss: [ 5.0637758   5.57887895 11.51445545], cur_train_grp_loss: [0.09451379 0.1046071  0.21425187], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6632, max_kl_dist_index: 0, max_train_grp_loss:  13.0760, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6861, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:28,801 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  12.1564, val_loss:  12.4289, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6634, 0.3087, 0.6560, param: [5.45334004 8.26796842 5.20193981 8.6675904 ], weights: [0.30103998 0.30743108 0.39152893], train_wt_loss:  36.4691, val_wt_loss: 37.2868, train_grp_loss: [11.81447116 13.07609098 10.71171416], val_grp_loss: [12.68638601 12.45382455 12.14578405], train_hist_grp_loss: [ 5.15829059  5.68348685 11.72869855], cur_train_grp_loss: [0.09451479 0.10460789 0.21424309], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6634, max_kl_dist_index: 0, max_train_grp_loss:  13.0761, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6864, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:29,870 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  12.1564, val_loss:  12.4291, grad_norm: 0.0051, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6635, 0.3088, 0.6562, param: [5.45351816 8.26739012 5.20307462 8.66956958], weights: [0.30043804 0.30694025 0.39262171], train_wt_loss:  36.4691, val_wt_loss: 37.2872, train_grp_loss: [11.8145902  13.07620021 10.71127193], val_grp_loss: [12.68671023 12.45395968 12.14575759], train_hist_grp_loss: [ 5.25280636  5.78809557 11.94293283], cur_train_grp_loss: [0.09451577 0.10460873 0.21423428], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6635, max_kl_dist_index: 0, max_train_grp_loss:  13.0762, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6867, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:30,909 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  12.1564, val_loss:  12.4292, grad_norm: 0.0052, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6636, 0.3089, 0.6563, param: [5.45369509 8.26681372 5.20421152 8.67155837], weights: [0.29983583 0.3064487  0.39371547], train_wt_loss:  36.4692, val_wt_loss: 37.2876, train_grp_loss: [11.81470602 13.07631455 10.71082793], val_grp_loss: [12.68703182 12.45410062 12.14572997], train_hist_grp_loss: [ 5.34732309  5.89270518 12.15715827], cur_train_grp_loss: [0.09451672 0.1046096  0.21422544], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6636, max_kl_dist_index: 0, max_train_grp_loss:  13.0763, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6870, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:32,004 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  12.1564, val_loss:  12.4294, grad_norm: 0.0053, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6638, 0.3090, 0.6564, param: [5.45387081 8.2662392  5.20535051 8.6735568 ], weights: [0.29923337 0.30595644 0.39481019], train_wt_loss:  36.4693, val_wt_loss: 37.2881, train_grp_loss: [11.81481863 13.07643399 10.71038214], val_grp_loss: [12.68735077 12.45424736 12.1457012 ], train_hist_grp_loss: [ 5.44184073  5.99731569 12.37137483], cur_train_grp_loss: [0.09451765 0.10461052 0.21421656], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6638, max_kl_dist_index: 0, max_train_grp_loss:  13.0764, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6874, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:33,052 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  12.1564, val_loss:  12.4295, grad_norm: 0.0054, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6639, 0.3090, 0.6566, param: [5.45404533 8.26566656 5.2064916  8.67556487], weights: [0.29863065 0.30546349 0.39590586], train_wt_loss:  36.4693, val_wt_loss: 37.2885, train_grp_loss: [11.81492804 13.07655853 10.70993456], val_grp_loss: [12.68766709 12.45439993 12.14567128], train_hist_grp_loss: [ 5.53635928  6.10192716 12.58558247], cur_train_grp_loss: [0.09451855 0.10461147 0.21420764], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6639, max_kl_dist_index: 0, max_train_grp_loss:  13.0766, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6877, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:34,101 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  12.1565, val_loss:  12.4297, grad_norm: 0.0056, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6641, 0.3091, 0.6567, param: [5.45421864 8.2650958  5.2076348  8.6775826 ], weights: [0.29802769 0.30496983 0.39700248], train_wt_loss:  36.4694, val_wt_loss: 37.2890, train_grp_loss: [11.81503424 13.0766882  10.70948521], val_grp_loss: [12.68798079 12.45455831 12.1456402 ], train_hist_grp_loss: [ 5.63087871  6.20653963 12.79978116], cur_train_grp_loss: [0.09451942 0.10461247 0.21419869], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6641, max_kl_dist_index: 0, max_train_grp_loss:  13.0767, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6880, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:35,149 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  12.1565, val_loss:  12.4298, grad_norm: 0.0057, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6642, 0.3092, 0.6568, param: [5.45439074 8.26452689 5.20878012 8.67961   ], weights: [0.2974245  0.30447548 0.39810002], train_wt_loss:  36.4695, val_wt_loss: 37.2894, train_grp_loss: [11.81513725 13.07682298 10.70903408], val_grp_loss: [12.68829185 12.45472253 12.14560799], train_hist_grp_loss: [ 5.72539898  6.31115314 13.01397086], cur_train_grp_loss: [0.09452027 0.10461351 0.2141897 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6642, max_kl_dist_index: 0, max_train_grp_loss:  13.0768, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6883, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:36,188 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  12.1565, val_loss:  12.4299, grad_norm: 0.0058, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6643, 0.3093, 0.6570, param: [5.45456163 8.26395985 5.20992754 8.68164708], weights: [0.29682107 0.30398045 0.39919848], train_wt_loss:  36.4695, val_wt_loss: 37.2898, train_grp_loss: [11.81523706 13.07696289 10.70858117], val_grp_loss: [12.6886003  12.45489258 12.14557463], train_hist_grp_loss: [ 5.81992008  6.41576772 13.22815155], cur_train_grp_loss: [0.0945211  0.10461458 0.21418068], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6643, max_kl_dist_index: 0, max_train_grp_loss:  13.0770, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6886, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:37,223 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  12.1565, val_loss:  12.4301, grad_norm: 0.0059, live_grad: 0.0000, reward_err: 0.0105, 0.0142, 0.0002, KL_dist: 0.6645, 0.3093, 0.6571, param: [5.4547313  8.26339465 5.21107709 8.68369386], weights: [0.29621741 0.30348474 0.40029786], train_wt_loss:  36.4696, val_wt_loss: 37.2903, train_grp_loss: [11.81533368 13.07710794 10.70812648], val_grp_loss: [12.68890613 12.45506847 12.14554014], train_hist_grp_loss: [ 5.91444198  6.52038343 13.44232317], cur_train_grp_loss: [0.0945219  0.1046157  0.21417162], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6645, max_kl_dist_index: 0, max_train_grp_loss:  13.0771, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6889, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:38,275 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  12.1566, val_loss:  12.4302, grad_norm: 0.0060, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6646, 0.3094, 0.6572, param: [5.45489975 8.2628313  5.21222876 8.68575035], weights: [0.29561352 0.30298835 0.40139813], train_wt_loss:  36.4697, val_wt_loss: 37.2907, train_grp_loss: [11.81542711 13.07725812 10.70767002], val_grp_loss: [12.68920935 12.45525021 12.14550451], train_hist_grp_loss: [ 6.00896464  6.62500029 13.6564857 ], cur_train_grp_loss: [0.09452267 0.10461686 0.21416253], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6646, max_kl_dist_index: 0, max_train_grp_loss:  13.0773, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6892, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:39,318 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  12.1566, val_loss:  12.4304, grad_norm: 0.0062, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6648, 0.3095, 0.6574, param: [5.45506697 8.26226978 5.21338256 8.68781656], weights: [0.29500942 0.30249129 0.40249929], train_wt_loss:  36.4698, val_wt_loss: 37.2912, train_grp_loss: [11.81551737 13.07741344 10.70721178], val_grp_loss: [12.68950995 12.45543781 12.14546776], train_hist_grp_loss: [ 6.10348806  6.72961835 13.8706391 ], cur_train_grp_loss: [0.09452342 0.10461806 0.2141534 ], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6648, max_kl_dist_index: 0, max_train_grp_loss:  13.0774, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6895, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:40,367 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  12.1566, val_loss:  12.4305, grad_norm: 0.0063, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6649, 0.3096, 0.6575, param: [5.45523297 8.26171008 5.2145385  8.6898925 ], weights: [0.2944051  0.30199357 0.40360132], train_wt_loss:  36.4698, val_wt_loss: 37.2916, train_grp_loss: [11.81560445 13.07757391 10.70675176], val_grp_loss: [12.68980795 12.45563127 12.14542987], train_hist_grp_loss: [ 6.1980122   6.83423766 14.08478334], cur_train_grp_loss: [0.09452414 0.10461931 0.21414424], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6649, max_kl_dist_index: 0, max_train_grp_loss:  13.0776, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6898, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:41,440 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  12.1566, val_loss:  12.4307, grad_norm: 0.0064, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6650, 0.3097, 0.6576, param: [5.45539773 8.2611522  5.21569658 8.69197819], weights: [0.29380058 0.3014952  0.40470422], train_wt_loss:  36.4699, val_wt_loss: 37.2921, train_grp_loss: [11.81568835 13.07773954 10.70628998], val_grp_loss: [12.69010334 12.45583059 12.14539087], train_hist_grp_loss: [ 6.29253704  6.93885825 14.29891837], cur_train_grp_loss: [0.09452484 0.10462059 0.21413504], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6650, max_kl_dist_index: 0, max_train_grp_loss:  13.0777, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6901, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:42,476 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  12.1567, val_loss:  12.4309, grad_norm: 0.0065, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6652, 0.3097, 0.6578, param: [5.45556126 8.26059614 5.2168568  8.69407364], weights: [0.29319585 0.30099617 0.40580798], train_wt_loss:  36.4700, val_wt_loss: 37.2926, train_grp_loss: [11.81576909 13.07791032 10.70582642], val_grp_loss: [12.69039613 12.45603579 12.14535075], train_hist_grp_loss: [ 6.38706254  7.04348017 14.51304417], cur_train_grp_loss: [0.09452551 0.10462192 0.2141258 ], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6652, max_kl_dist_index: 0, max_train_grp_loss:  13.0779, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6904, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:43,539 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  12.1567, val_loss:  12.4310, grad_norm: 0.0066, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6653, 0.3098, 0.6579, param: [5.45572355 8.26004187 5.21801917 8.69617885], weights: [0.29259093 0.30049649 0.40691258], train_wt_loss:  36.4701, val_wt_loss: 37.2930, train_grp_loss: [11.81584666 13.07808627 10.70536109], val_grp_loss: [12.69068633 12.45624687 12.14530952], train_hist_grp_loss: [ 6.4815887   7.14810345 14.7271607 ], cur_train_grp_loss: [0.09452615 0.10462328 0.21411653], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6653, max_kl_dist_index: 0, max_train_grp_loss:  13.0781, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6907, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:44,601 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  12.1567, val_loss:  12.4312, grad_norm: 0.0068, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6655, 0.3099, 0.6581, param: [5.4558846  8.2594894  5.2191837  8.69829385], weights: [0.29198581 0.29999618 0.40801801], train_wt_loss:  36.4702, val_wt_loss: 37.2935, train_grp_loss: [11.81592108 13.07826739 10.704894  ], val_grp_loss: [12.69097393 12.45646383 12.14526717], train_hist_grp_loss: [ 6.57611547  7.25272814 14.94126792], cur_train_grp_loss: [0.09452677 0.10462469 0.21410722], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6655, max_kl_dist_index: 0, max_train_grp_loss:  13.0783, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6910, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:45,627 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  12.1568, val_loss:  12.4313, grad_norm: 0.0069, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6656, 0.3100, 0.6582, param: [5.45604441 8.25893871 5.22035038 8.70041864], weights: [0.29138051 0.29949522 0.40912426], train_wt_loss:  36.4703, val_wt_loss: 37.2939, train_grp_loss: [11.81599234 13.07845368 10.70442513], val_grp_loss: [12.69125894 12.45668668 12.14522372], train_hist_grp_loss: [ 6.67064284  7.35735428 15.1553658 ], cur_train_grp_loss: [0.09452737 0.10462614 0.21409788], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6656, max_kl_dist_index: 0, max_train_grp_loss:  13.0785, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6913, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:46,676 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  12.1568, val_loss:  12.4315, grad_norm: 0.0070, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6658, 0.3101, 0.6583, param: [5.45620296 8.2583898  5.22151923 8.70255324], weights: [0.29077503 0.29899364 0.41023133], train_wt_loss:  36.4704, val_wt_loss: 37.2944, train_grp_loss: [11.81606045 13.07864515 10.7039545 ], val_grp_loss: [12.69154137 12.45691544 12.14517917], train_hist_grp_loss: [ 6.76517078  7.46198191 15.3694543 ], cur_train_grp_loss: [0.09452794 0.10462763 0.2140885 ], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6658, max_kl_dist_index: 0, max_train_grp_loss:  13.0786, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6915, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:47,725 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  71, train_loss:  12.1568, val_loss:  12.4316, grad_norm: 0.0072, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6659, 0.3101, 0.6585, param: [5.45636027 8.25784266 5.22269025 8.70469765], weights: [0.29016937 0.29849144 0.41133919], train_wt_loss:  36.4705, val_wt_loss: 37.2949, train_grp_loss: [11.81612542 13.0788418  10.70348211], val_grp_loss: [12.69182122 12.4571501  12.14513353], train_hist_grp_loss: [ 6.85969926  7.56661107 15.58353339], cur_train_grp_loss: [0.09452848 0.10462916 0.21407909], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6659, max_kl_dist_index: 0, max_train_grp_loss:  13.0788, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6918, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:48,760 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  72, train_loss:  12.1568, val_loss:  12.4318, grad_norm: 0.0073, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6661, 0.3102, 0.6586, param: [5.45651632 8.25729728 5.22386344 8.70685189], weights: [0.28956354 0.29798862 0.41244784], train_wt_loss:  36.4705, val_wt_loss: 37.2954, train_grp_loss: [11.81618725 13.07904365 10.70300796], val_grp_loss: [12.69209849 12.45739066 12.14508678], train_hist_grp_loss: [ 6.95422826  7.67124181 15.79760304], cur_train_grp_loss: [0.094529   0.10463073 0.21406964], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6661, max_kl_dist_index: 0, max_train_grp_loss:  13.0790, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6921, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:49,785 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  73, train_loss:  12.1569, val_loss:  12.4319, grad_norm: 0.0074, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6662, 0.3103, 0.6588, param: [5.4566711  8.25675365 5.2250388  8.70901598], weights: [0.28895755 0.29748519 0.41355727], train_wt_loss:  36.4706, val_wt_loss: 37.2958, train_grp_loss: [11.81624594 13.07925069 10.70253204], val_grp_loss: [12.69237319 12.45763715 12.14503895], train_hist_grp_loss: [ 7.04875776  7.77587416 16.01166319], cur_train_grp_loss: [0.0945295  0.10463235 0.21406016], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6662, max_kl_dist_index: 0, max_train_grp_loss:  13.0793, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6924, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:00:50,842 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  74, train_loss:  12.1569, val_loss:  12.4321, grad_norm: 0.0075, live_grad: 0.0000, reward_err: 0.0105, 0.0139, 0.0002, KL_dist: 0.6664, 0.3104, 0.6589, param: [5.45682463 8.25621177 5.22621635 8.71118991], weights: [0.28835139 0.29698115 0.41466746], train_wt_loss:  36.4707, val_wt_loss: 37.2963, train_grp_loss: [11.81630151 13.07946293 10.70205437], val_grp_loss: [12.69264531 12.45788956 12.14499004], train_hist_grp_loss: [ 7.14328773  7.88050816 16.22571384], cur_train_grp_loss: [0.09452997 0.10463401 0.21405064], max_reward_err:  0.0139, max_reward_err_index: 1, max_kl_dist:  0.6664, max_kl_dist_index: 0, max_train_grp_loss:  13.0795, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6926, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2141, max_cur_train_grp_loss_index: 2, 
