2024-10-07 00:41:28,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.02,2022
2024-10-07 00:41:28,561 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 00:41:28,562 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:41:28,653 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 00:41:28,654 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:41:28,655 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 00:41:28,873 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 00:41:29,106 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:41:30,371 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2619, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6506, 0.3478, 0.6807, param: [4.1508262  9.52426175 4.95548794 8.85653162], weights: [0.33267478 0.33275415 0.33457107], train_wt_loss:  40.3003, val_wt_loss: 36.7857, train_grp_loss: [11.73538699 15.8963272  11.15342789], val_grp_loss: [10.62053484 14.91092252 11.27012295], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8963, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9109, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:21,940 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  49, train_loss:  13.4335, val_loss:  12.2607, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15186683 9.49801442 4.97020939 8.86739922], weights: [0.31395875 0.32291584 0.36312541], train_wt_loss:  40.3004, val_wt_loss: 36.7820, train_grp_loss: [11.75030437 15.88041855 11.1579892 ], val_grp_loss: [10.63157809 14.8900044  11.27620585], train_hist_grp_loss: [ 4.8128557   6.21936161 12.08718746], cur_train_grp_loss: [0.09475847 0.12310609 0.2374025 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8804, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8900, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:22,993 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  50, train_loss:  13.4335, val_loss:  12.2607, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15186457 9.4975293  4.97049239 8.86767527], weights: [0.31357602 0.32270507 0.36371891], train_wt_loss:  40.3004, val_wt_loss: 36.7820, train_grp_loss: [11.75055679 15.88015369 11.15805997], val_grp_loss: [10.63175751 14.88966695 11.27631283], train_hist_grp_loss: [ 4.90761622  6.34246563 12.32459148], cur_train_grp_loss: [0.09476052 0.12310402 0.23740403], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8802, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8897, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:24,054 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  51, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15186136 9.49704621 4.97077467 8.86795352], weights: [0.31319328 0.32249392 0.36431281], train_wt_loss:  40.3004, val_wt_loss: 36.7819, train_grp_loss: [11.7508071  15.87989123 11.15812982], val_grp_loss: [10.63193507 14.88933312 11.27641911], train_hist_grp_loss: [ 5.00237878  6.4655676  12.56199701], cur_train_grp_loss: [0.09476255 0.12310197 0.23740553], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8799, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8893, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:25,105 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  52, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15185721 9.49656515 4.97105624 8.86823397], weights: [0.31281051 0.32228238 0.36490711], train_wt_loss:  40.3004, val_wt_loss: 36.7819, train_grp_loss: [11.7510553  15.8796312  11.15819877], val_grp_loss: [10.63211076 14.8890029  11.27652469], train_hist_grp_loss: [ 5.09714335  6.58866753 12.79940403], cur_train_grp_loss: [0.09476457 0.12309993 0.23740702], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8796, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8890, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:26,159 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  53, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15185211 9.49608613 4.97133709 8.86851663], weights: [0.31242774 0.32207045 0.36550182], train_wt_loss:  40.3004, val_wt_loss: 36.7819, train_grp_loss: [11.75130137 15.87937357 11.15826681], val_grp_loss: [10.63228458 14.88867631 11.27662957], train_hist_grp_loss: [ 5.19190992  6.71176545 13.03681252], cur_train_grp_loss: [0.09476657 0.12309792 0.23740848], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8794, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8887, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:27,211 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  54, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6801, param: [4.15184606 9.49560915 4.97161723 8.8688015 ], weights: [0.31204494 0.32185814 0.36609692], train_wt_loss:  40.3004, val_wt_loss: 36.7818, train_grp_loss: [11.75154534 15.87911837 11.15833394], val_grp_loss: [10.63245654 14.88835333 11.27673374], train_hist_grp_loss: [ 5.28667848  6.83486136 13.27422245], cur_train_grp_loss: [0.09476856 0.12309592 0.23740993], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6801, max_kl_dist_index: 2, max_train_grp_loss:  15.8791, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8884, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:28,259 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  55, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15183906 9.4951342  4.97189665 8.86908858], weights: [0.31166214 0.32164544 0.36669242], train_wt_loss:  40.3004, val_wt_loss: 36.7818, train_grp_loss: [11.75178718 15.87886558 11.15840015], val_grp_loss: [10.63262662 14.88803397 11.27683721], train_hist_grp_loss: [ 5.38144901  6.95795531 13.51163381], cur_train_grp_loss: [0.09477053 0.12309394 0.23741136], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8789, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8880, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:29,328 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  56, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15183111 9.4946613  4.97217536 8.86937787], weights: [0.31127932 0.32143237 0.36728832], train_wt_loss:  40.3004, val_wt_loss: 36.7817, train_grp_loss: [11.7520269  15.87861521 11.15846545], val_grp_loss: [10.63279484 14.88771824 11.27693997], train_hist_grp_loss: [ 5.47622149  7.08104729 13.74904658], cur_train_grp_loss: [0.09477248 0.12309198 0.23741277], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8786, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8877, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:30,366 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  57, train_loss:  13.4335, val_loss:  12.2606, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15182221 9.49419042 4.97245335 8.86966937], weights: [0.31089649 0.32121891 0.3678846 ], train_wt_loss:  40.3004, val_wt_loss: 36.7817, train_grp_loss: [11.7522645  15.87836726 11.15852984], val_grp_loss: [10.63296118 14.88740614 11.27704203], train_hist_grp_loss: [ 5.5709959   7.20413733 13.98646074], cur_train_grp_loss: [0.09477441 0.12309004 0.23741416], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8784, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8874, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:31,407 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  58, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0016, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15181237 9.49372159 4.97273061 8.86996308], weights: [0.31051365 0.32100507 0.36848129], train_wt_loss:  40.3004, val_wt_loss: 36.7816, train_grp_loss: [11.75249997 15.87812173 11.15859331], val_grp_loss: [10.63312565 14.88709766 11.27714339], train_hist_grp_loss: [ 5.66577223  7.32722545 14.22387626], cur_train_grp_loss: [0.09477633 0.12308812 0.23741553], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8781, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8871, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:32,438 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  59, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0016, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15180157 9.4932548  4.97300716 8.87025901], weights: [0.31013079 0.32079085 0.36907836], train_wt_loss:  40.3004, val_wt_loss: 36.7816, train_grp_loss: [11.75273332 15.87787863 11.15865587], val_grp_loss: [10.63328824 14.88679282 11.27724403], train_hist_grp_loss: [ 5.76055045  7.45031166 14.46129314], cur_train_grp_loss: [0.09477823 0.12308621 0.23741688], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8779, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8868, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:33,468 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  60, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0016, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15178982 9.49279005 4.97328299 8.87055716], weights: [0.30974793 0.32057625 0.36967582], train_wt_loss:  40.3004, val_wt_loss: 36.7816, train_grp_loss: [11.75296454 15.87763795 11.15871751], val_grp_loss: [10.63344896 14.88649161 11.27734397], train_hist_grp_loss: [ 5.85533056  7.57339599 14.69871135], cur_train_grp_loss: [0.09478011 0.12308433 0.23741821], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8776, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8865, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:34,542 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  61, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3472, 0.6800, param: [4.15177712 9.49232733 4.9735581  8.87085752], weights: [0.30936506 0.32036127 0.37027367], train_wt_loss:  40.3004, val_wt_loss: 36.7815, train_grp_loss: [11.75319363 15.87739969 11.15877824], val_grp_loss: [10.6336078  14.88619403 11.2774432 ], train_hist_grp_loss: [ 5.95011253  7.69647846 14.93613087], cur_train_grp_loss: [0.09478197 0.12308246 0.23741952], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8774, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8862, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:35,590 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  62, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15176347 9.49186666 4.97383248 8.87116011], weights: [0.30898218 0.32014591 0.3708719 ], train_wt_loss:  40.3004, val_wt_loss: 36.7815, train_grp_loss: [11.75342059 15.87716386 11.15883804], val_grp_loss: [10.63376476 14.88590009 11.27754173], train_hist_grp_loss: [ 6.04489635  7.81955907 15.17355169], cur_train_grp_loss: [0.09478382 0.12308062 0.23742081], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8772, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8859, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:36,637 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  63, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15174886 9.49140803 4.97410615 8.87146492], weights: [0.3085993  0.31993018 0.37147052], train_wt_loss:  40.3004, val_wt_loss: 36.7814, train_grp_loss: [11.75364542 15.87693046 11.15889693], val_grp_loss: [10.63391984 14.88560978 11.27763954], train_hist_grp_loss: [ 6.139682    7.94263786 15.41097377], cur_train_grp_loss: [0.09478565 0.12307879 0.23742209], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8769, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8856, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:37,676 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  64, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15173331 9.49095144 4.97437908 8.87177195], weights: [0.30821641 0.31971407 0.37206952], train_wt_loss:  40.3004, val_wt_loss: 36.7814, train_grp_loss: [11.75386812 15.87669949 11.1589549 ], val_grp_loss: [10.63407304 14.88532312 11.27773664], train_hist_grp_loss: [ 6.23446946  8.06571484 15.64839711], cur_train_grp_loss: [0.09478746 0.12307698 0.23742334], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8767, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8853, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:38,728 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  65, train_loss:  13.4335, val_loss:  12.2605, grad_norm: 0.0018, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.1517168  9.4904969  4.9746513  8.87208121], weights: [0.30783351 0.31949759 0.3726689 ], train_wt_loss:  40.3005, val_wt_loss: 36.7814, train_grp_loss: [11.75408868 15.87647094 11.15901194], val_grp_loss: [10.63422435 14.8850401  11.27783304], train_hist_grp_loss: [ 6.32925872  8.18879003 15.88582169], cur_train_grp_loss: [0.09478926 0.12307519 0.23742457], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8765, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8850, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:39,829 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  66, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0018, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15169933 9.49004439 4.97492278 8.87239269], weights: [0.30745061 0.31928073 0.37326866], train_wt_loss:  40.3005, val_wt_loss: 36.7813, train_grp_loss: [11.7543071  15.87624483 11.15906807], val_grp_loss: [10.63437379 14.88476072 11.27792872], train_hist_grp_loss: [ 6.42404976  8.31186345 16.12324747], cur_train_grp_loss: [0.09479104 0.12307342 0.23742579], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8762, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8848, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:40,865 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  67, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0018, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15168092 9.48959393 4.97519354 8.8727064 ], weights: [0.30706771 0.3190635  0.37386879], train_wt_loss:  40.3005, val_wt_loss: 36.7813, train_grp_loss: [11.75452338 15.87602115 11.15912327], val_grp_loss: [10.63452133 14.88448499 11.27802369], train_hist_grp_loss: [ 6.51884256  8.43493512 16.36067445], cur_train_grp_loss: [0.0947928  0.12307167 0.23742698], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8760, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8845, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:41,903 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0018, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3471, 0.6800, param: [4.15166155 9.48914552 4.97546357 8.87302234], weights: [0.3066848  0.31884589 0.3744693 ], train_wt_loss:  40.3005, val_wt_loss: 36.7813, train_grp_loss: [11.75473752 15.8757999  11.15917755], val_grp_loss: [10.63466699 14.88421291 11.27811794], train_hist_grp_loss: [ 6.6136371   8.55800505 16.59810261], cur_train_grp_loss: [0.09479454 0.12306993 0.23742815], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8758, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8842, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:42,928 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0019, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3471, 0.6800, param: [4.15164122 9.48869914 4.97573287 8.87334051], weights: [0.3063019  0.31862791 0.37507019], train_wt_loss:  40.3005, val_wt_loss: 36.7813, train_grp_loss: [11.75494952 15.87558109 11.15923091], val_grp_loss: [10.63481077 14.88394447 11.27821149], train_hist_grp_loss: [ 6.70843337  8.68107326 16.83553192], cur_train_grp_loss: [0.09479627 0.12306822 0.23742931], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8756, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8839, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:43,985 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0019, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3471, 0.6800, param: [4.15161994 9.48825482 4.97600144 8.87366092], weights: [0.30591899 0.31840957 0.37567145], train_wt_loss:  40.3005, val_wt_loss: 36.7812, train_grp_loss: [11.75515938 15.87536471 11.15928335], val_grp_loss: [10.63495265 14.88367969 11.27830431], train_hist_grp_loss: [ 6.80323135  8.80413978 17.07296236], cur_train_grp_loss: [0.09479798 0.12306652 0.23743044], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8754, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8837, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:42:45,015 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  71, train_loss:  13.4335, val_loss:  12.2604, grad_norm: 0.0019, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3471, 0.6800, param: [4.1515977  9.48781254 4.97626929 8.87398356], weights: [0.30553608 0.31819085 0.37627307], train_wt_loss:  40.3005, val_wt_loss: 36.7812, train_grp_loss: [11.75536709 15.87515076 11.15933486], val_grp_loss: [10.63509264 14.88341856 11.27839643], train_hist_grp_loss: [ 6.89803103  8.92720463 17.31039392], cur_train_grp_loss: [0.09479967 0.12306484 0.23743156], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6800, max_kl_dist_index: 2, max_train_grp_loss:  15.8752, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8834, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
