2024-10-07 17:19:12,513 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,1,2023
2024-10-07 17:19:12,515 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 17:19:12,516 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:19:12,605 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 17:19:12,606 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:19:12,606 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 17:19:12,814 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 17:19:13,044 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:19:14,350 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6263, val_loss:  12.2213, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0092, 0.0189, 0.0010, KL_dist: 0.6793, 0.3255, 0.6811, param: [ 4.86984388  6.96415822  5.68975979 10.30138106], weights: [0.30678156 0.31019421 0.38302423], train_wt_loss:  37.8789, val_wt_loss: 36.6638, train_grp_loss: [11.42332967 13.78302986 12.99372611], val_grp_loss: [12.57498377 12.87149034 11.21534873], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6811, max_kl_dist_index: 2, max_train_grp_loss:  13.7830, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8715, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:36,853 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  22, train_loss:  13.0238, val_loss:  12.8677, grad_norm: 0.2582, live_grad: 0.0000, reward_err: 0.0076, 0.0476, 0.0064, KL_dist: 0.8133, 0.4526, 0.8662, param: [ 3.6301932   6.01011522  5.75395441 13.76947943], weights: [0.01931762 0.0429325  0.93774989], train_wt_loss:  39.0715, val_wt_loss: 38.6030, train_grp_loss: [10.41182794 16.06640231 12.58250688], val_grp_loss: [11.65759531 15.88846064 11.0479082 ], train_hist_grp_loss: [2.01236259 2.81097408 5.89482832], cur_train_grp_loss: [0.08051045 0.13338184 0.24708488], max_reward_err:  0.0476, max_reward_err_index: 1, max_kl_dist:  0.8662, max_kl_dist_index: 2, max_train_grp_loss:  16.0664, max_train_grp_loss_index: 1, max_val_grp_loss:  15.8885, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2471, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:37,848 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  23, train_loss:  13.0756, val_loss:  12.9364, grad_norm: 0.2797, live_grad: 0.0000, reward_err: 0.0075, 0.0511, 0.0070, KL_dist: 0.8233, 0.4647, 0.8797, param: [ 3.55690239  5.94600621  5.73582581 13.99304589], weights: [0.01647631 0.03868515 0.94483854], train_wt_loss:  39.2269, val_wt_loss: 38.8091, train_grp_loss: [10.36204646 16.25867635 12.56548461], val_grp_loss: [11.60919365 16.13318576 11.05707222], train_hist_grp_loss: [2.09245357 2.94598586 6.14154414], cur_train_grp_loss: [0.08009098 0.13501178 0.24671582], max_reward_err:  0.0511, max_reward_err_index: 1, max_kl_dist:  0.8797, max_kl_dist_index: 2, max_train_grp_loss:  16.2587, max_train_grp_loss_index: 1, max_val_grp_loss:  16.1332, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2467, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:38,857 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  24, train_loss:  13.1285, val_loss:  13.0056, grad_norm: 0.3007, live_grad: 0.0000, reward_err: 0.0075, 0.0534, 0.0070, KL_dist: 0.8330, 0.4769, 0.8928, param: [ 3.48672934  5.88285257  5.71783723 14.20828786], weights: [0.01403875 0.03489256 0.95106869], train_wt_loss:  39.3855, val_wt_loss: 39.0169, train_grp_loss: [10.31696109 16.44775714 12.55022486], val_grp_loss: [11.56497427 16.37335937 11.06849215], train_hist_grp_loss: [2.17216162 3.08261339 6.38792619], cur_train_grp_loss: [0.07970805 0.13662753 0.24638205], max_reward_err:  0.0534, max_reward_err_index: 1, max_kl_dist:  0.8928, max_kl_dist_index: 2, max_train_grp_loss:  16.4478, max_train_grp_loss_index: 1, max_val_grp_loss:  16.3734, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2464, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:39,859 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  25, train_loss:  13.1818, val_loss:  13.0749, grad_norm: 0.3210, live_grad: 0.0000, reward_err: 0.0074, 0.0543, 0.0070, KL_dist: 0.8424, 0.4891, 0.9054, param: [ 3.4199386   5.82118025  5.70017256 14.41425711], weights: [0.0119513  0.03150503 0.95654367], train_wt_loss:  39.5455, val_wt_loss: 39.2246, train_grp_loss: [10.27640903 16.63233719 12.53665245], val_grp_loss: [11.52483152 16.6073674  11.08177282], train_hist_grp_loss: [2.25152286 3.22082984 6.63400903], cur_train_grp_loss: [0.07936124 0.13821645 0.24608284], max_reward_err:  0.0543, max_reward_err_index: 1, max_kl_dist:  0.9054, max_kl_dist_index: 2, max_train_grp_loss:  16.6323, max_train_grp_loss_index: 1, max_val_grp_loss:  16.6074, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2461, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:40,860 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  26, train_loss:  13.2351, val_loss:  13.1434, grad_norm: 0.3405, live_grad: 0.0000, reward_err: 0.0074, 0.0555, 0.0075, KL_dist: 0.8515, 0.5012, 0.9176, param: [ 3.35670077  5.76142402  5.6829787  14.61028359], weights: [0.01016643 0.02847756 0.96135601], train_wt_loss:  39.7052, val_wt_loss: 39.4301, train_grp_loss: [10.24014781 16.81132203 12.52466488], val_grp_loss: [11.48858375 16.83387277 11.09652093], train_hist_grp_loss: [2.33057216 3.36059738 6.87982575], cur_train_grp_loss: [0.0790493  0.13976754 0.24581671], max_reward_err:  0.0555, max_reward_err_index: 1, max_kl_dist:  0.9176, max_kl_dist_index: 2, max_train_grp_loss:  16.8113, max_train_grp_loss_index: 1, max_val_grp_loss:  16.8339, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2458, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:41,840 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  27, train_loss:  13.2877, val_loss:  13.2106, grad_norm: 0.3591, live_grad: 0.0000, reward_err: 0.0074, 0.0574, 0.0075, KL_dist: 0.8602, 0.5130, 0.9292, param: [ 3.29710339  5.7039263   5.6663686  14.79594963], weights: [0.00864233 0.02576969 0.96558798], train_wt_loss:  39.8632, val_wt_loss: 39.6317, train_grp_loss: [10.20788231 16.98383392 12.51414201], val_grp_loss: [11.45599693 17.05181683 11.11236161], train_hist_grp_loss: [2.40934253 3.50186899 7.12540741], cur_train_grp_loss: [0.07877037 0.14127161 0.24558166], max_reward_err:  0.0574, max_reward_err_index: 1, max_kl_dist:  0.9292, max_kl_dist_index: 2, max_train_grp_loss:  16.9838, max_train_grp_loss_index: 1, max_val_grp_loss:  17.0518, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2456, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:42,821 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  28, train_loss:  13.3394, val_loss:  13.2760, grad_norm: 0.3767, live_grad: 0.0000, reward_err: 0.0077, 0.0574, 0.0082, KL_dist: 0.8686, 0.5245, 0.9402, param: [ 3.24116327  5.64894118  5.65042517 14.97105821], weights: [0.00734242 0.02334527 0.96931231], train_wt_loss:  40.0182, val_wt_loss: 39.8281, train_grp_loss: [10.17928767 17.14920494 12.50495437], val_grp_loss: [11.42680507 17.26040795 11.12895011], train_hist_grp_loss: [2.4878647  3.64459029 7.37078274], cur_train_grp_loss: [0.07852217 0.14272129 0.24537533], max_reward_err:  0.0574, max_reward_err_index: 1, max_kl_dist:  0.9402, max_kl_dist_index: 2, max_train_grp_loss:  17.1492, max_train_grp_loss_index: 1, max_val_grp_loss:  17.2604, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2454, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:43,819 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  29, train_loss:  13.3897, val_loss:  13.3394, grad_norm: 0.3934, live_grad: 0.0000, reward_err: 0.0077, 0.0586, 0.0082, KL_dist: 0.8765, 0.5356, 0.9507, param: [ 3.18883915  5.59664217  5.6352054  15.1355987 ], weights: [0.00623485 0.0211722  0.97259295], train_wt_loss:  40.1690, val_wt_loss: 40.0182, train_grp_loss: [10.15402773 17.30696229 12.49696982], val_grp_loss: [11.40072685 17.45910054 11.14597909], train_hist_grp_loss: [2.56616691 3.78870125 7.61597793], cur_train_grp_loss: [0.07830221 0.14411097 0.24519518], max_reward_err:  0.0586, max_reward_err_index: 1, max_kl_dist:  0.9507, max_kl_dist_index: 2, max_train_grp_loss:  17.3070, max_train_grp_loss_index: 1, max_val_grp_loss:  17.4591, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2452, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:44,817 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  30, train_loss:  13.4383, val_loss:  13.4003, grad_norm: 0.4091, live_grad: 0.0000, reward_err: 0.0079, 0.0595, 0.0084, KL_dist: 0.8840, 0.5463, 0.9606, param: [ 3.14004387  5.54713197  5.62074445 15.28971256], weights: [0.00529199 0.01922203 0.97548598], train_wt_loss:  40.3148, val_wt_loss: 40.2010, train_grp_loss: [10.13176906 17.45680829 12.49005856], val_grp_loss: [11.37747849 17.64756808 11.16318208], train_hist_grp_loss: [2.64427482 3.93413791 7.86101655], cur_train_grp_loss: [0.07810791 0.14543666 0.24503862], max_reward_err:  0.0595, max_reward_err_index: 1, max_kl_dist:  0.9606, max_kl_dist_index: 2, max_train_grp_loss:  17.4568, max_train_grp_loss_index: 1, max_val_grp_loss:  17.6476, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2450, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:45,811 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  31, train_loss:  13.4850, val_loss:  13.4586, grad_norm: 0.4237, live_grad: 0.0000, reward_err: 0.0079, 0.0599, 0.0087, KL_dist: 0.8911, 0.5565, 0.9699, param: [ 3.09465554  5.50045318  5.60705955 15.43366105], weights: [0.00448996 0.01746965 0.97804039], train_wt_loss:  40.4551, val_wt_loss: 40.3759, train_grp_loss: [10.11219098 17.59859767 12.48409677], val_grp_loss: [11.35678323 17.82567309 11.18033404], train_hist_grp_loss: [2.7222115  4.08083378 8.10591966], cur_train_grp_loss: [0.07793669 0.14669587 0.24490311], max_reward_err:  0.0599, max_reward_err_index: 1, max_kl_dist:  0.9699, max_kl_dist_index: 2, max_train_grp_loss:  17.5986, max_train_grp_loss_index: 1, max_val_grp_loss:  17.8257, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2449, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:46,797 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  32, train_loss:  13.5297, val_loss:  13.5142, grad_norm: 0.4375, live_grad: 0.0000, reward_err: 0.0080, 0.0615, 0.0090, KL_dist: 0.8977, 0.5662, 0.9786, param: [ 3.05252727  5.45659905  5.59415354 15.56779591], weights: [0.00380817 0.01589291 0.98029892], train_wt_loss:  40.5892, val_wt_loss: 40.5425, train_grp_loss: [10.0949922  17.73231384 12.47896895], val_grp_loss: [11.33837778 17.99343642 11.19724983], train_hist_grp_loss: [2.79999759 4.22872115 8.35070587], cur_train_grp_loss: [0.07778608 0.14788738 0.24478621], max_reward_err:  0.0615, max_reward_err_index: 1, max_kl_dist:  0.9786, max_kl_dist_index: 2, max_train_grp_loss:  17.7323, max_train_grp_loss_index: 1, max_val_grp_loss:  17.9934, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2448, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:47,787 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  33, train_loss:  13.5723, val_loss:  13.5669, grad_norm: 0.4502, live_grad: 0.0000, reward_err: 0.0079, 0.0620, 0.0093, KL_dist: 0.9039, 0.5755, 0.9867, param: [ 3.01349552  5.4155235   5.58201793 15.69253391], weights: [0.00322894 0.0144723  0.98229876], train_wt_loss:  40.7170, val_wt_loss: 40.7006, train_grp_loss: [10.07989477 17.8580458  12.47456921], val_grp_loss: [11.32201638 18.15100769 11.2137812 ], train_hist_grp_loss: [2.87765137 4.3777322  8.59539154], cur_train_grp_loss: [0.07765379 0.14901104 0.24468567], max_reward_err:  0.0620, max_reward_err_index: 1, max_kl_dist:  0.9867, max_kl_dist_index: 2, max_train_grp_loss:  17.8580, max_train_grp_loss_index: 1, max_val_grp_loss:  18.1510, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2447, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:48,774 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  34, train_loss:  13.6127, val_loss:  13.6167, grad_norm: 0.4621, live_grad: 0.0000, reward_err: 0.0080, 0.0625, 0.0096, KL_dist: 0.9098, 0.5842, 0.9943, param: [ 2.97738692  5.37715027  5.57063557 15.80833525], weights: [0.0027371  0.01319065 0.98407225], train_wt_loss:  40.8381, val_wt_loss: 40.8500, train_grp_loss: [10.06664584 17.97596668 12.47080191], val_grp_loss: [11.30747306 18.298638   11.2298131 ], train_hist_grp_loss: [2.95518902 4.52779981 8.83999093], cur_train_grp_loss: [0.07753765 0.15006761 0.2445994 ], max_reward_err:  0.0625, max_reward_err_index: 1, max_kl_dist:  0.9943, max_kl_dist_index: 2, max_train_grp_loss:  17.9760, max_train_grp_loss_index: 1, max_val_grp_loss:  18.2986, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2446, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:49,760 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  35, train_loss:  13.6509, val_loss:  13.6636, grad_norm: 0.4732, live_grad: 0.0000, reward_err: 0.0080, 0.0630, 0.0096, KL_dist: 0.9152, 0.5925, 1.0014, param: [ 2.94402376  5.34138079  5.55998288 15.9156858 ], weights: [0.00231963 0.01203285 0.98564752], train_wt_loss:  40.9527, val_wt_loss: 40.9908, train_grp_loss: [10.05501806 18.08631433 12.46758163], val_grp_loss: [11.29454242 18.43665564 11.2452595 ], train_hist_grp_loss: [3.03262476 4.67885835 9.08451646], cur_train_grp_loss: [0.07743574 0.15105854 0.24452553], max_reward_err:  0.0630, max_reward_err_index: 1, max_kl_dist:  1.0014, max_kl_dist_index: 2, max_train_grp_loss:  18.0863, max_train_grp_loss_index: 1, max_val_grp_loss:  18.4367, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2445, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:50,741 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  36, train_loss:  13.6869, val_loss:  13.7077, grad_norm: 0.4834, live_grad: 0.0000, reward_err: 0.0079, 0.0641, 0.0098, KL_dist: 0.9203, 0.6002, 1.0080, param: [ 2.91322823  5.3081009   5.55003171 16.01508288], weights: [0.00196543 0.0109856  0.98704897], train_wt_loss:  41.0607, val_wt_loss: 41.1231, train_grp_loss: [10.04480881 18.18937445 12.4648328 ], val_grp_loss: [11.28303944 18.56544492 11.26005924], train_hist_grp_loss: [3.10997105 4.83084419 9.32897885], cur_train_grp_loss: [0.07734629 0.15198583 0.24446238], max_reward_err:  0.0641, max_reward_err_index: 1, max_kl_dist:  1.0080, max_kl_dist_index: 2, max_train_grp_loss:  18.1894, max_train_grp_loss_index: 1, max_val_grp_loss:  18.5654, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2445, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:51,720 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  37, train_loss:  13.7207, val_loss:  13.7491, grad_norm: 0.4928, live_grad: 0.0000, reward_err: 0.0079, 0.0651, 0.0098, KL_dist: 0.9250, 0.6075, 1.0141, param: [ 2.88482567  5.27718637  5.5407508  16.10702412], weights: [0.00166502 0.01003715 0.98829784], train_wt_loss:  41.1622, val_wt_loss: 41.2472, train_grp_loss: [10.03583879 18.28546619 12.46248907], val_grp_loss: [11.27279868 18.68542848 11.27417206], train_hist_grp_loss: [3.18723881 4.98369607 9.57338733], cur_train_grp_loss: [0.07726776 0.15285189 0.24440849], max_reward_err:  0.0651, max_reward_err_index: 1, max_kl_dist:  1.0141, max_kl_dist_index: 2, max_train_grp_loss:  18.2855, max_train_grp_loss_index: 1, max_val_grp_loss:  18.6854, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2444, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:52,718 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  38, train_loss:  13.7525, val_loss:  13.7878, grad_norm: 0.5016, live_grad: 0.0000, reward_err: 0.0078, 0.0656, 0.0100, KL_dist: 0.9294, 0.6143, 1.0197, param: [ 2.85864687  5.24850737  5.53210699 16.19199906], weights: [0.0014103  0.00917715 0.98941255], train_wt_loss:  41.2574, val_wt_loss: 41.3633, train_grp_loss: [10.02795027 18.3749302  12.46049261], val_grp_loss: [11.26367304 18.79705245 11.28757499], train_hist_grp_loss: [3.26443757 5.13735545 9.81774986], cur_train_grp_loss: [0.07719876 0.15365938 0.24436253], max_reward_err:  0.0656, max_reward_err_index: 1, max_kl_dist:  1.0197, max_kl_dist_index: 2, max_train_grp_loss:  18.3749, max_train_grp_loss_index: 1, max_val_grp_loss:  18.7971, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2444, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:53,715 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  39, train_loss:  13.7822, val_loss:  13.8239, grad_norm: 0.5097, live_grad: 0.0000, reward_err: 0.0077, 0.0672, 0.0102, KL_dist: 0.9334, 0.6207, 1.0250, param: [ 2.83452971  5.22193195  5.52406617 16.27048289], weights: [0.00119437 0.00839647 0.99040916], train_wt_loss:  41.3465, val_wt_loss: 41.4718, train_grp_loss: [10.02100508 18.45811885 12.45879321], val_grp_loss: [11.25553226 18.90077464 11.30025903], train_hist_grp_loss: [ 3.34157565  5.29176663 10.06207325], cur_train_grp_loss: [0.07713808 0.15441118 0.24432338], max_reward_err:  0.0672, max_reward_err_index: 1, max_kl_dist:  1.0250, max_kl_dist_index: 2, max_train_grp_loss:  18.4581, max_train_grp_loss_index: 1, max_val_grp_loss:  18.9008, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2443, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:54,708 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  40, train_loss:  13.8099, val_loss:  13.8577, grad_norm: 0.5171, live_grad: 0.0000, reward_err: 0.0076, 0.0694, 0.0107, KL_dist: 0.9372, 0.6266, 1.0299, param: [ 2.81232021  5.19732873  5.516594   16.34293215], weights: [0.00101138 0.00768701 0.99130161], train_wt_loss:  41.4297, val_wt_loss: 41.5730, train_grp_loss: [10.01488261 18.53538845 12.45734752], val_grp_loss: [11.24826139 18.99705508 11.31222632], train_hist_grp_loss: [ 3.41866031  5.44687687 10.30636331], cur_train_grp_loss: [0.07708465 0.15511024 0.24429006], max_reward_err:  0.0694, max_reward_err_index: 1, max_kl_dist:  1.0299, max_kl_dist_index: 2, max_train_grp_loss:  18.5354, max_train_grp_loss_index: 1, max_val_grp_loss:  18.9971, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2443, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:55,748 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  41, train_loss:  13.8358, val_loss:  13.8891, grad_norm: 0.5240, live_grad: 0.0000, reward_err: 0.0076, 0.0700, 0.0110, KL_dist: 0.9407, 0.6321, 1.0344, param: [ 2.79187315  5.17456896  5.50965649 16.40978178], weights: [8.56328532e-04 7.04161393e-03 9.92102058e-01], train_wt_loss:  41.5074, val_wt_loss: 41.6672, train_grp_loss: [10.00947785 18.60709318 12.45611821], val_grp_loss: [11.2417592  19.08634869 11.32348771], train_hist_grp_loss: [ 3.49569787  5.60263644 10.55062503], cur_train_grp_loss: [0.07703756 0.15575957 0.24426172], max_reward_err:  0.0700, max_reward_err_index: 1, max_kl_dist:  1.0344, max_kl_dist_index: 2, max_train_grp_loss:  18.6071, max_train_grp_loss_index: 1, max_val_grp_loss:  19.0863, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2443, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:56,767 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  42, train_loss:  13.8599, val_loss:  13.9183, grad_norm: 0.5304, live_grad: 0.0000, reward_err: 0.0076, 0.0715, 0.0110, KL_dist: 0.9439, 0.6373, 1.0385, param: [ 2.77305234  5.15352795  5.50322035 16.4714434 ], weights: [7.24974869e-04 6.45391180e-03 9.92821113e-01], train_wt_loss:  41.5798, val_wt_loss: 41.7549, train_grp_loss: [10.00469952 18.67358039 12.45507326], val_grp_loss: [11.23593673 19.16909983 11.33406069], train_hist_grp_loss: [ 3.57269385  5.75899857 10.79486264], cur_train_grp_loss: [0.07699598 0.15636213 0.24423761], max_reward_err:  0.0715, max_reward_err_index: 1, max_kl_dist:  1.0385, max_kl_dist_index: 2, max_train_grp_loss:  18.6736, max_train_grp_loss_index: 1, max_val_grp_loss:  19.1691, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:57,759 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  43, train_loss:  13.8824, val_loss:  13.9454, grad_norm: 0.5362, live_grad: 0.0000, reward_err: 0.0076, 0.0726, 0.0112, KL_dist: 0.9469, 0.6420, 1.0424, param: [ 2.75573061  5.13408608  5.49725337 16.52830445], weights: [6.13714894e-04 5.91825435e-03 9.93468031e-01], train_wt_loss:  41.6471, val_wt_loss: 41.8363, train_grp_loss: [10.00046839 18.73518724 12.45418524], val_grp_loss: [11.23071585 19.24573826 11.34396767], train_hist_grp_loss: [ 3.64965308  5.91591941 11.03907976], cur_train_grp_loss: [0.07695923 0.15692084 0.24421712], max_reward_err:  0.0726, max_reward_err_index: 1, max_kl_dist:  1.0424, max_kl_dist_index: 2, max_train_grp_loss:  18.7352, max_train_grp_loss_index: 1, max_val_grp_loss:  19.2457, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:19:58,745 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  44, train_loss:  13.9032, val_loss:  13.9707, grad_norm: 0.5416, live_grad: 0.0000, reward_err: 0.0076, 0.0731, 0.0112, KL_dist: 0.9497, 0.6465, 1.0459, param: [ 2.7397897   5.11612948  5.49172459 16.580728  ], weights: [5.19488140e-04 5.42960780e-03 9.94050904e-01], train_wt_loss:  41.7097, val_wt_loss: 41.9120, train_grp_loss: [ 9.99671574 18.79223818 12.45343071], val_grp_loss: [11.22602799 19.31667629 11.35323455], train_hist_grp_loss: [ 3.72657976  6.07335796 11.28327947], cur_train_grp_loss: [0.07692668 0.15743855 0.24419971], max_reward_err:  0.0731, max_reward_err_index: 1, max_kl_dist:  1.0459, max_kl_dist_index: 2, max_train_grp_loss:  18.7922, max_train_grp_loss_index: 1, max_val_grp_loss:  19.3167, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2442, max_cur_train_grp_loss_index: 2, 
